simulations,OFV
500,1326.5
1000,1324.69
1500,1324.5
2000,1324.69
2500,1324.74
3000,1325.33
3500,1325.54
4000,1325.54
4500,1325.76
5000,1325.67
5500,1325.74
6000,1325.65
6500,1325.74
7000,1325.83
7500,1325.96
8000,1325.88
8500,1325.88
9000,1325.74
9500,1325.72
10000,1325.74
10500,1325.75
11000,1325.82
11500,1325.79
12000,1325.77
12500,1325.78
13000,1325.78
13500,1325.86
14000,1325.88
14500,1325.83
15000,1325.86
15500,1325.89
16000,1325.84
16500,1325.79
17000,1325.74
17500,1325.74
18000,1325.68
18500,1325.73
19000,1325.71
19500,1325.65
20000,1325.66
20500,1325.63
21000,1325.51
21500,1325.44
22000,1325.44
22500,1325.39
23000,1325.36
23500,1325.37
24000,1325.34
24500,1325.35
25000,1325.34
25500,1325.36
26000,1325.33
26500,1325.32
27000,1325.3
27500,1325.29
28000,1325.29
28500,1325.27
29000,1325.24
29500,1325.25
30000,1325.26
