iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1506.54,1,7.8892,6.10874,20.5065,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1492.9,1,4.80831,10.8527,22.5877,23.72,0.974679,0.974679,0.644876,0.998761,1.46202,1.46202,1.46202,1.16962
3,1486.63,1,4.89882,10.1608,21.0583,22.7457,0.95,0.95,0.816411,0.998761,1.425,1.54809,1.425,1.14
4,1471.3,1,4.52743,12.475,20.113,21.9808,0.925945,0.925945,0.904602,0.998761,1.38892,1.51614,1.38892,1.11113
5,1462.5,1,4.21474,9.30425,25.1358,26.1826,0.9025,0.9025,0.937944,0.998761,1.35375,1.52838,1.35375,1.083
6,1456.22,1,4.23593,9.8204,27.6978,28.4966,0.879648,0.879648,1.07803,0.998761,1.31947,1.62067,1.31947,1.05558
7,1448.08,1,4.45407,9.65275,31.9526,31.3241,0.857375,0.857375,0.942521,0.998761,1.28606,1.69536,1.28606,1.02885
8,1429.17,1,4.66572,7.50139,32.8393,31.6242,0.835666,0.835666,0.581153,0.998761,1.2535,1.67262,1.2535,1.0028
9,1419.44,1,4.8207,6.49499,36.8074,35.0142,0.814506,0.814506,0.504639,0.998761,1.22176,1.68716,1.22176,0.977407
10,1395.23,1,5.4286,8.86922,34.8923,33.6985,0.793882,0.793882,0.351015,0.998761,1.19082,1.64444,1.19082,0.952659
11,1402.03,1,5.48348,7.62612,38.6461,36.3544,0.773781,0.773781,0.714312,0.998761,1.16067,1.6028,1.16067,0.928537
12,1383.4,1,5.23843,7.27882,34.6101,33.1903,0.754188,0.754188,0.806016,0.998761,1.13128,1.56221,1.13128,0.905026
13,1372.3,1,5.0878,9.06941,32.1093,31.072,0.735092,0.735092,0.957657,0.998761,1.10264,1.52266,1.10264,0.88211
14,1362.09,1,4.81105,7.59408,28.977,28.6305,0.716479,0.716479,0.87207,0.998761,1.07472,1.59975,1.07472,0.859775
15,1348.39,1,5.03371,7.05898,29.692,29.2665,0.698337,0.698337,0.975628,0.998761,1.04751,1.68903,1.04751,0.838005
16,1341.32,1,5.02254,7.67302,27.5957,27.6059,0.680655,0.680655,0.960551,0.998761,1.02098,1.71549,1.02098,0.816786
17,1327.7,1,5.00914,7.6215,25.9612,26.3716,0.66342,0.66342,0.479231,0.998761,0.995131,1.67261,0.995131,0.796105
18,1315.31,1,5.26018,8.46556,27.6629,27.6313,0.646622,0.646622,0.437144,0.998761,0.969933,1.89614,0.969933,0.775947
19,1303.34,1,5.13397,8.68004,26.5307,26.5933,0.630249,0.630249,0.439846,0.998761,0.945374,1.94716,0.945374,0.756299
20,1292.31,1,5.20776,8.04751,26.8498,26.8208,0.614291,0.614291,0.397888,0.998761,0.921437,1.89786,0.921437,0.737149
21,1284.97,1,5.40069,10.0118,24.5524,25.2927,0.598737,0.598737,0.309076,0.998761,0.898105,1.8498,0.898105,0.718484
