iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,797.546,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,782.971,1,5.74388,0.728164,24.5899,6.26194,31.815,1.46202,1.46202,0.974679,0.62,0.285
3,771.343,1,5.8978,0.549956,27.2928,7.38359,38.5757,1.425,1.425,1.05445,0.62,0.27075
4,761.978,1,5.90756,0.51746,27.069,7.52075,35.0798,1.38892,1.38892,1.02775,0.62,0.257212
5,748.905,1,5.5738,-0.302689,21.1538,7.02992,33.8739,1.35375,1.35375,1.11057,0.62,0.244352
6,740.812,1,5.86482,0.806127,23.3714,7.91196,35.1442,1.31947,1.31947,1.17584,0.62,0.232134
7,729.659,1,5.66765,0.390795,20.6948,7.82976,28.1702,1.28606,1.28606,1.14607,0.62,0.220528
8,718.468,1,5.71961,0.722068,20.9016,7.42988,31.2954,1.2535,1.2535,1.13382,0.62,0.209501
9,711.05,1,5.6212,0.511553,21.7935,7.73285,24.7918,1.22176,1.22176,1.21219,0.62,0.199026
10,708.996,1,5.63559,0.807111,21.6946,8.54951,23.0486,1.19082,1.19082,1.21582,0.62,0.189075
11,692.539,1,5.49201,0.407011,16.7854,8.87657,25.3535,1.16067,1.16067,1.26559,0.62,0.179621
12,674.349,1,5.80967,0.505128,18.5144,10.599,26.6212,1.13128,1.13128,1.23355,0.62,0.17064
13,665.335,1,5.71359,0.547818,17.395,14.3591,24.5414,1.10264,1.10264,1.20231,0.62,0.162108
14,657.992,1,5.61352,0.603076,15.9034,15.9497,24.273,1.07472,1.07472,1.17187,0.62,0.154003
15,643.544,1,5.46225,0.437167,14.8207,14.3754,24.0075,1.04751,1.04751,1.1422,0.62,0.146302
16,636.07,1,5.40962,0.0248968,14.5162,16.9663,22.7508,1.02098,1.02098,1.11328,0.62,0.138987
17,621.899,1,5.47755,0.411426,13.2015,16.4985,22.1821,0.995131,0.995131,1.08509,0.62,0.132038
18,611.108,1,5.55928,0.178208,14.3412,17.4376,22.442,0.969933,0.969933,1.05761,0.62,0.125436
19,600.5,1,5.52012,0.220356,13.9251,15.6003,22.5472,0.945374,0.945374,1.03083,0.62,0.119164
20,588.462,1,5.29629,0.389677,14.0359,13.6603,21.8426,0.921437,0.921437,1.01833,0.62,0.113206
21,573.792,1,5.36012,-0.0273983,14.5012,11.9965,22.0474,0.898105,0.898105,0.992548,0.62,0.107546
22,573.771,1,5.34987,0.183932,15.2087,12.7775,22.9603,0.875365,0.875365,1.06793,0.62,0.102168
23,569.35,1,5.27873,-0.0248545,14.0678,11.615,21.2383,0.8532,0.8532,1.07678,0.62,0.0970601
24,552.206,1,5.38019,0.0661226,15.7774,13.1082,21.1055,0.831597,0.831597,1.04952,0.62,0.0922071
25,538.67,1,5.41356,-0.014428,13.8367,15.3826,21.188,0.81054,0.81054,1.02295,0.62,0.0875967
26,526.643,1,5.45835,0.0769452,14.2893,17.7153,21.7673,0.790017,0.790017,0.997044,0.62,0.0832169
27,522.041,1,5.44725,0.107547,13.0511,20.0201,22.0139,0.770013,0.770013,0.971798,0.62,0.079056
28,511.275,1,5.43558,0.184832,13.2243,18.3008,21.1196,0.750516,0.750516,0.947192,0.62,0.0751032
29,506.151,1,5.45927,0.274341,14.0651,19.5701,21.0536,0.731512,0.731512,0.923209,0.62,0.0713481
