iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1507.42,1,7.8892,9.16311,30.7597,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1498.56,1,4.64598,16.3262,30.2053,32.196,0.974679,0.974679,0.729822,0.998761,1.46202,1.49005,1.46202,1.16962
3,1479.28,1,5.056,15.4122,25.7793,28.8225,0.95,0.95,0.806758,0.998761,1.425,1.45232,1.425,1.14
4,1471.32,1,4.79055,17.9603,25.4619,28.5559,0.925945,0.925945,0.652165,0.998761,1.38892,1.42763,1.38892,1.11113
5,1456.97,1,4.51901,11.0056,33.8354,35.7843,0.9025,0.9025,1.05825,0.998761,1.35375,1.40449,1.35375,1.083
6,1452.48,1,4.29595,12.5535,38.4166,39.7174,0.879648,0.879648,0.963041,0.998761,1.31947,1.51636,1.31947,1.05558
7,1448.22,1,4.33659,10.6136,37.2525,38.6818,0.857375,0.857375,0.92316,0.998761,1.28606,1.64378,1.28606,1.02885
8,1426.79,1,4.76872,11.1166,32.6192,34.4233,0.835666,0.835666,0.524525,0.998761,1.2535,1.69938,1.2535,1.0028
9,1417.76,1,5.13572,10.0804,39.0784,39.9696,0.814506,0.814506,0.726524,0.998761,1.22176,1.69002,1.22176,0.977407
10,1402.77,1,5.55092,10.2906,33.2938,35.3104,0.793882,0.793882,0.478892,0.998761,1.19082,1.74896,1.19082,0.952659
11,1405.06,1,5.33971,7.73803,35.3924,36.7688,0.773781,0.773781,0.539107,0.998761,1.16067,1.70837,1.16067,0.928537
12,1382.85,1,5.15004,7.51331,31.9568,33.986,0.754188,0.754188,0.396108,0.998761,1.13128,1.66512,1.13128,0.905026
13,1370.34,1,5.09517,11.9328,29.0557,31.3272,0.735092,0.735092,0.452888,0.998761,1.10264,1.62295,1.10264,0.88211
14,1361.3,1,5.0002,10.0494,26.9367,29.4061,0.716479,0.716479,0.36358,0.998761,1.07472,1.73731,1.07472,0.859775
15,1352.39,1,5.14069,12.813,26.1694,28.8908,0.698337,0.698337,0.557922,0.998761,1.04751,1.86291,1.04751,0.838005
16,1348.98,1,5.0227,13.3443,23.3473,26.1965,0.680655,0.680655,0.643943,0.998761,1.02098,1.95403,1.02098,0.816786
17,1330.21,1,4.9035,19.4082,22.077,25.2855,0.66342,0.66342,0.450334,0.998761,0.995131,1.90455,0.995131,0.796105
18,1319.85,1,5.144,19.1874,23.6202,26.5764,0.646622,0.646622,0.409242,0.998761,0.969933,1.91693,0.969933,0.775947
19,1308.54,1,5.01074,17.8444,23.5142,26.2831,0.630249,0.630249,0.387402,0.998761,0.945374,2.00594,0.945374,0.756299
20,1303.43,1,5.14082,17.3536,22.8173,25.6431,0.614291,0.614291,0.637053,0.998761,0.921437,1.95515,0.921437,0.737149
21,1291.96,1,5.33178,18.8744,22.575,25.6261,0.598737,0.598737,0.324751,0.998761,0.898105,1.90603,0.898105,0.718484
22,1275.48,1,5.17133,11.6299,24.7065,27.6163,0.583577,0.583577,0.179998,0.998761,0.875365,1.85777,0.875365,0.700292
23,1260.77,1,5.09781,9.50777,24.5754,27.7626,0.5688,0.5688,0.430932,0.998761,0.8532,1.81073,0.8532,0.68256
24,1242.47,1,5.46252,9.33856,23.2732,26.3852,0.554398,0.554398,0.578315,0.998761,0.831597,1.76488,0.831597,0.665277
25,1240.97,1,5.30253,8.24498,24.5331,27.399,0.54036,0.54036,0.535415,0.998761,0.81054,1.72019,0.81054,0.648432
26,1228.78,1,5.42979,8.94062,26.8849,29.5866,0.526678,0.526678,0.38996,0.998761,0.790017,1.67664,0.790017,0.632013
27,1225.89,1,5.41099,9.60062,30.0333,32.2759,0.513342,0.513342,0.511384,0.998761,0.770013,1.63418,0.770013,0.61601
28,1202.01,1,5.51268,10.0057,27.4481,29.7609,0.500344,0.500344,0.455647,0.998761,0.750516,1.59281,0.750516,0.600413
29,1195.18,1,5.53439,11.4925,25.5902,28.0064,0.487675,0.487675,0.4744,0.998761,0.731512,1.65466,0.731512,0.58521
30,1180.16,1,5.46947,10.6782,24.127,26.6731,0.475327,0.475327,0.373706,0.998761,0.71299,1.61276,0.71299,0.570392
31,1184.59,1,5.42888,8.94899,26.0171,28.2276,0.463291,0.463291,0.452331,0.998761,0.694937,1.57193,0.694937,0.555949
32,1162.42,1,5.33205,7.97238,24.7073,27.1035,0.45156,0.45156,0.582687,0.998761,0.677341,1.53212,0.677341,0.541873
33,1152.91,1,5.27934,7.30371,24.0303,26.4003,0.440127,0.440127,0.683027,0.998761,0.66019,1.49333,0.66019,0.528152
34,1146.98,1,5.22929,7.24393,25.2483,27.3255,0.428982,0.428982,0.869448,0.998761,0.643474,1.45552,0.643474,0.514779
35,1129.12,1,5.38833,8.13963,25.0463,27.152,0.41812,0.41812,0.627072,0.998761,0.627181,1.41866,0.627181,0.501744
36,1117,1,5.38392,9.80064,25.9322,27.9927,0.407533,0.407533,0.634674,0.998761,0.6113,1.38274,0.6113,0.48904
37,1121.65,1,5.498,8.06559,25.2843,27.3599,0.397214,0.397214,0.455848,0.998761,0.595821,1.34773,0.595821,0.476657
38,1099.29,1,5.45575,7.79044,24.9581,27.1637,0.387157,0.387157,0.480327,0.998761,0.580735,1.31361,0.580735,0.464588
39,1075.22,1,5.46162,8.34114,24.3993,26.6903,0.377354,0.377354,0.595003,0.998761,0.56603,1.28034,0.56603,0.452824
40,1072.92,1,5.56086,8.62214,24.1475,26.4839,0.367799,0.367799,0.430796,0.998761,0.551698,1.24792,0.551698,0.441359
41,1064.85,1,5.44962,8.91361,23.4476,25.9202,0.358486,0.358486,0.410359,0.998761,0.537729,1.21633,0.537729,0.430183
42,1051.35,1,5.50215,9.34611,23.2352,25.8016,0.349409,0.349409,0.500784,0.998761,0.524113,1.18553,0.524113,0.419291
43,1041.45,1,5.47484,10.873,24.642,27.0415,0.340562,0.340562,0.41787,0.998761,0.510842,1.15551,0.510842,0.408674
44,1028.12,1,5.54168,10.4203,24.2799,26.8395,0.331938,0.331938,0.465594,0.998761,0.497908,1.12625,0.497908,0.398326
45,1026.16,1,5.54646,10.2836,22.6667,25.2482,0.323534,0.323534,0.436775,0.998761,0.4853,1.09773,0.4853,0.38824
46,1018.72,1,5.41885,8.44392,22.4505,25.0734,0.315341,0.315341,0.527928,0.998761,0.473012,1.06994,0.473012,0.37841
47,1002.34,1,5.41389,7.8525,22.4763,25.1198,0.307357,0.307357,0.501677,0.998761,0.461035,1.04285,0.461035,0.368828
48,999.106,1,5.43951,6.77306,22.799,25.3336,0.299574,0.299574,0.530093,0.998761,0.449362,1.01644,0.449362,0.359489
49,984.536,1,5.35834,6.2917,23.0073,25.4295,0.291989,0.291989,0.551355,0.998761,0.437984,0.990706,0.437984,0.350387
50,984.458,1,5.4186,7.26109,22.5983,25.1223,0.284596,0.284596,0.545395,0.998761,0.426894,0.965621,0.426894,0.341515
51,977.025,1,5.48547,6.64729,21.9714,24.5454,0.27739,0.27739,0.467182,0.998761,0.416084,0.94117,0.416084,0.332867
52,954.688,1,5.41711,7.48997,22.2271,24.8047,0.270366,0.270366,0.489638,0.998761,0.405549,0.917339,0.405549,0.324439
53,954.775,1,5.38338,7.45834,21.9962,24.6587,0.26352,0.26352,0.574661,0.998761,0.39528,0.894112,0.39528,0.316224
54,939.364,1,5.4605,7.00359,22.0775,24.7672,0.256848,0.256848,0.578358,0.998761,0.385271,0.871473,0.385271,0.308217
55,933.717,1,5.42526,6.22993,22.6995,25.389,0.250344,0.250344,0.477144,0.998761,0.375516,0.849406,0.375516,0.300413
56,932.116,1,5.40611,6.68636,22.6125,25.295,0.244005,0.244005,0.493704,0.998761,0.366008,0.827899,0.366008,0.292806
57,924.014,1,5.43203,6.25105,23.1662,25.8537,0.237827,0.237827,0.50328,0.998761,0.35674,0.806936,0.35674,0.285392
58,917.762,1,5.41737,5.4711,23.6421,26.251,0.231805,0.231805,0.505443,0.998761,0.347707,0.786504,0.347707,0.278166
59,916.65,1,5.3565,6.27884,23.852,26.4908,0.225936,0.225936,0.459184,0.998761,0.338903,0.766589,0.347321,0.276014
60,897.987,1,5.3763,6.63442,22.73,25.5037,0.220215,0.220215,0.470289,0.998761,0.330322,0.747179,0.338527,0.269025
61,899.532,1,5.40611,7.1445,22.6511,25.5474,0.214639,0.214639,0.470645,0.998761,0.321958,0.72826,0.329955,0.262213
62,887.915,1,5.42587,7.40622,22.7161,25.5928,0.209204,0.209204,0.509299,0.998761,0.313806,0.70982,0.323357,0.259726
63,895.831,1,5.48133,7.4182,22.4748,25.3495,0.203907,0.203907,0.51739,0.998761,0.30586,0.697998,0.315169,0.254356
64,883.761,1,5.43636,7.08779,22.4707,25.3255,0.198912,0.198744,0.487033,0.998761,0.298116,0.724656,0.307189,0.247972
65,880.982,1,5.44817,7.39145,22.4309,25.3003,0.199961,0.193711,0.484871,0.998761,0.290567,0.706308,0.302957,0.24563
66,881.128,1,5.46252,7.83783,22.0335,24.949,0.202212,0.188807,0.464879,0.998761,0.28321,0.688424,0.295286,0.23941
67,882.784,1,5.41504,7.80513,21.4141,24.3856,0.209679,0.184026,0.512557,0.998761,0.276039,0.670992,0.299527,0.242204
68,872.733,1,5.48832,8.39829,20.9951,24.0015,0.222236,0.179366,0.512383,0.998761,0.269049,0.654002,0.291943,0.236071
69,872.641,1,5.39124,8.64196,20.5568,23.6395,0.241904,0.174825,0.580562,0.998761,0.262237,0.637443,0.284551,0.230094
70,876.943,1,5.34349,8.89772,20.0066,23.1012,0.246755,0.170398,0.543614,0.998761,0.255597,0.621302,0.277346,0.224268
71,864.049,1,5.37026,8.00212,20.0856,23.1919,0.253148,0.166083,0.522224,0.998761,0.249125,0.613594,0.270323,0.218589
