parameter,value,se_lin,rse_lin
Cl_pop,5.27968411801417,0.29706174669316,5.62650605704973
beta_Cl_logtCLCRMLMIN,0.621497072078564,0.242501618549507,39.0189478670387
V1_pop,20.0156244561299,1.72386971917888,8.61262022055441
Q_pop,6.90304675934701,1.36922090664478,19.8350229163781
V2_pop,21.2729476435781,2.45674915304426,11.548701168293
omega_Cl,0.207319223881936,0.0398309581006331,19.2123804801218
omega_V1,0.291768963311317,0.0650683660295306,22.3013322908176
omega_Q,0.629752410191831,0.158995400198918,25.2472872871556
omega_V2,0.248278806174203,0.130782401329642,52.6756203418666
corr_V2_V1,0.998955802866342,0.358303644544308,35.8678175266827
a1,0.303242941678622,0.0222494646203796,7.33717477386814
a2,0.0648041249806003,0.0065669152003713,10.1334833273918
