parameter,value,se_lin,rse_lin
Cl_pop,5.10839465535246,0.348243412865389,6.81708122336452
V1_pop,21.1054965641117,1.74371338493922,8.26189224992826
Q_pop,5.55288172941395,0.996012908512891,17.9368651638473
V2_pop,28.2654387361815,5.76376020139547,20.3915469177469
omega_Cl,0.252963462296094,0.0484616751936872,19.157579024975
omega_V1,0.282647410270382,0.0622902077910176,22.0381314413709
omega_Q,0.581980063926676,0.142634900440143,24.5085543786108
omega_V2,0.566801297194191,0.174717585993858,30.8251916251346
corr_V2_V1,0.674617844569994,0.241470736967683,35.793707342799
a1,0.30494260520979,0.0223841532653357,7.34044796722851
a2,0.060336123892117,0.00625977145914256,10.3748319503176
