iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,781.287,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,776.886,1,5.83777,0.834086,31.432,6.7581,33.7593,1.46202,1.46202,0.974679,0.62,0.285
3,770.424,1,5.7775,0.727167,35.5831,7.33017,49.7949,1.425,1.425,1.12339,0.62,0.27075
4,768.408,1,5.53291,1.70834,30.7717,7.33994,62.8661,1.38892,1.38892,1.09495,0.62,0.257212
5,751.039,1,5.37537,0.734791,26.8593,7.17257,80.5471,1.35375,1.35375,1.06722,0.62,0.244352
6,746.208,1,5.25732,1.04637,34.6156,8.72633,94.6429,1.31947,1.31947,1.13428,0.62,0.232134
7,736.719,1,5.07605,0.569579,25.6794,9.19274,111.205,1.28606,1.28606,1.10556,0.62,0.220528
8,716.971,1,5.24516,1.05214,22.9593,8.89766,103.212,1.2535,1.2535,1.07756,0.62,0.209501
9,709.571,1,5.11888,1.24056,22.086,8.03645,116.759,1.22176,1.22176,1.22516,0.62,0.199026
10,699.869,1,4.87286,1.07634,23.0162,8.54111,134.638,1.19082,1.19082,1.19413,0.62,0.189075
11,696.325,1,4.64977,1.27016,21.9444,7.56455,146.419,1.16067,1.16067,1.1639,0.62,0.179621
12,674.241,1,4.38086,1.0529,24.4526,7.44265,155.112,1.13128,1.13128,1.13443,0.62,0.17064
13,669.439,1,4.20725,1.3364,24.0042,8.77152,162.868,1.10264,1.10264,1.1057,0.62,0.162108
14,662.642,1,4.12378,1.30139,21.0232,8.45512,164.904,1.07472,1.07472,1.07771,0.62,0.154003
15,646.577,1,4.21573,1.63234,23.5337,7.09043,165.934,1.04751,1.04751,1.05042,0.62,0.146302
16,631.669,1,4.20478,1.5356,23.2907,7.98984,173.583,1.02098,1.02098,1.02382,0.62,0.138987
17,627.433,1,4.25709,1.09811,23.5622,6.86705,174.939,0.995131,0.995131,0.997896,0.62,0.132038
18,613.574,1,4.19649,1.20209,24.6909,6.46984,179.859,0.969933,0.969933,0.972629,0.62,0.125436
19,585.29,1,3.93891,1.01162,23.5639,5.70408,189.414,0.945374,0.945374,0.948002,0.62,0.119164
20,586.851,1,3.97759,1.00509,26.6443,5.19916,192.966,0.921437,0.921437,0.923998,0.62,0.113206
21,572.62,1,3.76074,0.963972,24.7205,4.58257,205.931,0.898105,0.898105,0.900602,0.62,0.107546
22,569.355,1,3.62295,1.1449,26.8688,4.53987,225.719,0.875365,0.875365,0.877798,0.62,0.102168
23,556.969,1,3.57829,0.978737,25.8192,4.52065,220.076,0.8532,0.8532,0.855571,0.62,0.0970601
24,542.936,1,3.73725,0.972539,26.2595,4.29512,210.276,0.831597,0.831597,0.833908,0.62,0.0922071
25,530.692,1,3.59502,1.05555,25.4039,4.20661,209.619,0.81054,0.81054,0.812793,0.62,0.0875967
26,515.646,1,3.61853,0.954836,24.5934,3.79345,208.554,0.790017,0.790017,0.792212,0.62,0.0832169
27,500.626,1,3.66356,1.12613,23.9082,4.43333,206.518,0.770013,0.770013,0.772153,0.62,0.079056
28,491.05,1,3.67184,1.04099,24.5614,4.27557,205.872,0.750516,0.750516,0.752602,0.62,0.0751032
29,485.409,1,3.64653,0.899352,24.6623,3.84219,205.712,0.731512,0.731512,0.733546,0.62,0.0713481
30,474.175,1,3.64546,1.00574,24.1863,4.39421,203.221,0.71299,0.71299,0.714972,0.62,0.0677807
31,468.76,1,3.53931,1.12675,22.9151,4.2115,205.602,0.694937,0.694937,0.696868,0.62,0.0643916
32,467.031,1,3.49024,1.34528,23.2869,4.3794,208.172,0.677341,0.677341,0.679223,0.62,0.061172
33,449.303,1,3.61291,1.04883,23.729,4.63037,204.188,0.66019,0.66019,0.662025,0.62,0.0581134
34,448.277,1,3.69848,1.05536,25.3461,4.1625,203.47,0.643474,0.643474,0.645262,0.62,0.0552078
35,437.774,1,3.65852,1.0575,24.8693,4.44735,207.126,0.627181,0.627181,0.628924,0.62,0.0524474
36,424.237,1,3.69009,1.05687,25.5661,4.51868,206.074,0.6113,0.6113,0.612999,0.62,0.049825
37,412.798,1,3.64887,1.05054,24.4679,4.3009,207.08,0.595821,0.595821,0.597477,0.62,0.0473338
38,397.828,1,3.6624,1.09767,25.0799,4.51368,211.448,0.580735,0.580735,0.582349,0.62,0.0449671
39,394.254,1,3.7036,0.88015,25.3897,4.75013,215.785,0.56603,0.56603,0.567604,0.62,0.0427187
