iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1243.95,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1229.38,1,9.62814,11.2976,44.3377,89.2358,0.95,0.95,0.285,0.285,0.937101,0.974679,1.12925,0.974679,1.10735,0.974679
3,1217.57,1,9.34526,10.3027,43.7069,82.9782,0.9025,0.9025,0.27075,0.27075,0.914353,0.95,1.10066,0.95,1.24269,0.95
4,1196.77,1,9.51998,8.63841,45.4965,68.5117,0.857375,0.857375,0.257212,0.257212,0.917487,0.925945,1.07279,0.925945,1.34467,0.925945
5,1190.19,1,9.28701,7.66419,50.0288,73.5241,0.814506,0.814506,0.244352,0.244352,0.902523,0.9025,1.04563,0.9025,1.33645,0.9025
6,1168.92,1,9.23044,8.88432,45.2443,72.6653,0.773781,0.773781,0.232134,0.232134,0.909822,0.879648,1.01915,0.879648,1.3034,0.879648
7,1148.28,1,8.86204,8.05046,45.6906,71.4562,0.735092,0.735092,0.220528,0.220528,0.905076,0.857375,0.993344,0.857375,1.41775,0.857375
8,1117.79,1,9.0997,7.75246,48.0929,74.6998,0.698337,0.698337,0.209501,0.209501,0.916581,0.835666,0.968192,0.835666,1.50385,0.835666
9,1110.2,1,9.19603,8.35062,47.7357,82.9234,0.66342,0.66342,0.199026,0.199026,0.917041,0.814506,0.943677,0.814506,1.53739,0.814506
10,1089.63,1,9.05135,8.14773,47.7539,79.5364,0.630249,0.630249,0.189075,0.189075,0.923598,0.793882,0.919783,0.793882,1.49847,0.793882
11,1073.56,1,9.2514,8.33613,48.1169,80.4037,0.598737,0.598737,0.179621,0.179621,0.944732,0.773781,0.896493,0.773781,1.54529,0.773781
12,1068.32,1,9.25714,8.28332,48.5529,81.8755,0.5688,0.5688,0.17064,0.17064,0.933526,0.754188,0.873794,0.754188,1.5597,0.754188
13,1051.38,1,9.31229,8.13687,49,78.4008,0.54036,0.54036,0.162108,0.162108,0.916446,0.735092,0.851669,0.735092,1.52021,0.735092
14,1034.25,1,9.12146,8.36965,47.1557,79.6285,0.513342,0.513342,0.154003,0.154003,0.909819,0.716479,0.830104,0.716479,1.48171,0.716479
15,1023.7,1,9.02522,9.53747,47.6443,95.0206,0.487675,0.487675,0.146302,0.146302,0.916992,0.698337,0.809085,0.698337,1.4442,0.698337
16,1024.98,1,9.10051,9.46685,47.4888,90.762,0.463291,0.463291,0.138987,0.138987,0.915913,0.680655,0.788599,0.680655,1.4597,0.680655
17,1002.86,1,8.87645,10.1855,45.2712,98.6091,0.440127,0.534133,0.132038,0.129022,0.916738,0.66342,0.768631,0.66342,1.60057,0.66342
18,988.56,1,8.87473,9.94901,45.8938,94.6366,0.41812,0.475501,0.125436,0.124648,0.909335,0.646622,0.749169,0.646622,1.59842,0.646622
19,986.338,1,8.90114,10.5511,44.3694,107.493,0.199014,0.436538,0.132978,0.127839,0.924626,0.630249,0.730199,0.630249,1.63326,0.630249
20,984.099,1,8.83505,11.0671,46.1537,112.926,0.114715,0.494543,0.138369,0.125441,0.920081,0.614291,0.71171,0.614291,1.67398,0.614291
21,974.491,1,8.8946,10.5233,46.1377,121.064,2.22045e-16,0.458165,0.1386,0.132365,0.926542,0.598737,0.708789,0.598737,1.68159,0.598737
22,963.049,1,8.89251,10.1091,44.7055,127.789,2.22045e-16,0.514691,0.133836,0.126422,0.92871,0.583577,0.724244,0.583577,1.63901,0.583577
23,962.468,1,8.96347,9.43179,45.634,114.178,2.10942e-16,0.509159,0.127144,0.134528,0.938706,0.5688,0.723291,0.5688,1.74606,0.5688
24,961.618,1,9.08659,9.67124,46.9058,104.314,2.22045e-16,0.454344,0.129355,0.141687,0.939912,0.554398,0.704977,0.554398,1.70185,0.554398
25,958.035,1,9.00086,9.53239,46.3232,102.185,2.22045e-16,0.433514,0.131339,0.137692,0.930438,0.54036,0.687127,0.54036,1.65876,0.54036
26,951.57,1,9.01775,9.83694,46.2151,94.5932,2.22045e-16,0.512293,0.128785,0.128582,0.940625,0.526678,0.669728,0.526678,1.63875,0.526678
27,947.759,1,9.11702,9.91325,47.0999,95.1842,2.22045e-16,0.550328,0.131412,0.125223,0.941935,0.513342,0.65277,0.513342,1.59726,0.513342
28,944.014,1,9.22332,9.95462,46.8998,92.3932,2.22045e-16,0.547828,0.129962,0.12596,0.938504,0.500344,0.636242,0.500344,1.55681,0.500344
29,946.514,1,9.2,9.70572,45.8301,84.0519,2.22045e-16,0.499937,0.130107,0.131907,0.934167,0.487675,0.621377,0.487675,1.5174,0.487675
30,943.171,1,9.40079,9.40602,44.9709,91.7074,2.22045e-16,0.417172,0.131044,0.142433,0.942175,0.475327,0.605643,0.475327,1.47897,0.475327
31,945.584,1,9.35868,9.01518,46.4466,95.0615,2.22045e-16,0.528868,0.130509,0.13377,0.955127,0.463291,0.590308,0.463291,1.52455,0.463291
32,948.09,1,9.35231,9.45713,46.8061,103.865,2.22045e-16,0.705388,0.129835,0.129113,0.943223,0.45156,0.575361,0.45156,1.48595,0.45156
33,939.991,1,9.30533,9.22901,46.2069,104.958,2.22045e-16,0.55804,0.12949,0.132726,0.930468,0.440127,0.562083,0.440127,1.44832,0.440127
34,941.221,1,9.29298,9.06981,46.6955,106.844,2.22045e-16,0.494124,0.131038,0.140715,0.927052,0.428982,0.547851,0.428982,1.44142,0.428982
35,935.037,1,9.22656,9.43237,47.4872,101.868,2.22045e-16,0.488389,0.131683,0.135249,0.938123,0.41812,0.533979,0.41812,1.40788,0.41812
36,929.281,1,9.22158,9.32728,47.8101,108.652,2.22045e-16,0.521294,0.133432,0.130977,0.932786,0.407533,0.520458,0.407533,1.40074,0.407533
37,929.449,1,8.99301,9.4303,46.7588,118.558,2.22045e-16,0.447783,0.130031,0.136066,0.94507,0.397214,0.512486,0.397214,1.48459,0.397214
38,938.623,1,8.92811,9.09607,47.1515,114.29,2.22045e-16,0.479923,0.132006,0.139815,0.933168,0.387157,0.546325,0.387157,1.49578,0.387157
39,922.797,1,8.81583,8.90056,46.1772,123.334,2.10942e-16,0.414663,0.125406,0.144075,0.919788,0.377354,0.532492,0.377354,1.58427,0.377354
40,933.131,1,8.84338,8.5969,46.2694,125.159,2.22045e-16,0.403068,0.127462,0.148548,0.916921,0.367799,0.519009,0.367799,1.70145,0.367799
41,931.131,1,8.78274,9.37588,47.2884,123.906,2.22045e-16,0.476132,0.128544,0.138906,0.944322,0.358486,0.511207,0.358486,1.65837,0.358486
42,926.27,1,8.95277,9.44188,45.8178,113.274,2.22045e-16,0.671627,0.128005,0.130809,0.917464,0.349409,0.498263,0.349409,1.61638,0.349409
43,927.615,1,8.77069,9.33245,46.0152,124.157,2.22045e-16,0.528146,0.127501,0.134744,0.929204,0.340562,0.520256,0.340562,1.57545,0.340562
44,932.464,1,8.81133,9.19216,45.7149,126.584,2.22045e-16,0.42207,0.134366,0.1389,0.927778,0.331938,0.537241,0.331938,1.53556,0.331938
45,931.129,1,8.79238,9.7658,45.4898,126.918,2.22045e-16,0.469758,0.131975,0.13878,0.917817,0.323534,0.538148,0.323534,1.5661,0.323534
46,913.188,1,8.78733,9.40869,45.1404,118.442,2.22045e-16,0.581301,0.125966,0.125627,0.919443,0.315341,0.524522,0.315341,1.60035,0.315341
47,911.85,1,8.89536,9.21966,46.5838,116.002,2.22045e-16,0.480512,0.1235,0.133093,0.932131,0.307357,0.534576,0.307357,1.6469,0.307357
48,910.281,1,8.98675,8.62368,46.8771,111.025,2.22045e-16,0.450574,0.12649,0.136363,0.929658,0.299574,0.535808,0.299574,1.6052,0.299574
49,919.119,1,8.97517,8.8889,46.6335,120.495,2.22045e-16,0.483159,0.132421,0.135519,0.925484,0.291989,0.551113,0.291989,1.56455,0.291989
50,909.82,1,9.1645,9.29118,46.4172,112.535,2.22045e-16,0.4152,0.131377,0.136818,0.927763,0.284596,0.537159,0.284596,1.53985,0.284596
51,906.515,1,9.17805,8.97032,46.8428,115.57,2.22045e-16,0.43781,0.129139,0.137043,0.937261,0.278063,0.542642,0.27739,1.50086,0.27739
52,902.181,1,9.10623,9.42865,46.6119,116.586,2.22045e-16,0.433909,0.128059,0.133423,0.934355,0.271022,0.537253,0.270366,1.49946,0.270366
