popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
4.52022,4.83254,4.52022,2.80908,7.27367,2.52738,4.32347,2.52738,1.57064,4.06691,All
4.71509,5.08183,4.71509,2.93019,7.58726,2.68144,4.46138,2.68144,1.66638,4.31482,All
4.91837,5.34186,4.91837,3.05652,7.91436,2.8449,4.60769,2.8449,1.76796,4.57785,All
5.13042,5.61167,5.13042,3.18829,8.25557,3.01832,4.76293,3.01832,1.87573,4.8569,All
5.17582,5.66893,5.17582,3.21651,8.32864,3.20231,4.92762,3.20231,1.99007,5.15297,All
5.3516,5.89059,5.3516,3.32575,8.61149,3.39752,5.1023,3.39752,2.11138,5.46709,All
5.58232,6.18153,5.58232,3.46913,8.98275,3.45095,5.14991,3.45095,2.14459,5.55308,All
5.82299,6.48501,5.82299,3.61869,9.37002,3.60462,5.28675,3.60462,2.24009,5.80035,All
5.83143,6.49566,5.83143,3.62394,9.3836,3.82436,5.48241,3.82436,2.37664,6.15393,All
6.07403,6.79825,6.07403,3.7747,9.77398,4.05748,5.69001,4.05748,2.52152,6.52906,All
6.3359,7.11824,6.3359,3.93744,10.1954,4.30482,5.91026,4.30482,2.67523,6.92706,All
6.48704,7.29303,6.48704,4.03137,10.4386,4.37453,5.97234,4.37453,2.71855,7.03924,All
6.60906,7.43414,6.60906,4.10719,10.6349,4.56723,6.14393,4.56723,2.8383,7.34933,All
6.89399,7.76365,6.89399,4.28426,11.0934,4.84564,6.39139,4.84564,3.01132,7.79733,All
7.14265,8.05121,7.14265,4.43879,11.4935,5.14102,6.65386,5.14102,3.19489,8.27264,All
7.19121,8.10737,7.19121,4.46897,11.5717,5.29811,6.79344,5.29811,3.2925,8.52541,All
7.50124,8.4659,7.50124,4.66164,12.0706,5.45441,6.93233,5.45441,3.38964,8.77692,All
7.79826,8.79916,7.79826,4.84622,12.5485,5.7869,7.22782,5.7869,3.59627,9.31195,All
