simulations,OFV
500,1049.52
1000,1048.76
1500,1048.03
2000,1048.19
2500,1048.54
3000,1048.16
3500,1048.22
4000,1048.21
4500,1048.3
5000,1048.32
5500,1048.19
6000,1048.19
6500,1048.04
7000,1048.18
7500,1048.25
8000,1048.28
8500,1048.49
9000,1048.37
9500,1048.34
10000,1048.26
10500,1048.21
11000,1048.31
11500,1048.19
12000,1048.08
12500,1048.07
13000,1048.03
13500,1047.95
14000,1048.01
14500,1047.88
15000,1047.92
15500,1047.96
16000,1047.99
16500,1047.95
17000,1047.87
17500,1047.89
18000,1047.84
18500,1047.96
19000,1047.84
19500,1047.85
20000,1047.82
20500,1047.87
21000,1047.65
21500,1047.68
22000,1047.67
22500,1047.62
23000,1047.54
23500,1047.55
24000,1047.53
24500,1047.55
25000,1047.55
25500,1047.57
26000,1047.52
26500,1047.52
27000,1047.54
27500,1047.51
28000,1047.54
28500,1047.56
29000,1047.61
29500,1047.67
30000,1047.74
