iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1
3241,-68.6817,1,10.2254,10.0583,43.4578,54.506,0.0979273,0.252657,0.935019,2.6049e-08
3242,-65.9584,1,10.2044,10.0982,43.4578,53.8176,0.0974796,0.255201,0.950501,2.55516e-08
3243,-69.1032,1,10.2249,10.2331,43.4578,53.9858,0.0961323,0.258537,0.968841,2.62762e-08
3244,-63.1554,1,10.2249,10.6679,43.4578,52.8433,0.0965373,0.25635,0.964108,2.7484e-08
3245,-63.3922,1,10.2142,10.8633,43.4578,52.3623,0.096468,0.254176,0.973872,2.81605e-08
3246,-64.4928,1,10.2182,10.5735,43.4578,51.9226,0.0964244,0.255502,1.01944,2.72135e-08
3247,-61.9554,1,10.2446,10.4591,43.4578,52.3183,0.097255,0.256906,1.06387,2.62698e-08
3248,-59.0161,1,10.2478,10.6396,43.4578,52.6268,0.0980996,0.257084,1.05953,2.68218e-08
3249,-66.2939,1,10.2202,10.6273,43.4578,52.6084,0.0971621,0.256088,1.05484,2.62845e-08
3250,-65.7241,1,10.238,10.7334,43.4578,53.0818,0.0968727,0.257162,1.06076,2.58746e-08
3251,-67.8491,1,10.2241,10.4776,43.4578,53.0079,0.0965859,0.256932,1.08243,2.44571e-08
3252,-69.3251,1,10.1856,10.2194,43.4578,52.9894,0.0962376,0.258375,1.06479,2.34268e-08
3253,-75.1364,1,10.199,10.2779,43.4578,52.7305,0.096187,0.2572,1.00421,2.22788e-08
3254,-71.1716,1,10.2183,10.2274,43.4578,52.9501,0.096023,0.257532,0.989611,2.30672e-08
3255,-74.5682,1,10.203,10.0361,43.4578,52.2066,0.0962518,0.258226,0.964417,2.18106e-08
3256,-73.516,1,10.1946,10.1233,43.4578,53.1586,0.0958162,0.260181,0.95998,2.19946e-08
3257,-70.592,1,10.2066,9.83638,43.4578,53.1586,0.0966593,0.257161,0.965573,2.17842e-08
3258,-69.7802,1,10.1864,9.4108,43.4578,52.787,0.0969103,0.256234,0.981354,2.1559e-08
3259,-75.9181,1,10.206,9.80453,43.4578,52.7135,0.0967673,0.258466,0.975181,2.01653e-08
3260,-85.1974,1,10.1874,9.84419,43.4578,52.7502,0.094575,0.2584,0.965042,1.94681e-08
3261,-84.7605,1,10.1922,9.97903,43.4578,53.061,0.0933963,0.25833,0.97613,1.90681e-08
3262,-82.3764,1,10.1869,10.0435,43.4578,53.2452,0.0934517,0.261073,0.997577,1.80447e-08
3263,-83.7686,1,10.1686,10.082,43.4578,53.4669,0.0928564,0.264031,0.991408,1.79296e-08
3264,-71.851,1,10.1819,9.88592,43.4578,53.7265,0.094685,0.264454,1.0119,1.84729e-08
3265,-76.7401,1,10.1692,9.78502,43.4578,53.633,0.0950307,0.265307,1.02281,1.79282e-08
3266,-70.0022,1,10.1703,9.81549,43.4578,54.0969,0.0963306,0.269086,1.01473,1.83011e-08
3267,-66.3278,1,10.1799,9.91272,43.4578,54.5462,0.0979195,0.267386,1.0046,1.88372e-08
3268,-73.0016,1,10.1535,9.81768,43.4578,54.8487,0.0972552,0.26521,0.989033,1.92975e-08
3269,-71.8715,1,10.1757,9.76656,43.4578,54.6958,0.0969304,0.264129,0.984758,2.04144e-08
3270,-81.5966,1,10.1836,9.88094,43.4578,54.9235,0.0977484,0.261554,0.941048,1.76464e-08
3271,-76.3977,1,10.2066,9.8215,43.4578,54.424,0.0981433,0.258756,0.937223,1.75099e-08
3272,-86.2736,1,10.2077,9.93216,43.4578,55.4714,0.0973375,0.259419,0.918706,1.60889e-08
3273,-86.9847,1,10.1894,9.91513,43.4578,55.8556,0.0966394,0.256757,0.895984,1.55014e-08
3274,-78.2643,1,10.1855,9.89833,43.4578,54.5147,0.0971474,0.258415,0.928814,1.5525e-08
3275,-78.125,1,10.2022,10.0312,43.4578,53.4204,0.0962235,0.258526,0.97516,1.66454e-08
3276,-78.9206,1,10.2158,10.4673,43.4578,52.0038,0.0955313,0.258029,0.975592,1.77513e-08
3277,-79.8847,1,10.1957,10.3802,43.4578,51.421,0.0959042,0.25468,0.985268,1.69196e-08
3278,-75.4888,1,10.1934,10.1194,43.4578,51.635,0.0961653,0.255645,1.00468,1.7344e-08
3279,-81.5214,1,10.1535,10.2297,43.4578,51.7068,0.0948073,0.257441,1.04221,1.67213e-08
3280,-83.3093,1,10.1674,9.93035,43.4578,51.5085,0.0946965,0.260001,1.05509,1.59022e-08
3281,-80.2116,1,10.1851,9.9422,43.4578,51.7585,0.0946901,0.262394,1.03092,1.65773e-08
3282,-79.0483,1,10.1418,9.89945,43.4578,51.6143,0.0955956,0.261563,1.00974,1.58952e-08
3283,-75.8346,1,10.1466,10.1985,43.4578,51.1813,0.0959694,0.262324,1.00667,1.64097e-08
3284,-81.9097,1,10.149,9.79796,43.4578,50.788,0.0959604,0.263017,0.999766,1.57402e-08
3285,-85.172,1,10.1487,9.48723,43.4578,51.0695,0.0961095,0.26162,1.01286,1.49012e-08
3286,-18.4278,1,10.1606,9.58899,43.4578,51.5987,0.0966155,0.262719,1.02563,6.8986e-08
3287,-39.8181,1,10.1909,9.64553,43.4578,52.7137,0.0961895,0.263559,1.00407,7.02478e-08
3288,-33.3729,1,10.1249,9.41549,43.4578,53.5484,0.0973596,0.262375,1.00191,6.78229e-08
3289,-30.8548,1,10.1318,9.45363,43.4578,55.6912,0.0989598,0.260396,1.02819,6.49541e-08
3290,-28.502,1,10.1639,9.17676,43.4578,56.3637,0.100745,0.260225,1.0156,6.51188e-08
3291,-27.9761,1,10.2015,9.14071,43.4578,55.4733,0.101684,0.259093,1.03218,6.50423e-08
3292,-35.5228,1,10.2054,9.53336,43.4578,56.3138,0.0999276,0.258637,1.03646,6.63489e-08
3293,-43.6439,1,10.2014,9.67701,43.4578,54.5369,0.0986556,0.255273,1.01004,6.21306e-08
3294,-47.6488,1,10.2012,9.77613,43.4578,55.2327,0.097386,0.260196,0.986179,5.86131e-08
3295,-49.5397,1,10.2114,10.0781,43.4578,55.7859,0.0965282,0.26193,0.982783,5.56471e-08
3296,-53.8698,1,10.2165,10.3405,43.4578,55.1611,0.0957805,0.263273,0.942505,5.29604e-08
3297,-48.7296,1,10.2411,10.5385,43.4578,55.3524,0.0963509,0.26105,0.915434,5.36524e-08
3298,-45.192,1,10.1993,10.2206,43.4578,54.8105,0.0951178,0.263621,0.954077,5.84692e-08
3299,-46.161,1,10.1776,10.1344,43.4578,54.3702,0.0950339,0.263637,0.947481,5.87537e-08
3300,-41.7848,1,10.2033,9.94182,43.4578,53.7613,0.095779,0.259003,0.979701,6.06941e-08
3301,-43.6766,1,10.255,10.1614,43.4578,53.8919,0.09592,0.256847,0.989959,6.2454e-08
3302,-46.8855,1,10.2291,10.079,43.4578,53.3644,0.0955565,0.256232,0.997524,5.99606e-08
3303,-50.6283,1,10.2173,9.89005,43.4578,53.4385,0.0952341,0.256358,1.01116,5.54394e-08
3304,-43.5714,1,10.1741,9.95649,43.4578,53.7345,0.0958829,0.258281,1.03681,5.31708e-08
3305,-43.4158,1,10.1487,10.1933,43.4578,54.8041,0.0961641,0.26168,1.0093,5.39023e-08
3306,-45.4832,1,10.1209,9.88348,43.4578,56.5221,0.0956216,0.264359,0.977554,5.63913e-08
3307,-49.2587,1,10.1465,9.93281,43.4578,55.7696,0.0945043,0.263017,0.966696,5.87128e-08
3308,-48.6848,1,10.1765,10.1055,43.4578,55.4586,0.0941318,0.261533,0.944306,6.10549e-08
3309,-56.767,1,10.1677,9.95619,43.4578,55.804,0.0934618,0.261981,0.929805,5.58842e-08
3310,-51.4461,1,10.1267,9.7573,43.4578,55.9588,0.0940106,0.2634,0.914099,5.32525e-08
3311,-50.4828,1,10.1147,9.74426,43.4578,55.9394,0.0940686,0.265548,0.901927,5.37661e-08
3312,-48.2384,1,10.1432,9.72856,43.4578,55.1157,0.0951121,0.263912,0.959213,5.09535e-08
3313,-52.2336,1,10.1566,9.62924,43.4578,54.421,0.0953064,0.260413,0.966894,4.91462e-08
3314,-52.9699,1,10.1471,9.71014,43.4578,54.7599,0.0946179,0.261094,0.943616,5.0693e-08
3315,-50.0999,1,10.15,10.0911,43.4578,53.2307,0.0943433,0.259139,0.959848,5.16674e-08
3316,-52.167,1,10.1657,9.79988,43.4578,54.1453,0.0938365,0.259772,0.969178,5.28361e-08
3317,-51.764,1,10.1743,9.81555,43.4578,55.3326,0.0938155,0.261783,1.01738,5.04427e-08
3318,-54.6657,1,10.1517,9.81682,43.4578,55.0434,0.0928145,0.263377,1.00838,5.09062e-08
3319,-48.9205,1,10.1667,9.66964,43.4578,55.0434,0.0938714,0.263607,0.979238,5.23525e-08
3320,-43.9603,1,10.1771,9.75722,43.4578,54.1551,0.094674,0.260019,1.01227,5.48924e-08
3321,-44.2588,1,10.1981,9.92131,43.4578,54.2303,0.0946684,0.258396,1.02319,5.87055e-08
3322,-46.2071,1,10.2169,10.4463,43.4578,53.6234,0.0947091,0.262187,1.03342,5.71757e-08
3323,-47.0941,1,10.234,10.4565,43.4578,52.7581,0.0951667,0.26365,1.01464,5.57895e-08
3324,-43.3687,1,10.2055,10.1132,43.4578,53.0502,0.0956504,0.261721,0.98493,5.79571e-08
3325,-36.2065,1,10.1875,10.2022,43.4578,53.9254,0.0974308,0.260096,0.968583,5.95208e-08
3326,-41.1132,1,10.1851,10.4209,43.4578,55.6149,0.0980382,0.253724,0.945544,5.97668e-08
3327,-45.2417,1,10.1743,10.582,43.4578,54.757,0.0972441,0.256136,0.946407,5.80302e-08
3328,-38.0251,1,10.1999,10.69,43.4578,54.2598,0.0978617,0.259729,0.938096,6.11687e-08
3329,-42.2444,1,10.2323,10.8036,43.4578,54.2787,0.0980652,0.256154,0.916491,6.20534e-08
3330,-44.598,1,10.2262,10.6424,43.4578,54.8776,0.0972812,0.256372,0.92197,6.18003e-08
3331,-41.7353,1,10.2172,10.4568,43.4578,54.6292,0.0967809,0.256187,0.928857,6.4327e-08
3332,-41.2242,1,10.1934,9.86941,43.4578,53.2417,0.0975237,0.254994,0.936624,6.14537e-08
3333,-43.1543,1,10.2149,9.83004,43.4578,53.5914,0.0980551,0.255375,0.899144,6.11194e-08
3334,-35.9465,1,10.2362,10.1656,43.4578,55.733,0.0984375,0.260746,0.924267,6.36302e-08
3335,-37.3219,1,10.2401,9.79085,43.4578,56.3478,0.0987413,0.265026,0.978633,6.15023e-08
3336,-39.3745,1,10.2155,9.65305,43.4578,56.2891,0.0985467,0.25847,0.986048,6.11887e-08
3337,-37.5365,1,10.2215,9.66958,43.4578,56.2109,0.0987087,0.252311,0.974412,6.3779e-08
3338,-44.4844,1,10.1871,9.55985,43.4578,56.4638,0.0970552,0.255296,0.990297,6.20592e-08
3339,-47.5708,1,10.1901,9.75077,43.4578,56.5226,0.0955158,0.255136,0.975654,6.31334e-08
3340,-45.0632,1,10.1622,9.76402,43.4578,59.1159,0.0956986,0.255522,0.95333,6.17387e-08
3341,-50.943,1,10.1386,9.75023,43.4578,58.9515,0.0959838,0.256222,0.905156,5.66506e-08
3342,-49.5494,1,10.1135,9.55718,43.4578,58.5199,0.0964304,0.255736,0.88114,5.35043e-08
3343,-47.4222,1,10.1175,9.46576,43.4578,57.0969,0.0961389,0.257918,0.920363,5.32483e-08
3344,-51.3351,1,10.1433,9.72492,43.4578,55.9328,0.0955058,0.260505,0.985351,4.99488e-08
3345,-42.1231,1,10.1452,9.97175,43.4578,55.5821,0.0954122,0.267103,1.01404,5.37849e-08
3346,-49.5115,1,10.1542,9.61521,43.4578,56.0998,0.0946069,0.265875,1.04948,5.28368e-08
3347,-49.2483,1,10.1542,9.68516,43.4578,57.158,0.0947287,0.266402,1.01665,5.25168e-08
3348,-48.8795,1,10.1539,9.48527,43.4578,55.4193,0.0952488,0.264589,1.02383,5.00534e-08
3349,-53.6959,1,10.1702,9.29565,43.4578,55.4962,0.0952697,0.259954,0.983822,4.93339e-08
3350,-55.598,1,10.1824,9.4805,43.4578,56.411,0.0947775,0.261055,0.973785,4.79094e-08
3351,-48.0395,1,10.1966,9.93667,43.4578,57.3025,0.0953527,0.261734,0.973033,4.94241e-08
3352,-47.9103,1,10.2075,9.93608,43.4578,56.1549,0.0959281,0.259305,0.986443,4.99817e-08
3353,-45.8548,1,10.1984,9.90537,43.4578,57.0805,0.0966567,0.255414,0.974181,5.12677e-08
3354,-46.483,1,10.1978,9.98928,43.4578,56.5226,0.0964842,0.259981,0.949634,5.34482e-08
3355,-50.4118,1,10.1836,10.1044,43.4578,55.8509,0.0954328,0.261516,0.930654,5.47272e-08
3356,-53.0759,1,10.1783,9.97885,43.4578,56.3519,0.0960147,0.263001,0.932777,4.89044e-08
3357,-52.8279,1,10.173,9.90646,43.4578,56.8959,0.0959137,0.26651,0.915742,4.7718e-08
3358,-52.41,1,10.1963,9.95332,43.4578,55.0013,0.0963651,0.262585,0.921865,4.64007e-08
3359,-56.0785,1,10.2311,10.081,43.4578,54.2508,0.0957422,0.263127,0.959822,4.45149e-08
3360,-49.3002,1,10.2762,10.5376,43.4578,55.4205,0.0966423,0.261063,0.972874,4.5568e-08
3361,-50.0831,1,10.2503,10.58,43.4578,55.6123,0.0961845,0.261022,0.979109,4.70876e-08
3362,-56.3308,1,10.2351,10.8837,43.4578,54.7947,0.0950998,0.260897,0.952196,4.72422e-08
3363,-50.5274,1,10.2402,10.934,43.4578,54.7376,0.0953491,0.262981,0.937508,4.884e-08
3364,-48.0597,1,10.2391,10.6401,43.4578,54.4519,0.0948519,0.264954,1.01104,5.03399e-08
3365,-42.0961,1,10.2252,10.4747,43.4578,55.1823,0.0970817,0.260874,0.994983,5.01691e-08
3366,-38.7585,1,10.1783,10.2575,43.4578,56.3905,0.0976879,0.258757,1.00461,5.31297e-08
3367,-46.8065,1,10.1648,9.99082,43.4578,57.2045,0.0972474,0.259259,0.991897,5.22668e-08
3368,-46.043,1,10.161,10.1945,43.4578,56.9459,0.0970493,0.259881,0.981183,5.15754e-08
3369,-51.7823,1,10.2122,10.4342,43.4578,56.1289,0.096523,0.259164,0.967721,5.05342e-08
3370,-44.2803,1,10.1959,10.6841,43.4578,55.284,0.0967311,0.257265,0.954997,5.3292e-08
3371,-47.1936,1,10.1924,10.926,43.4578,55.284,0.0967279,0.260675,0.932682,5.28253e-08
3372,-38.8966,1,10.2015,10.9786,43.4578,55.1688,0.0973729,0.261716,0.927238,5.75188e-08
3373,-41.1892,1,10.2225,10.8653,43.4578,53.8877,0.0983558,0.259794,0.943979,5.55772e-08
3374,-42.4824,1,10.2243,10.4451,43.4578,53.5877,0.0983784,0.267051,0.985786,5.21586e-08
3375,-37.0574,1,10.2149,10.607,43.4578,52.6484,0.0981642,0.270563,1.03307,5.35269e-08
3376,-38.5697,1,10.2005,10.3725,43.4578,53.8718,0.0987353,0.269926,1.00006,5.44409e-08
3377,-42.4481,1,10.2022,10.1351,43.4578,54.3177,0.0977135,0.27002,0.978205,5.76871e-08
3378,-43.0654,1,10.1855,9.56695,43.4578,55.0275,0.0974101,0.268328,0.95148,5.871e-08
3379,-54.2747,1,10.1725,9.40534,43.4578,55.0275,0.0958159,0.265612,0.935503,5.51738e-08
3380,-46.8637,1,10.2029,9.67636,43.4578,55.3885,0.0959367,0.273769,0.94633,5.39725e-08
3381,-51.3606,1,10.2177,10.0678,43.4578,54.5354,0.09466,0.270075,0.971898,5.44368e-08
3382,-49.489,1,10.2086,10.065,43.4578,54.1175,0.0944563,0.267139,0.990739,5.41785e-08
3383,-53.5585,1,10.1923,10.0803,43.4578,54.8615,0.0937421,0.265691,0.986634,5.34055e-08
3384,-47.6078,1,10.1986,9.90476,43.4578,55.2778,0.0943785,0.263675,0.974933,5.54826e-08
3385,-45.2315,1,10.1863,10.001,43.4578,55.8867,0.0949693,0.261964,0.929927,5.92509e-08
3386,-35.9777,1,10.1727,9.85876,43.4578,56.9586,0.0970775,0.261638,0.947019,6.02595e-08
3387,-42.8168,1,10.1645,9.56238,43.4578,56.1016,0.0975759,0.260497,0.956348,5.7517e-08
3388,-46.519,1,10.1201,9.29062,43.4578,54.6791,0.0964705,0.25934,0.953801,5.74599e-08
3389,-49.6125,1,10.1078,9.40532,43.4578,54.4701,0.0957322,0.260165,0.94887,5.5197e-08
3390,-46.8832,1,10.1082,9.34229,43.4578,53.8618,0.0955798,0.258782,0.96786,5.47256e-08
3391,-48.3202,1,10.1198,9.49331,43.4578,54.1594,0.0962859,0.25873,0.950252,5.17973e-08
3392,-43.8566,1,10.1803,9.67964,43.4578,54.5704,0.0973715,0.256762,0.941886,5.35615e-08
3393,-45.74,1,10.1772,9.47784,43.4578,55.9112,0.0978151,0.257331,0.93571,5.20278e-08
3394,-48.9705,1,10.1932,10.0365,43.4578,56.1046,0.0969875,0.261653,0.957529,5.03888e-08
3395,-49.1594,1,10.1569,9.64157,43.4578,55.8706,0.0966055,0.260883,0.950268,4.98215e-08
3396,-49.7979,1,10.1333,9.64041,43.4578,54.8523,0.0965484,0.264897,0.952058,4.71148e-08
3397,-47.2878,1,10.1251,9.42688,43.4578,55.1554,0.0959253,0.267509,0.965811,4.96489e-08
3398,-41.5486,1,10.1725,10.0189,43.4578,54.9639,0.096323,0.26472,1.00797,5.30089e-08
3399,-46.7401,1,10.1851,10.0425,43.4578,54.4274,0.096499,0.265281,1.03445,4.99724e-08
3400,-42.2303,1,10.1528,9.931,43.4578,52.5581,0.0971682,0.260083,1.00159,5.13847e-08
3401,-45.6426,1,10.1677,9.9164,43.4578,51.3573,0.0973663,0.2589,1.00701,5.0101e-08
3402,-45.2893,1,10.1558,9.50613,43.4578,52.0629,0.0974885,0.259105,0.9674,5.14825e-08
3403,-42.0941,1,10.1504,9.41422,43.4578,51.188,0.0977249,0.262159,0.98289,5.14809e-08
3404,-35.3549,1,10.1531,9.41837,43.4578,52.0998,0.0982234,0.261814,1.02668,5.47259e-08
3405,-41.9439,1,10.1521,9.46217,43.4578,51.445,0.0971726,0.26391,1.0527,5.54009e-08
3406,-48.5789,1,10.1614,9.61034,43.4578,53.6994,0.0964013,0.260328,1.04232,5.31459e-08
3407,-54.7521,1,10.1952,9.64067,43.4578,54.2355,0.0953544,0.256072,1.01716,5.17539e-08
3408,-53.0351,1,10.209,9.79485,43.4578,55.2933,0.0943044,0.261918,1.01111,5.20618e-08
3409,-48.1503,1,10.1818,9.89969,43.4578,55.3124,0.094528,0.264385,0.995563,5.24508e-08
3410,-49.4562,1,10.2161,10.1435,43.4578,54.5978,0.0949892,0.26384,1.02354,5.08559e-08
3411,-44.5931,1,10.1895,10.1607,43.4578,54.0842,0.0957936,0.264528,1.03054,5.03903e-08
3412,-58.1223,1,10.186,9.98882,43.4578,53.4426,0.0951628,0.264058,1.00419,4.61718e-08
3413,-59.6014,1,10.1741,10.1809,43.4578,54.5028,0.0935504,0.263066,1.00173,4.53263e-08
3414,-44.3013,1,10.1759,10.0736,43.4578,53.9328,0.0943488,0.259715,1.04239,4.97707e-08
3415,-52.1201,1,10.1824,10.1128,43.4578,54.0261,0.0943399,0.256634,1.0438,4.91951e-08
3416,-50.954,1,10.2303,10.4456,43.4578,53.7257,0.0944503,0.258611,1.05206,4.94254e-08
3417,-52.1867,1,10.2586,10.8868,43.4578,53.5393,0.0947817,0.259109,1.04063,4.80746e-08
3418,-60.6474,1,10.2634,10.9197,43.4578,54.0553,0.0936306,0.261906,1.05833,4.455e-08
3419,-51.143,1,10.2736,11.1834,43.4578,54.2234,0.0939793,0.26506,1.04755,4.6828e-08
3420,-50.1434,1,10.2645,11.1796,43.4578,53.5421,0.0944288,0.263839,0.996544,5.00885e-08
3421,-52.0444,1,10.2708,11.0112,43.4578,54.0947,0.0953136,0.263495,0.972062,4.87226e-08
3422,-48.7994,1,10.2464,10.9941,43.4578,53.5481,0.096075,0.261619,0.923144,5.03387e-08
3423,-56.5279,1,10.2416,10.9737,43.4578,53.8621,0.095443,0.257971,0.921877,4.82592e-08
3424,-57.4483,1,10.2177,10.8364,43.4578,54.1594,0.0950126,0.256299,0.897419,4.73521e-08
3425,-59.92,1,10.2122,10.6463,43.4578,53.8206,0.0951285,0.25694,0.870556,4.47872e-08
3426,-52.9129,1,10.223,10.4447,43.4578,53.6526,0.0963876,0.261128,0.832075,4.58609e-08
3427,-60.7751,1,10.2303,10.2496,43.4578,52.0628,0.0964009,0.259824,0.836431,4.25021e-08
3428,-57.1823,1,10.2843,10.2791,43.4578,52.6178,0.0973302,0.259168,0.874126,3.9817e-08
3429,-50.0365,1,10.2687,10.3274,43.4578,53.2146,0.0978003,0.261113,0.887904,4.21373e-08
3430,-52.2319,1,10.2607,10.2177,43.4578,54.4671,0.0976572,0.255855,0.91341,4.33516e-08
3431,-58.2907,1,10.2468,10.2347,43.4578,55.4551,0.0962489,0.256201,0.941837,4.22586e-08
3432,-54.0437,1,10.2243,10.2099,43.4578,56.1785,0.0957104,0.260204,0.942406,4.36133e-08
3433,-50.5915,1,10.2177,10.4577,43.4578,55.1358,0.0960673,0.259482,0.958631,4.42754e-08
3434,-60.637,1,10.2294,10.2894,43.4578,56.0798,0.0949719,0.260559,0.950346,4.33632e-08
3435,-63.3316,1,10.1965,10.1947,43.4578,55.5133,0.0937076,0.263619,0.938806,4.15625e-08
3436,-56.8559,1,10.1983,10.2629,43.4578,55.6668,0.0942208,0.265888,0.91445,4.27787e-08
3437,-53.7399,1,10.1968,10.2852,43.4578,55.3574,0.0948919,0.26761,0.911478,4.35671e-08
3438,-51.6946,1,10.1873,9.97885,43.4578,56.3051,0.096279,0.272434,0.919113,4.18087e-08
3439,-48.9777,1,10.2182,9.95287,43.4578,55.3997,0.0968208,0.265186,0.956406,4.39002e-08
3440,-51.9341,1,10.1809,10.2525,43.4578,54.9758,0.0968295,0.26433,0.937629,4.30907e-08
3441,-57.6751,1,10.2169,10.3634,43.4578,54.6129,0.0957146,0.260941,0.941734,4.39336e-08
3442,-55.7928,1,10.2163,10.5029,43.4578,54.0805,0.0961574,0.263026,0.901033,4.29705e-08
3443,-63.5728,1,10.2421,10.8338,43.4578,53.3634,0.0946581,0.261816,0.889726,4.27077e-08
3444,-55.8756,1,10.254,10.7101,43.4578,53.1598,0.0961762,0.263656,0.864204,4.15262e-08
3445,-59.8757,1,10.2612,10.7655,43.4578,52.6416,0.0959888,0.263441,0.850422,4.13247e-08
3446,-58.6379,1,10.2353,11.0104,43.4578,53.1845,0.0957496,0.263852,0.882869,3.94408e-08
3447,-61.8417,1,10.2553,11.0228,43.4578,53.5692,0.095791,0.265157,0.897489,3.71259e-08
3448,-61.2536,1,10.2343,10.7961,43.4578,52.4613,0.0946731,0.265706,0.9407,3.75133e-08
3449,-61.3384,1,10.2395,10.691,43.4578,51.9316,0.0942368,0.264954,0.954805,3.77748e-08
3450,-62.9619,1,10.2065,10.5196,43.4578,53.5525,0.0943378,0.264399,0.945634,3.63459e-08
3451,-60.1113,1,10.1879,10.2674,43.4578,53.8847,0.0950672,0.262463,0.982311,3.41263e-08
3452,-60.0717,1,10.1871,10.3311,43.4578,52.5979,0.0944814,0.262063,0.969532,3.65105e-08
3453,-54.8202,1,10.2256,10.3106,43.4578,52.8518,0.0960558,0.259066,0.987656,3.63767e-08
3454,-60.9505,1,10.1967,10.3442,43.4578,52.3738,0.095443,0.261776,0.982474,3.53317e-08
3455,-64.1713,1,10.183,9.9596,43.4578,53.0922,0.09459,0.263699,0.963403,3.50684e-08
3456,-59.8067,1,10.2139,9.76817,43.4578,51.4631,0.094888,0.26217,0.987417,3.57017e-08
3457,-63.9887,1,10.2148,9.55485,43.4578,51.747,0.0942598,0.257903,0.997543,3.58388e-08
3458,-51.3562,1,10.2192,9.81009,43.4578,51.6215,0.095867,0.257859,1.00183,3.755e-08
3459,-50.793,1,10.2253,10.182,43.4578,52.136,0.0958892,0.260876,1.00248,4.11903e-08
3460,-55.4484,1,10.2176,10.1187,43.4578,53.3094,0.0953131,0.264933,1.0289,4.02735e-08
3461,-57.1,1,10.2293,10.2286,43.4578,54.0406,0.0949049,0.265687,1.04526,3.93881e-08
3462,-56.7342,1,10.193,9.9348,43.4578,53.2103,0.0946963,0.262581,1.08069,3.80342e-08
3463,-51.4635,1,10.1788,9.74062,43.4578,54.6041,0.0954649,0.260909,1.0734,3.9147e-08
3464,-53.4423,1,10.1555,9.80989,43.4578,54.1485,0.095544,0.266923,1.09065,3.73067e-08
3465,-58.8587,1,10.1445,9.64108,43.4578,53.01,0.0949168,0.26741,1.10143,3.5506e-08
3466,-57.514,1,10.1557,9.70033,43.4578,53.3387,0.0959525,0.261532,1.04172,3.50183e-08
3467,-65.713,1,10.1593,9.8249,43.4578,53.1168,0.0948324,0.261989,1.03042,3.32668e-08
3468,-66.4815,1,10.1869,9.97276,43.4578,53.8451,0.0940243,0.259483,1.03351,3.2968e-08
3469,-62.6191,1,10.1762,9.70108,43.4578,53.9938,0.0934155,0.257845,1.04288,3.47229e-08
3470,-59.7362,1,10.1377,9.64319,43.4578,54.0498,0.0943208,0.254979,1.0488,3.35667e-08
3471,-58.4568,1,10.0865,9.6385,43.4578,54.6805,0.0957143,0.257671,1.02094,3.13757e-08
3472,-52.5141,1,10.0767,9.69649,43.4578,55.5787,0.0975866,0.254168,0.989839,3.18444e-08
3473,-59.7131,1,10.0798,9.61923,43.4578,54.8814,0.097642,0.255026,0.98726,3.04316e-08
3474,-63.8518,1,10.1461,9.87445,43.4578,55.0329,0.0977812,0.25475,1.00366,2.82859e-08
3475,-63.879,1,10.1671,9.69117,43.4578,54.0127,0.0980044,0.258067,1.00323,2.67565e-08
3476,-68.7119,1,10.1768,9.77879,43.4578,54.5139,0.0972144,0.257506,0.962056,2.66603e-08
3477,-69.5691,1,10.1731,9.84527,43.4578,54.5139,0.0960929,0.257719,0.941686,2.73457e-08
3478,-68.6676,1,10.189,9.92306,43.4578,54.0402,0.0963223,0.258384,0.89477,2.75546e-08
3479,-66.4649,1,10.1666,9.91821,43.4578,53.3624,0.097236,0.255382,0.870447,2.68253e-08
3480,-61.6822,1,10.162,10.1598,43.4578,53.5464,0.0977063,0.256275,0.87036,2.80985e-08
3481,-70.4974,1,10.1862,10.4696,43.4578,53.6573,0.0971192,0.256574,0.873664,2.68017e-08
3482,-63.0015,1,10.1753,10.5278,43.4578,53.6759,0.0970362,0.258552,0.89787,2.76052e-08
3483,-65.82,1,10.1841,10.4298,43.4578,52.3186,0.0969109,0.260972,0.926284,2.69402e-08
3484,-68.6689,1,10.2165,10.2876,43.4578,52.6966,0.0970043,0.257937,0.906876,2.67521e-08
3485,-71.0236,1,10.239,10.4369,43.4578,51.7758,0.0963477,0.256951,0.928752,2.61242e-08
3486,-68.5194,1,10.2808,10.9046,43.4578,51.8831,0.0951066,0.257856,0.966943,2.80488e-08
3487,-74.1373,1,10.2731,10.8171,43.4578,51.5952,0.0945914,0.260352,0.964548,2.6406e-08
3488,-68.6592,1,10.2356,10.4447,43.4578,51.5952,0.0946164,0.261095,0.963943,2.68072e-08
3489,-72.7907,1,10.2217,10.1952,43.4578,51.6842,0.0941345,0.26333,0.970847,2.60615e-08
3490,-77.3654,1,10.2054,10.0519,43.4578,51.9513,0.0934477,0.262636,0.963344,2.49082e-08
3491,-73.2218,1,10.2152,9.98344,43.4578,52.1304,0.0944068,0.261037,0.929796,2.47498e-08
3492,-69.9984,1,10.219,9.79937,43.4578,52.2742,0.094893,0.261092,0.922033,2.56056e-08
3493,-66.8432,1,10.1886,9.45266,43.4578,52.22,0.0951171,0.261681,0.935899,2.65859e-08
3494,-73.538,1,10.1866,9.79594,43.4578,53.4993,0.0943342,0.262185,0.938705,2.59732e-08
3495,-72.4285,1,10.1566,9.88462,43.4578,53.4438,0.0939386,0.264201,0.94469,2.54582e-08
