iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,769.585,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,754.541,1,5.66777,0.451122,22.6705,6.02949,29.1638,1.46202,1.46202,0.974679,0.62,0.285
3,751.005,1,5.91256,0.605777,24.3328,8.12003,33.1738,1.425,1.425,0.997801,0.62,0.27075
4,740.627,1,5.63436,0.941143,22.5332,7.1927,45.6139,1.38892,1.38892,0.972536,0.62,0.257212
5,727.209,1,5.32104,1.31833,20.6942,7.03379,38.7718,1.35375,1.35375,0.978658,0.62,0.244352
6,723.548,1,5.7385,1.04582,22.7439,8.68722,35.2581,1.31947,1.31947,1.06547,0.62,0.232134
7,713.428,1,5.37301,1.49371,17.3591,11.5536,34.7072,1.28606,1.28606,1.03849,0.62,0.220528
8,696.544,1,5.53231,1.6436,14.8071,12.7859,36.3341,1.2535,1.2535,1.01219,0.62,0.209501
9,683.827,1,5.89679,0.856594,14.7177,15.2338,35.3122,1.22176,1.22176,0.986564,0.62,0.199026
10,676.674,1,5.79708,0.762858,14.7254,18.6298,32.0569,1.19082,1.19082,0.961583,0.62,0.189075
11,661.909,1,5.61833,0.888037,11.8515,19.976,32.8082,1.16067,1.16067,0.937236,0.62,0.179621
12,644.39,1,5.68787,0.981731,13.1677,19.1382,33.0645,1.13128,1.13128,0.913504,0.62,0.17064
13,640.458,1,5.6777,0.757441,10.7904,20.0266,33.1162,1.10264,1.10264,0.890374,0.62,0.162108
14,627.669,1,5.60858,0.605491,10.4131,19.2272,32.1589,1.07472,1.07472,0.867829,0.62,0.154003
15,616.034,1,5.52501,0.961746,9.13078,21.2384,29.546,1.04751,1.04751,0.845855,0.62,0.146302
16,612.493,1,5.48554,0.89218,9.19175,27.4017,27.7917,1.02098,1.02098,0.846662,0.62,0.138987
17,590.734,1,5.40208,0.823317,7.83464,24.6326,28.8991,0.995131,0.995131,0.825224,0.62,0.132038
18,586.759,1,5.45503,0.930721,7.25747,23.8883,31.0665,0.969933,0.969933,0.804329,0.62,0.125436
19,578.121,1,5.63106,0.939293,7.60456,22.7855,31.6247,0.945374,0.945374,0.783963,0.62,0.119164
20,560.013,1,5.56021,1.05058,8.11431,21.876,31.6494,0.921437,0.921437,0.764113,0.62,0.113206
21,559.443,1,5.578,0.894818,8.56067,21.7135,30.1658,0.898105,0.898105,0.747322,0.62,0.107546
22,547.906,1,5.49124,1.15246,8.75328,24.1419,29.6002,0.875365,0.875365,0.74903,0.62,0.102168
23,535.237,1,5.48787,1.08215,9.57085,22.4533,28.1896,0.8532,0.8532,0.731206,0.62,0.0970601
24,521.719,1,5.50725,1.0863,9.99849,20.73,28.2447,0.831597,0.831597,0.712691,0.62,0.0922071
25,520.621,1,5.49403,0.990081,8.82714,20.9088,29.4142,0.81054,0.81054,0.694645,0.62,0.0875967
26,511.632,1,5.52827,0.966914,9.52643,20.5112,29.0465,0.790017,0.790017,0.677057,0.62,0.0832169
27,504.332,1,5.47615,1.10022,9.3697,21.4278,29.6819,0.770013,0.770013,0.688902,0.62,0.079056
28,492.19,1,5.47794,1.02119,9.6487,21.4722,29.3109,0.750516,0.750516,0.671459,0.62,0.0751032
29,482.877,1,5.50219,0.877968,10.6175,19.3929,28.1888,0.731512,0.731512,0.654457,0.62,0.0713481
30,478.16,1,5.51355,1.00564,10.7485,20.9487,28.1888,0.71299,0.71299,0.637886,0.62,0.0677807
31,454.345,1,5.52811,0.822016,9.93246,19.0281,27.7704,0.694937,0.694937,0.621734,0.62,0.0643916
32,450.989,1,5.53093,0.857062,11.2582,17.9469,26.588,0.677341,0.677341,0.605992,0.62,0.061172
33,447.172,1,5.55853,0.799691,10.9863,18.7454,27.315,0.66019,0.66019,0.590648,0.62,0.0581134
34,439.959,1,5.55114,1.03735,11.6557,17.874,27.4644,0.643474,0.643474,0.575692,0.62,0.0552078
35,436.941,1,5.53906,1.02521,11.3915,18.1309,27.6038,0.627181,0.627181,0.563318,0.62,0.0524474
36,430.471,1,5.51784,1.0715,11.6705,18.7704,27.5715,0.6113,0.6113,0.549055,0.62,0.049825
37,428.735,1,5.50483,0.948973,12.0325,17.5597,27.4207,0.595821,0.595821,0.535152,0.62,0.0473338
38,421.197,1,5.61395,0.73498,12.2561,18.2902,27.5064,0.580735,0.580735,0.521602,0.62,0.0469817
39,420.324,1,5.6292,0.893297,12.3974,19.1087,27.6031,0.56603,0.56603,0.508395,0.62,0.0460882
40,415.335,1,5.60559,0.851811,12.1174,18.7878,27.2419,0.551698,0.555668,0.521387,0.62,0.0442153
