iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1510.78,1,5.25947,3.05437,10.2532,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1499.42,1,5.01885,5.46291,27.5777,47.673,0.974679,0.974679,0.604478,0.998761,1.46202,1.57022,1.46202,1.16962
3,1491,1,5.01466,5.52179,26.3128,46.5376,0.95,0.95,0.860361,0.998761,1.425,1.53046,1.425,1.14
4,1467.38,1,4.58103,7.14719,23.8951,43.2637,0.925945,0.925945,0.708305,0.998761,1.38892,1.49171,1.38892,1.11113
5,1459.31,1,4.35709,6.16595,28.19,49.4469,0.9025,0.9025,0.870148,0.998761,1.35375,1.55916,1.35375,1.083
6,1448.27,1,4.30023,7.18338,33.9292,57.2087,0.879648,0.879648,1.09595,0.998761,1.31947,1.57732,1.31947,1.05558
7,1437.32,1,4.42964,7.67217,34.0843,56.746,0.857375,0.857375,1.21001,0.998761,1.28606,1.53738,1.28606,1.02885
8,1415.18,1,4.891,8.21308,28.6684,48.9158,0.835666,0.835666,0.822768,0.998761,1.2535,1.49846,1.2535,1.0028
9,1410.35,1,5.03792,7.13428,32.6991,54.4336,0.814506,0.814506,0.819657,0.998761,1.22176,1.46052,1.22176,0.977407
10,1393.17,1,5.54829,7.56518,28.8125,49.0992,0.793882,0.793882,0.395324,0.998761,1.19082,1.42353,1.19082,0.952659
11,1396.56,1,5.09488,6.65788,33.5597,55.0375,0.773781,0.773781,0.474286,0.998761,1.16067,1.39427,1.16067,0.928537
12,1378.06,1,5.09018,6.43582,29.3905,49.7453,0.754188,0.754188,0.335061,0.998761,1.13128,1.35896,1.13128,0.905026
13,1367.39,1,5.11749,9.45035,25.4918,44.1576,0.735092,0.735092,0.593918,0.998761,1.10264,1.32455,1.10264,0.88211
14,1354.65,1,4.97979,7.59973,24.8296,43.0413,0.716479,0.716479,0.589502,0.998761,1.07472,1.29102,1.07472,0.859775
15,1345.42,1,4.91803,8.5394,25.784,44.5982,0.698337,0.698337,1.01704,0.998761,1.04751,1.35457,1.04751,0.838005
16,1341.72,1,4.93756,9.29583,25.5808,44.2541,0.680655,0.680655,0.903055,0.998761,1.02098,1.42516,1.02098,0.816786
17,1323.73,1,5.06795,9.8344,25.7739,44.7974,0.66342,0.66342,0.615232,0.998761,0.995131,1.38907,0.995131,0.796105
18,1314.22,1,5.10383,11.804,27.6832,47.2513,0.646622,0.646622,0.600857,0.998761,0.969933,1.3539,0.969933,0.775947
