time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,6.15555,3.29568,4.37198,4.97913,5.45504,5.91429,6.38183,6.88608,7.55098,8.34949,9.86009,All
-59.4257,11.4239,6.18705,8.22562,9.30625,10.177,11.0271,11.834,12.7399,13.8887,15.3084,17.8936,All
-59.1386,15.9891,8.7483,11.6183,13.1191,14.3228,15.495,16.5433,17.7944,19.3225,21.1974,24.5842,All
-58.8514,20.0167,10.9386,14.6179,16.4563,17.9914,19.3457,20.6761,22.1539,24.0248,26.2074,30.3143,All
-58.5643,23.5791,12.9361,17.3017,19.4096,21.2178,22.793,24.3406,26.0373,28.1209,30.6547,35.4962,All
-58.2771,26.703,14.7706,19.7158,22.066,24.038,25.8756,27.5768,29.4476,31.8291,34.6275,39.9308,All
-57.99,29.3282,16.3255,21.7595,24.2808,26.4247,28.4077,30.2635,32.2894,34.8099,37.8777,43.685,All
-57.7028,25.7841,16.0424,19.4916,21.512,23.3278,25.041,26.5485,28.2841,30.3242,32.893,37.9746,All
-57.4157,22.965,15.162,17.6434,19.336,20.869,22.2564,23.5987,25.1198,26.8081,29.2041,33.6804,All
-57.1285,20.6822,13.901,16.061,17.538,18.8795,20.0702,21.2727,22.575,24.0689,26.2071,30.2208,All
-56.8414,18.8214,12.6357,14.6274,15.9939,17.1963,18.2668,19.3472,20.5177,21.9258,23.9171,27.5982,All
-56.5542,17.2325,11.3886,13.2704,14.5921,15.7212,16.7189,17.7044,18.8129,20.2275,22.0849,25.7356,All
-56.2671,15.8053,10.335,12.0836,13.3497,14.3824,15.3164,16.2971,17.4276,18.7416,20.6073,24.3349,All
-55.9799,14.5404,9.40374,11.0639,12.2379,13.1646,14.0877,15.0182,16.1209,17.4569,19.3643,23.3098,All
-55.6928,13.4099,8.61395,10.1534,11.2342,12.1276,13.0128,13.8728,14.8999,16.1585,17.8998,21.4459,All
-55.4056,12.4501,7.93673,9.36409,10.3698,11.2299,12.0558,12.8654,13.8632,15.0158,16.6775,19.9067,All
-55.1185,11.6046,7.31632,8.66968,9.60542,10.4465,11.2018,12.011,12.9084,14.0333,15.5655,18.5083,All
-54.8313,10.844,6.76359,8.06714,8.93713,9.73026,10.4818,11.2362,12.0862,13.1875,14.6438,17.4412,All
-54.5442,10.1783,6.24923,7.51318,8.36442,9.11543,9.84998,10.5463,11.3548,12.4345,13.7943,16.4448,All
-54.257,9.60077,5.81048,7.02577,7.8368,8.56707,9.25952,9.92598,10.7356,11.7287,13.008,15.6533,All
-53.9699,9.06462,5.43166,6.59652,7.36742,8.06877,8.74177,9.38193,10.1509,11.1465,12.3554,14.8811,All
-53.6827,8.57641,5.07695,6.19676,6.95325,7.62875,8.27879,8.89628,9.6477,10.5887,11.8119,14.2075,All
-53.3956,8.1393,4.75683,5.84185,6.57672,7.24009,7.8481,8.45846,9.21823,10.0994,11.2845,13.6073,All
-53.1084,7.75029,4.48812,5.51644,6.24237,6.87319,7.47099,8.05521,8.80202,9.62475,10.8264,13.0318,All
-52.8213,7.39147,4.2356,5.22896,5.92401,6.54874,7.11894,7.70044,8.42678,9.21329,10.3774,12.4935,All
-52.5341,7.07431,3.99146,4.9749,5.64595,6.24433,6.80397,7.39106,8.08396,8.84163,9.97023,12.0526,All
