iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1570.97,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1545.84,1,4.85737,29.1933,14.16,59.3248,0.974679,0.974679,0.974679,1.08309,0.974679,0.974679
3,1521.49,1,4.75004,30.0378,15.0643,84.4715,0.95,0.95,0.95,1.05566,0.95,0.95
4,1517.21,1,4.39436,26.2645,16.0021,92.8314,0.925945,0.925945,0.925945,1.02893,0.925945,0.925945
5,1499.56,1,4.60699,28.8775,14.4321,105.233,0.9025,0.9025,0.9025,1.00288,0.9025,0.9025
6,1493.89,1,4.54078,26.7394,12.4398,96.7652,0.879648,0.879648,0.880763,0.977485,0.879648,0.879648
7,1483.99,1,4.26527,29.3262,11.6186,103.09,0.857375,0.857375,0.934499,0.952734,0.857375,0.857375
8,1464.05,1,4.35185,28.8059,12.7167,97.8461,0.835666,0.835666,0.910837,0.928611,0.835666,0.835666
9,1469.63,1,4.46497,28.8769,12.0606,96.7994,0.814506,0.814506,0.982148,0.905098,0.814506,0.814506
10,1458.23,1,4.04062,26.6925,10.7483,112.443,0.793882,0.793882,1.03692,0.88218,0.793882,0.793882
11,1446.75,1,4.36019,27.2915,7.957,100.582,0.773781,0.773781,1.01067,0.859843,0.773781,0.773781
12,1431.55,1,4.62759,25.8411,8.67578,88.4162,0.754188,0.754188,0.985079,0.838071,0.754188,0.754188
13,1428.84,1,3.95533,25.3454,9.99991,112.674,0.735092,0.735092,0.977821,0.816851,0.735092,0.735092
14,1409.75,1,4.01752,28.1371,8.82472,103.977,0.716479,0.716479,0.953062,0.852999,0.716479,0.716479
15,1389.56,1,4.13665,25.785,9.10506,109.977,0.698337,0.698337,0.961969,0.831401,0.698337,0.698337
16,1381.36,1,4.40495,28.2608,9.22581,94.896,0.680655,0.680655,0.937612,0.877841,0.680655,0.680655
17,1375.75,1,4.3784,24.8234,8.31946,101.602,0.66342,0.66342,0.913871,0.855613,0.66342,0.66342
18,1368.32,1,4.45548,24.6332,7.87844,88.9628,0.646622,0.646622,0.890731,0.833949,0.646622,0.646622
19,1346.01,1,4.37602,24.3136,8.5,93.7547,0.630249,0.630249,0.868177,0.812833,0.630249,0.630249
20,1322.08,1,4.72149,26.9644,7.81104,84.3167,0.614291,0.614291,0.846195,0.792251,0.614291,0.614291
21,1312.52,1,4.81538,24.9753,7.95772,71.8196,0.598737,0.598737,0.824768,0.772191,0.598737,0.598737
22,1301.56,1,4.77209,23.8984,7.78707,76.8029,0.583577,0.583577,0.803885,0.752639,0.583577,0.583577
23,1299.86,1,4.92335,25.0388,6.08343,71.2621,0.5688,0.5688,0.78353,0.733582,0.5688,0.5688
24,1293.43,1,4.70693,25.2542,5.94982,87.0462,0.554398,0.554398,0.85725,0.740125,0.554398,0.554398
25,1276.49,1,4.58253,25.9923,5.58987,85.9987,0.54036,0.54036,0.835544,0.736004,0.54036,0.54036
26,1268.1,1,4.43731,26.0734,5.66348,99.9701,0.526678,0.526678,0.814388,0.740374,0.526678,0.526678
27,1258.95,1,4.58086,25.7556,5.86681,93.3615,0.513342,0.513342,0.793767,0.735243,0.513342,0.513342
28,1251.04,1,4.75228,26.6116,6.13891,86.2826,0.500344,0.500344,0.773668,0.761664,0.500344,0.500344
29,1239.22,1,4.7352,24.785,6.08751,82.5716,0.487675,0.487675,0.775822,0.742379,0.487675,0.487675
30,1219.2,1,5.01889,25.8686,5.70916,74.035,0.475327,0.475327,0.756177,0.723581,0.475327,0.475327
31,1207.8,1,4.86262,26.077,5.41319,69.3343,0.463291,0.463291,0.737031,0.70526,0.463291,0.463291
32,1197.9,1,4.81309,25.2859,5.68166,68.8029,0.45156,0.45156,0.732209,0.687402,0.45156,0.45156
33,1184.13,1,4.97885,26.954,5.06345,63.6553,0.440127,0.440127,0.713669,0.669997,0.440127,0.440127
34,1182.72,1,5.03948,28.5144,4.65731,61.2526,0.428982,0.428982,0.701234,0.661703,0.428982,0.428982
35,1168.02,1,4.87253,26.6013,4.26882,62.2418,0.41812,0.41812,0.683479,0.644949,0.41812,0.41812
36,1158,1,4.91731,26.6836,5.19668,64.5806,0.407533,0.407533,0.666172,0.628618,0.407533,0.407533
37,1159.03,1,4.97052,25.8459,5.28218,61.1528,0.397214,0.397214,0.683368,0.612701,0.397214,0.397214
38,1142.04,1,4.96507,25.4772,5.04211,56.5375,0.387157,0.387157,0.666065,0.617341,0.387157,0.387157
39,1129.58,1,4.91847,25.6627,5.23865,53.76,0.377354,0.377354,0.6492,0.651156,0.377354,0.377354
40,1119.58,1,5.08233,26.406,5.54291,49.9254,0.367799,0.367799,0.632762,0.664715,0.367799,0.367799
41,1109.94,1,5.1737,27.1752,5.59371,45.5706,0.358486,0.358486,0.61674,0.647884,0.358486,0.358486
42,1096.66,1,5.29805,27.2837,5.51596,43.423,0.349409,0.349409,0.608275,0.631479,0.349409,0.349409
43,1088.75,1,5.34035,26.0662,5.40251,41.32,0.340562,0.340562,0.61509,0.61549,0.340562,0.340562
44,1077.12,1,5.31179,27.0258,5.39364,44.922,0.331938,0.331938,0.599515,0.599905,0.331938,0.331938
45,1079.91,1,5.18255,26.9754,5.20713,42.4574,0.323534,0.323534,0.584335,0.642535,0.323534,0.323534
46,1067,1,5.18777,27.3238,4.90014,38.1344,0.315341,0.315341,0.56954,0.626265,0.315341,0.315341
47,1054.36,1,5.2541,26.8959,5.39237,37.3149,0.307357,0.307357,0.555119,0.610408,0.307357,0.307357
48,1047.23,1,5.28869,26.0662,5.19693,34.4449,0.299574,0.299574,0.592547,0.594952,0.299574,0.299574
49,1038.73,1,5.19592,27.1515,5.10206,38.3832,0.291989,0.291989,0.577544,0.579888,0.291989,0.291989
50,1026.83,1,5.24571,26.5701,4.662,38.4105,0.284596,0.284596,0.581418,0.565204,0.284596,0.284596
51,1014.17,1,5.30712,27.4628,4.79092,37.277,0.27739,0.27739,0.566696,0.550893,0.27739,0.27739
52,1001.43,1,5.18203,27.0492,4.93835,36.1961,0.270366,0.270366,0.552347,0.536944,0.270366,0.270366
53,996.932,1,5.244,26.4241,5.20212,34.012,0.26352,0.26352,0.538362,0.523348,0.26352,0.26352
54,995.133,1,5.18291,26.3266,4.41895,34.1656,0.256848,0.256848,0.52473,0.510097,0.256848,0.256848
55,979.168,1,5.31645,26.8834,4.74696,33.7598,0.25366,0.250344,0.511443,0.497181,0.250344,0.250344
56,978.35,1,5.22039,26.9858,4.401,36.1439,0.247237,0.244005,0.515963,0.484592,0.244005,0.244005
57,976.378,1,5.30162,26.8886,4.67005,34.5224,0.241323,0.237827,0.502899,0.472322,0.237827,0.237827
58,965.04,1,5.15761,25.8467,4.4539,37.5562,0.245566,0.231805,0.490165,0.500421,0.231805,0.231805
59,961.836,1,5.14623,26.5914,4.58174,42.0861,0.25259,0.225936,0.477754,0.53237,0.225936,0.225936
60,945.873,1,5.21301,26.0871,4.50074,38.5004,0.246194,0.220215,0.465657,0.51889,0.220215,0.220215
61,955.446,1,5.25586,26.1818,4.75779,35.2969,0.239979,0.214639,0.453866,0.505752,0.214639,0.214639
62,943.44,1,5.25556,26.3947,5.00259,33.022,0.241464,0.209204,0.442374,0.556285,0.209204,0.209204
63,933.929,1,5.28295,26.1938,4.86086,31.0818,0.240603,0.203907,0.43807,0.5422,0.203907,0.203907
64,921.392,1,5.34425,26.5585,5.03226,31.2884,0.238313,0.198744,0.426978,0.528471,0.198744,0.198744
65,923.67,1,5.33191,27.01,5.35568,32.4266,0.239759,0.193711,0.416167,0.51509,0.193711,0.193711
66,922.85,1,5.33435,25.8383,5.79818,31.5893,0.233688,0.188807,0.405629,0.517598,0.188807,0.188807
67,915.811,1,5.31164,25.3203,5.80613,32.2097,0.250411,0.184026,0.429988,0.50741,0.184026,0.184026
68,906.816,1,5.31758,25.4113,5.63946,30.4634,0.244071,0.179366,0.43868,0.494562,0.179366,0.179366
69,914.175,1,5.32975,25.131,6.17945,30.685,0.250275,0.174825,0.459197,0.504613,0.177112,0.174825
70,914.33,1,5.3168,25.3004,6.0532,31.9091,0.247708,0.170754,0.447569,0.491836,0.17726,0.170398
71,914.158,1,5.32364,25.3567,5.64679,31.4612,0.241436,0.16643,0.436237,0.49446,0.172772,0.171731
72,913.783,1,5.30413,25.8665,5.13298,30.6666,0.255771,0.162216,0.425191,0.48194,0.173793,0.167382
73,906.561,1,5.25584,25.9112,5.42334,29.7209,0.254106,0.158109,0.446264,0.469737,0.174633,0.163144
74,906.366,1,5.28359,25.4638,5.28779,29.7607,0.247672,0.154105,0.434964,0.457843,0.176725,0.161884
75,896.238,1,5.27214,25.0334,5.26902,33.0434,0.250782,0.150203,0.423951,0.457961,0.184879,0.157785
76,883.924,1,5.35986,24.9779,5.63701,30.0301,0.244432,0.1464,0.413216,0.446365,0.201746,0.15379
77,885.465,1,5.28121,24.8158,5.4603,28.5902,0.245287,0.142693,0.402753,0.435063,0.203562,0.149896
78,885.466,1,5.25199,25.4756,5.34292,29.7163,0.241608,0.13908,0.392555,0.424047,0.204988,0.146101
79,892.73,1,5.27697,24.771,5.77783,29.7759,0.254962,0.135558,0.382616,0.41331,0.204355,0.142401
80,891.21,1,5.23088,24.6374,5.68165,30.435,0.256308,0.132126,0.396425,0.406555,0.210614,0.138796
81,884.244,1,5.2649,23.3355,5.94696,29.4763,0.249818,0.128781,0.386388,0.396261,0.217699,0.135281
82,879.92,1,5.31372,23.4085,6.08664,29.3173,0.243493,0.12552,0.376604,0.386227,0.212187,0.131856
83,872.773,1,5.26874,23.4989,6.43501,29.4788,0.256588,0.12485,0.367068,0.376448,0.22181,0.128517
84,870.479,1,5.30135,23.5212,6.69253,29.6724,0.253165,0.121688,0.379359,0.366916,0.216859,0.125263
85,868.255,1,5.28513,23.7523,6.71246,30.033,0.246755,0.12189,0.369753,0.391275,0.226152,0.122091
86,866.756,1,5.2501,23.592,6.58134,29.4476,0.25093,0.128715,0.360391,0.425015,0.231305,0.119
87,869.174,1,5.24146,23.4027,6.3554,27.7349,0.25117,0.125456,0.351266,0.414253,0.225448,0.115987
88,865.9,1,5.24437,23.284,6.34391,27.8682,0.24481,0.12228,0.342372,0.403764,0.228444,0.11305
89,869.418,1,5.25316,23.0991,6.62698,27.9252,0.247897,0.157074,0.339894,0.39354,0.229772,0.110187
90,852.676,1,5.23715,22.9349,6.34966,26.6249,0.246356,0.153097,0.37734,0.383576,0.239816,0.107397
91,853.849,1,5.28289,23.0752,6.28778,25.2036,0.246501,0.151155,0.38021,0.373863,0.234609,0.104678
92,853.378,1,5.25669,23.362,6.20675,24.5297,0.252547,0.158724,0.370583,0.364397,0.241794,0.102028
93,855.025,1,5.25352,23.4469,6.31736,23.8663,0.256131,0.154705,0.387598,0.379517,0.245331,0.0994442
94,852.884,1,5.22855,22.5206,6.69948,24.7925,0.260928,0.150788,0.41211,0.373949,0.253603,0.0969262
95,847.106,1,5.2509,22.9939,6.73655,27.6327,0.264435,0.14697,0.435194,0.36448,0.254797,0.094472
96,846.254,1,5.21398,22.7503,6.87924,26.3289,0.26665,0.143249,0.449959,0.365588,0.252028,0.0920799
97,840.827,1,5.21734,22.6275,6.59932,27.5318,0.259899,0.141707,0.458971,0.356626,0.250329,0.0897484
98,835.842,1,5.19729,22.1919,6.62436,26.8831,0.253318,0.146725,0.44735,0.381446,0.257555,0.0874759
99,830.424,1,5.1968,22.3518,6.9004,25.527,0.24836,0.143009,0.482797,0.383365,0.256577,0.0852609
100,828.814,1,5.15085,21.8218,6.62725,25.5862,0.261175,0.1409,0.479194,0.373658,0.265997,0.0831021
101,828.921,1,5.14594,21.9571,6.6743,26.8664,0.258349,0.137332,0.504185,0.379803,0.26237,0.0809979
102,833.992,1,5.16576,21.7928,6.64764,27.0178,0.252893,0.13488,0.491419,0.370186,0.255942,0.0789932
103,821,1,5.14966,21.2867,6.7493,27.9537,0.267156,0.131465,0.49943,0.360813,0.264647,0.0769931
104,823.233,1,5.16748,21.4929,6.60588,28.7661,0.262957,0.137265,0.486976,0.351677,0.265433,0.0750436
105,812.641,1,5.1532,21.3237,6.78293,27.8557,0.260923,0.133789,0.59696,0.342772,0.271903,0.0731434
106,817.274,1,5.16488,21.0174,6.8276,28.0677,0.256798,0.142276,0.65611,0.334093,0.274307,0.0712914
107,817.565,1,5.15217,20.5471,6.80175,27.154,0.259039,0.138674,0.639497,0.325634,0.267742,0.0694863
108,803.596,1,5.1155,20.9491,6.55853,26.65,0.263972,0.135162,0.623305,0.317388,0.276245,0.0677268
109,796.187,1,5.14959,21.3293,6.51022,24.9303,0.257288,0.13174,0.607522,0.309352,0.274173,0.066012
110,798.244,1,5.13296,21.4084,6.42645,25.903,0.258827,0.131852,0.592139,0.301519,0.275917,0.0643405
111,796.849,1,5.12048,21.4036,6.38335,25.7743,0.257347,0.128513,0.659219,0.297056,0.278928,0.0627114
112,797.03,1,5.15564,21.6237,6.15388,26.6798,0.253267,0.128154,0.659235,0.289534,0.271865,0.0611235
113,790.732,1,5.12902,21.6695,6.12114,26.068,0.252671,0.124909,0.645067,0.295379,0.270691,0.0595758
114,783.674,1,5.13569,21.3314,6.26928,27.0679,0.252313,0.124854,0.628733,0.310282,0.276159,0.0580673
115,775.141,1,5.16368,21.3897,6.66438,27.9087,0.261357,0.129677,0.646853,0.302425,0.270467,0.056597
116,775.003,1,5.17818,21.5174,6.33533,27.4267,0.264568,0.129994,0.653558,0.294768,0.276666,0.0551639
117,779.299,1,5.15617,21.4376,6.51668,28.1705,0.2736,0.136564,0.672871,0.287304,0.278598,0.0537671
118,783.077,1,5.14891,21.5477,6.49781,27.9939,0.266923,0.133106,0.664822,0.280029,0.277781,0.0539017
119,782.627,1,5.1558,21.8357,6.36909,27.3755,0.267247,0.129736,0.647989,0.272939,0.277318,0.054696
120,776.798,1,5.14436,21.2078,6.89215,27.4084,0.275813,0.147124,0.654641,0.266028,0.281327,0.0533111
121,778.913,1,5.16946,20.4606,7.39933,27.6174,0.268829,0.143399,0.692884,0.259292,0.276491,0.0532541
122,776.806,1,5.15312,20.5546,7.53305,26.0611,0.268766,0.139768,0.717947,0.265349,0.278985,0.0519056
123,779.202,1,5.1639,20.8427,7.29889,25.8189,0.271764,0.136229,0.724336,0.285859,0.280095,0.0520026
124,773.892,1,5.15237,20.8289,7.13707,25.8954,0.268687,0.13278,0.705996,0.289048,0.279503,0.0506859
125,771.566,1,5.1258,20.6054,7.17249,26.6069,0.267474,0.139594,0.716777,0.281729,0.28271,0.0494025
126,767.55,1,5.13793,20.6703,7.21282,26.2638,0.264947,0.137156,0.702878,0.274596,0.281243,0.0498661
127,762.854,1,5.15491,20.7211,7.20577,26.6599,0.262246,0.137533,0.709588,0.267643,0.274867,0.0488364
128,757.475,1,5.16092,20.7592,6.97236,27.8541,0.262187,0.134051,0.69162,0.260866,0.278671,0.0482762
129,750.065,1,5.15236,20.9497,6.91348,27.1514,0.262705,0.130656,0.697476,0.254261,0.279472,0.0470538
130,762.222,1,5.15068,20.9047,7.01113,27.6039,0.261042,0.131975,0.715822,0.247823,0.281831,0.048471
131,754.154,1,5.15619,21.1348,6.88216,27.7959,0.256155,0.128633,0.708655,0.241548,0.280471,0.0481752
132,756.488,1,5.14581,20.9872,6.69149,28.3053,0.259442,0.13351,0.690712,0.235432,0.280929,0.0478888
133,755.796,1,5.1488,21.0285,6.56744,27.2416,0.259175,0.130129,0.750507,0.22947,0.275578,0.0491395
134,759.856,1,5.14304,21.0526,6.64726,27.5983,0.262176,0.126834,0.768446,0.231565,0.279332,0.0486399
135,757.402,1,5.15664,21.1326,6.65916,27.5508,0.261433,0.127205,0.795852,0.225702,0.279264,0.0479604
136,754.986,1,5.13234,21.0358,6.62019,27.177,0.266156,0.129505,0.7757,0.219987,0.279903,0.0473435
137,746.516,1,5.14814,21.0664,6.56709,26.6183,0.265027,0.126226,0.756059,0.214417,0.27861,0.0466549
138,757.363,1,5.11338,21.0146,6.49469,26.7698,0.269878,0.135844,0.736915,0.229931,0.281858,0.047207
139,753.197,1,5.11781,20.8848,6.36007,27.9288,0.267048,0.160594,0.718256,0.224109,0.280745,0.0460117
140,755.497,1,5.1325,21.1127,6.26501,28.2525,0.266559,0.171201,0.70007,0.218434,0.28007,0.0467861
141,759.585,1,5.12735,21.1774,6.43853,27.7533,0.268569,0.175976,0.720338,0.212903,0.282122,0.0474516
142,761.8,1,5.11133,21.2969,6.22059,27.6129,0.268151,0.188288,0.702098,0.207512,0.281907,0.0474321
143,761.896,1,5.1165,21.6066,6.1439,28.4201,0.273417,0.187415,0.684321,0.202258,0.284657,0.0470821
144,749.758,1,5.11805,21.2383,6.34327,28.3163,0.270326,0.190776,0.667319,0.197137,0.286587,0.0458899
145,750.988,1,5.14305,21.2504,6.52593,27.7716,0.271764,0.193111,0.669911,0.192145,0.283382,0.0455868
146,755.062,1,5.12408,21.0071,6.48856,27.494,0.267493,0.197788,0.663475,0.18728,0.282157,0.0464889
147,758.238,1,5.14012,21.1663,6.56268,27.2175,0.266981,0.19278,0.692329,0.182538,0.280507,0.0477169
148,757.083,1,5.14842,21.2231,6.66383,27.1012,0.266709,0.187898,0.674799,0.187879,0.281308,0.047348
149,754.17,1,5.14514,21.0144,6.70291,27.0049,0.265605,0.183141,0.657712,0.183122,0.281579,0.0469893
