iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,647.318,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,618.259,1,10.2918,16.4535,41.0515,63.8257,0.24,0.894427,0.979655,0.894427,1.0151
3,585.371,1,10.2554,17.1809,40.8812,68.8714,0.192,0.8,1.00906,0.8,0.965435
4,534.953,1,10.2093,17.5459,43.2803,67.6956,0.1536,0.715542,0.950659,0.715542,0.953377
5,496.598,1,10.0035,15.4994,39.7403,71.3202,0.12288,0.64,0.850295,0.64,0.858317
6,477.015,1,10.0292,13.8238,41.0498,61.6826,0.10758,0.572433,0.851937,0.577555,0.825413
7,458.586,1,10.1932,14.5298,40.5618,63.6182,0.103688,0.512,0.903041,0.516581,0.748667
8,437.468,1,10.0632,12.6254,40.9578,65.7768,0.0944914,0.457947,0.836339,0.462044,0.819187
9,415.884,1,10.0307,11.8679,42.5067,64.1737,0.0850503,0.4096,0.86029,0.441133,0.832084
10,408.526,1,10.0758,12.1057,42.9569,67.6452,0.0835838,0.366357,0.845092,0.445166,0.802592
11,397.775,1,10.1139,11.1011,42.137,62.0681,0.0811681,0.32768,0.761197,0.439611,0.82051
12,378.009,1,10.1488,11.6652,41.5331,56.3388,0.0740013,0.293086,0.782675,0.450568,0.758845
13,373.064,1,10.2237,12.2168,41.8496,59.4455,0.0743226,0.262144,0.763695,0.424048,0.731794
14,370.411,1,10.1743,12.1211,41.455,64.4723,0.0732179,0.234469,0.742776,0.462849,0.71816
15,362.901,1,10.1903,12.4149,41.7734,65.6144,0.0709541,0.209715,0.781825,0.449432,0.696203
16,355.898,1,10.1756,12.5582,41.2015,59.5161,0.0681414,0.20419,0.752321,0.423343,0.787953
17,356.561,1,10.1823,13.0448,39.8929,58.1041,0.067915,0.204053,0.755038,0.443305,0.782891
18,359.453,1,10.1624,13.3493,39.9922,56.969,0.0698154,0.202921,0.696158,0.418205,0.802787
19,356.33,1,10.1106,12.6689,41.1803,59.2938,0.0691585,0.206402,0.711141,0.392348,0.770222
20,358.767,1,10.0802,12.2469,41.1433,59.3214,0.069637,0.203283,0.679038,0.406764,0.821467
21,342.115,1,10.1503,13.1303,41.019,59.3405,0.0640845,0.200652,0.72391,0.411687,0.793394
22,336.822,1,10.1846,13.1117,41.7512,57.4391,0.0626961,0.200411,0.720568,0.399411,0.809811
23,331.488,1,10.1657,12.7043,41.1685,57.2015,0.0612875,0.19729,0.719078,0.402045,0.793216
24,331.916,1,10.187,13.4819,41.4838,59.6454,0.0616483,0.19785,0.699248,0.376092,0.858787
25,331.659,1,10.2019,13.1885,41.6493,56.1077,0.0631626,0.197465,0.664691,0.351236,0.798567
26,329.507,1,10.1653,12.4885,42.1721,57.5221,0.0634612,0.194485,0.65459,0.314155,0.82897
27,328.762,1,10.2067,12.7524,41.7545,54.2555,0.0636304,0.191358,0.663541,0.319669,0.768393
28,325.957,1,10.2425,11.9587,43.0685,52.2766,0.0627957,0.190851,0.617828,0.332574,0.813683
29,330.239,1,10.2023,12.1558,42.9238,51.7157,0.0633309,0.194831,0.626883,0.333433,0.829007
30,330.242,1,10.2582,12.3552,43.3744,51.9018,0.0634032,0.196066,0.62299,0.34453,0.796061
31,333.245,1,10.2658,11.3999,43.4578,52.925,0.0644216,0.197985,0.654673,0.343498,0.760212
32,329.915,1,10.2326,11.3988,42.8462,50.7452,0.0631899,0.194416,0.650136,0.340813,0.802773
33,322.145,1,10.1903,12.2862,42.6345,52.5835,0.0612499,0.196252,0.617272,0.325612,0.808696
34,328.015,1,10.1901,12.3033,42.6879,52.8501,0.0627971,0.196664,0.612021,0.336387,0.805414
35,326.136,1,10.1644,12.375,42.171,53.7641,0.0620188,0.195269,0.649789,0.329188,0.777283
36,319.566,1,10.207,12.9231,42.3974,55.9357,0.0587364,0.203074,0.685878,0.364765,0.75121
37,323.48,1,10.1827,12.5841,41.8206,55.2128,0.0607433,0.198922,0.697965,0.332487,0.740234
38,320.546,1,10.1953,12.2278,41.7201,55.6878,0.0591241,0.20191,0.74769,0.334368,0.762073
39,322.651,1,10.1791,11.6427,42.5358,58.2259,0.0607033,0.197901,0.716966,0.330704,0.718522
40,322.688,1,10.1913,11.8036,42.937,52.2799,0.0606108,0.196665,0.74574,0.325738,0.718567
41,332.298,1,10.2916,12.8202,42.2579,53.0466,0.0638856,0.201677,0.768338,0.31655,0.724908
42,334.329,1,10.2222,12.2651,41.9945,50.5235,0.0637885,0.204644,0.722147,0.343868,0.713711
43,321.598,1,10.2779,12.1478,41.2711,50.7531,0.0605589,0.197164,0.707668,0.359453,0.669632
44,317.013,1,10.2688,12.3627,41.569,47.3992,0.0592768,0.198056,0.714203,0.356847,0.645363
45,321.322,1,10.2144,12.3086,41.7286,49.4065,0.0596858,0.194837,0.747607,0.354892,0.681803
46,326.482,1,10.2572,11.7346,42.5068,48.2688,0.0620574,0.192099,0.739871,0.334734,0.709244
47,324.082,1,10.3352,12.7078,41.8383,43.7414,0.0623851,0.190504,0.708466,0.336466,0.673361
48,324.209,1,10.3263,12.1257,42.086,45.1434,0.0642277,0.196396,0.716108,0.318035,0.602273
49,318.479,1,10.2829,12.1835,42.4535,49.2809,0.0618222,0.197456,0.722861,0.316816,0.55623
50,324.238,1,10.2859,12.0283,42.1304,49.3689,0.0635771,0.196567,0.744947,0.305827,0.576616
51,327.76,1,10.2991,11.3461,42.841,51.8059,0.0633487,0.20077,0.758864,0.325892,0.626313
52,330.735,1,10.2485,10.8086,43.9006,48.7954,0.0649413,0.197381,0.678749,0.320329,0.667286
53,332.349,1,10.2467,10.5045,43.2672,49.3668,0.0658997,0.200411,0.680859,0.307439,0.641259
54,325.979,1,10.1767,10.3431,43.7168,51.7496,0.0634846,0.202067,0.67677,0.314229,0.633296
55,322.714,1,10.2635,11.0439,44.1237,49.4261,0.0619136,0.20355,0.684121,0.323829,0.667637
56,325.525,1,10.2986,10.7291,44.0846,49.9555,0.0637909,0.200066,0.692885,0.31693,0.622901
57,320.286,1,10.2796,10.766,44.0159,52.1792,0.0626484,0.204174,0.711879,0.309484,0.559158
58,319.873,1,10.1847,10.7999,42.8801,51.3054,0.0622221,0.20137,0.657983,0.325922,0.566254
59,320.99,1,10.2218,10.837,43.1889,53.3132,0.0633884,0.201223,0.663179,0.316419,0.55222
60,315.598,1,10.294,10.8178,43.473,51.2642,0.0629291,0.199815,0.650827,0.29815,0.533454
61,320.5,1,10.3142,11.4423,43.211,51.6372,0.0643925,0.204548,0.680512,0.291563,0.515995
62,322.354,1,10.3149,11.1583,43.1985,51.7421,0.0664806,0.201409,0.646014,0.283386,0.480168
63,319.155,1,10.3134,10.9321,42.7811,47.9851,0.0656724,0.201465,0.635386,0.272661,0.489645
64,313.807,1,10.3614,10.8174,44.1139,49.4439,0.0630242,0.198771,0.690544,0.292828,0.477817
65,306.672,1,10.3644,10.7548,43.7675,47.8826,0.0623478,0.19468,0.678843,0.283898,0.427372
66,308.716,1,10.3911,11.6932,42.8723,44.3389,0.0612533,0.19766,0.674994,0.30107,0.493422
67,310.803,1,10.4242,12.0288,42.8111,44.1355,0.0637807,0.205196,0.652393,0.313225,0.44133
68,309.682,1,10.4663,12.1752,43.0088,43.1137,0.062271,0.202885,0.684099,0.322014,0.418587
69,314.313,1,10.3551,12.5789,41.6071,43.3599,0.0625699,0.206319,0.730165,0.300882,0.443354
70,314.901,1,10.3556,12.7857,41.7289,46.9655,0.0616402,0.198827,0.766924,0.313,0.477118
71,309.568,1,10.3674,11.772,41.8688,45.8954,0.0606995,0.199971,0.752859,0.296654,0.482244
72,309.696,1,10.3188,10.7931,42.9072,47.2868,0.0604466,0.197498,0.774203,0.296612,0.485069
73,308.849,1,10.308,10.5984,43.5389,46.9316,0.060839,0.199428,0.74917,0.289893,0.464802
74,311.035,1,10.3159,10.9453,43.5284,48.8362,0.0620303,0.194973,0.717341,0.283695,0.478059
75,303.616,1,10.3359,10.3935,43.3642,50.3118,0.0603702,0.198539,0.7542,0.301822,0.427589
76,302.337,1,10.3145,10.9558,42.6309,49.5573,0.0601759,0.200397,0.766503,0.269958,0.423408
77,293.588,1,10.324,10.6745,43.474,49.775,0.0568179,0.198566,0.783229,0.275553,0.444738
78,302.541,1,10.3352,11.1679,43.0083,48.7528,0.059619,0.19822,0.759105,0.283118,0.439652
79,303.472,1,10.2946,11.8566,41.8515,51.9305,0.0595861,0.199452,0.766654,0.294724,0.41842
80,310.945,1,10.3132,11.9451,42.3007,52.0602,0.0610951,0.202762,0.802831,0.294827,0.441968
81,308.703,1,10.389,12.1004,41.7368,52.0782,0.0623231,0.201106,0.783829,0.277505,0.405088
82,309.014,1,10.3785,12.3403,41.6133,49.4316,0.061133,0.198306,0.819935,0.279647,0.445418
83,315.828,1,10.3628,11.9735,42.1733,48.9632,0.0629837,0.198209,0.801329,0.269743,0.48157
84,313.293,1,10.3477,12.1696,42.3363,45.5524,0.0617348,0.196826,0.766299,0.279471,0.513064
85,309.432,1,10.3963,11.7122,43.2053,47.1037,0.0617425,0.19494,0.70646,0.290193,0.482593
86,308.079,1,10.3904,11.5568,42.9692,45.2832,0.0618331,0.193982,0.673093,0.286523,0.490341
87,313.706,1,10.3364,11.3468,43.2691,44.1559,0.0628263,0.197691,0.648475,0.291385,0.520323
88,312.366,1,10.4074,11.1283,43.728,48.1911,0.0625719,0.198186,0.614656,0.306217,0.540925
89,314.181,1,10.4021,11.5356,43.181,49.8932,0.0624882,0.19918,0.702598,0.295301,0.518527
90,316.416,1,10.3559,11.2751,42.7286,49.2301,0.0638426,0.19967,0.720037,0.268085,0.501617
91,317.971,1,10.3114,10.9273,42.2837,50.033,0.0635146,0.198799,0.765192,0.284384,0.478109
92,317.581,1,10.3357,10.8325,43.1542,49.646,0.0634624,0.203516,0.752424,0.282348,0.480156
93,317.969,1,10.3082,10.3407,43.9087,46.9679,0.0644813,0.202155,0.728538,0.28561,0.447133
94,313.963,1,10.3256,10.1589,43.2111,46.3213,0.0634987,0.203317,0.754926,0.276245,0.435285
95,316.154,1,10.3403,10.5123,44.09,51.6567,0.064503,0.198106,0.799504,0.264274,0.432009
96,316.163,1,10.3136,10.3582,43.7842,51.1856,0.0640834,0.198442,0.750663,0.272688,0.45217
97,311.206,1,10.3145,10.5572,43.5969,54.678,0.0617262,0.20106,0.775079,0.272316,0.473996
98,313.244,1,10.2829,10.5137,43.5307,55.0188,0.0612888,0.200881,0.777796,0.274067,0.527726
99,319.411,1,10.3369,10.99,43.5294,51.9683,0.064633,0.193543,0.740171,0.266921,0.512914
100,323.755,1,10.2934,10.7163,43.2298,51.4658,0.066203,0.201383,0.759182,0.264064,0.476137
101,324.178,1,10.2199,10.7457,42.8062,50.9288,0.0656801,0.204124,0.756555,0.267612,0.477147
102,322.36,1,10.2545,11.1284,42.3365,49.4847,0.0646964,0.204608,0.764118,0.27999,0.477038
103,317.298,1,10.2816,11.707,41.9372,55.0462,0.063959,0.202235,0.776911,0.294982,0.426676
104,320.936,1,10.319,11.772,41.7714,56.5393,0.0648379,0.202387,0.806357,0.302395,0.410687
105,326.21,1,10.2977,12.1654,42.0034,56.0142,0.0660462,0.20502,0.832857,0.291853,0.433105
106,321.678,1,10.3423,12.7178,41.0587,54.3371,0.0635018,0.212606,0.837327,0.322174,0.427875
107,321.619,1,10.2862,11.9035,40.6466,53.3986,0.0628572,0.203412,0.859338,0.332685,0.435349
108,311.065,1,10.2818,11.6225,42.0586,52.6636,0.0619847,0.204718,0.840662,0.297563,0.389388
109,311.117,1,10.3088,10.9886,42.6888,50.4179,0.0622221,0.200777,0.824055,0.285033,0.398057
110,318.745,1,10.2654,10.4985,42.5377,51.6152,0.064755,0.199895,0.765367,0.292442,0.412444
111,316.061,1,10.3272,10.3817,42.9886,50.5358,0.0638178,0.205102,0.813693,0.300661,0.385118
112,312.556,1,10.3283,10.6135,42.3896,50.771,0.0625311,0.20598,0.790624,0.300668,0.398329
113,310.358,1,10.2953,10.9142,43.1482,49.5186,0.0619717,0.201286,0.745408,0.302132,0.410242
114,322.695,1,10.2663,11.0094,42.7685,49.9648,0.0650992,0.200243,0.746884,0.315752,0.42686
115,313.259,1,10.3171,11.0893,42.7033,52.1067,0.0618731,0.20486,0.758148,0.329156,0.415025
116,313.515,1,10.326,10.8563,43.3428,50.4898,0.062155,0.203588,0.800166,0.320683,0.401472
117,306.404,1,10.3448,11.7446,43.2648,49.6332,0.0604968,0.205519,0.80795,0.306881,0.382303
118,304.679,1,10.3596,11.5215,42.7217,49.3995,0.0601936,0.20819,0.807675,0.301684,0.380064
119,308.52,1,10.326,11.2766,43.5016,49.9084,0.0612821,0.201973,0.813325,0.314418,0.369317
120,308.261,1,10.3615,12.3311,41.4636,46.832,0.0618219,0.202955,0.804874,0.306583,0.36098
121,311.347,1,10.3514,12.191,41.5141,49.4671,0.0619592,0.201214,0.781553,0.289253,0.440743
122,314.856,1,10.3659,11.9403,42.1258,45.9818,0.0620749,0.209718,0.7586,0.288992,0.495015
