parameter,value,se_sa,rse_sa
Cl_pop,2.80506446862231,0.623662808865543,22.2334572285909
beta_Cl_logtWTKG,0.756167674851967,0.341632712459659,45.1794917742998
beta_Cl_tCLCRMLMIN,0.614794151495413,0.216844426696456,35.2710620569515
V1_pop,21.3669418498575,1.90822172134428,8.93071986975526
Q_pop,5.19439817331454,1.16763636900818,22.4787613511559
V2_pop,29.4675556587354,2.60955395016112,8.85568514871893
omega_Cl,0.18423135705779,0.0359208717943565,19.4976970088153
omega_V1,0.256824948698303,0.0754710125301072,29.3861686384544
omega_Q,0.651036329379394,0.180225313736044,27.6828351357666
omega_V2,0.237048600973123,0.0649240235811738,27.3884862912711
corr_V2_V1,0.99886176056858,0.00425197135337511,0.42568166299156
a1,0.302937204477688,0.0229014423927788,7.55979855041723
a2,0.0645084081198072,0.00716679444150133,11.1098609474147
