standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.52755,0.235333,-2.565,0.0493657,-2.23701,0.0550641,-2.63264,0.0186676,All
-2.19873,0,-2.09475,0.0822762,-1.81542,0.0734188,-2.21812,0.0373353,All
-1.86992,0.1412,-1.6245,0.148097,-1.39384,0.348739,-1.8036,0.0560029,All
-1.54111,0.0941333,-1.15425,0.164552,-0.97225,0.201902,-1.38908,0.280014,All
-1.21229,0,-0.683995,0.164552,-0.550664,0.165192,-0.974558,0.130673,All
-0.883477,0,-0.213743,0.444291,-0.129077,0.440513,-0.560038,0.39202,All
-0.554663,0.188267,0.256508,0.427836,0.292509,0.422158,-0.145519,0.541361,All
-0.225848,0.611866,0.726759,0.526568,0.714096,0.477222,0.269001,0.429355,All
0.102966,0.376533,1.19701,0.164552,1.13568,0.201902,0.68352,0.354685,All
0.43178,0.6354,1.66726,0.0493657,1.55727,0.110128,1.09804,0.205344,All
0.760595,0.729533,2.13751,0.0493657,1.97886,0.0367094,1.51256,0.130673,All
1.08941,0.2824,2.60776,0.0329105,2.40044,0.0367094,1.92708,0.0373353,All
