parameter,value,se_sa,rse_sa
Cl_pop,5.1446561488174,0.365165717376911,7.09796158992765
V1_pop,19.8773228501769,1.8894303400895,9.50545681795715
Q_pop,6.35689133697403,1.68866397161407,26.5643045019847
V2_pop,24.5858711735923,3.4692919664002,14.1109173716267
omega_Cl,0.263995340376744,0.0509872417972157,19.3136900539428
omega_V1,0.27352786951636,0.0781934160996881,28.5870014773801
omega_Q,0.739692704107994,0.205495740254551,27.7812311941567
omega_V2,0.309561393612039,0.229836985035455,74.2460105744002
a,0.0543449628835024,0.0258453252128952,47.5579038820931
b,0.00125204952146831,0.00928742095488502,741.777445351635
