iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,784.921,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,776.767,1,5.74205,1.10994,29.9345,7.07797,28.6335,1.46202,1.46202,0.974679,0.62,0.285
3,770.821,1,5.87521,1.22184,28.5807,8.73089,25.5912,1.425,1.425,1.16453,0.62,0.27075
4,765.226,1,5.59615,3.25165,26.7374,9.01575,35.0279,1.38892,1.38892,1.13504,0.62,0.257212
5,746.002,1,5.90962,2.66879,26.5817,7.65926,56.9204,1.35375,1.35375,1.1063,0.62,0.244352
6,741.81,1,5.64755,2.35519,33.5189,9.11169,86.6257,1.31947,1.31947,1.14021,0.62,0.232134
7,724.649,1,5.67763,2.54466,27.5597,10.7452,98.8075,1.28606,1.28606,1.11134,0.62,0.220528
8,716.319,1,6.15496,3.24952,24.3796,10.4623,91.7057,1.2535,1.2535,1.0832,0.62,0.209501
9,709.976,1,5.70816,2.66049,22.328,13.2193,84.8278,1.22176,1.22176,1.05577,0.62,0.199026
10,703.123,1,5.53839,1.8055,21.7558,13.7423,90.1295,1.19082,1.19082,1.02904,0.62,0.189075
11,681.271,1,5.57787,1.37115,18.9485,12.5942,60.2741,1.16067,1.16067,1.00298,0.62,0.179621
12,666.069,1,5.73974,1.24364,19.104,13.8149,35.5052,1.13128,1.13128,0.977584,0.62,0.17064
13,654.54,1,5.68753,1.95601,14.6938,16.6993,35.3943,1.10264,1.10264,1.00175,0.62,0.162108
14,645.552,1,5.27459,0.369747,12.0228,17.5233,32.3802,1.07472,1.07472,0.976381,0.62,0.154003
15,626.936,1,5.48715,0.267953,12.0595,19.3539,30.9889,1.04751,1.04751,0.951658,0.62,0.146302
16,620.312,1,5.53531,0.548035,12.7799,24.1957,27.1879,1.02098,1.02098,0.927562,0.62,0.138987
17,598.812,1,5.62516,0.598222,11.8764,21.8161,27.634,0.995131,0.995131,0.904075,0.62,0.132038
18,598.86,1,5.68409,0.751519,12.0253,22.6339,28.627,0.969933,0.969933,0.881184,0.62,0.125436
19,588.972,1,5.40978,0.822725,11.4132,23.2097,26.0327,0.945374,0.945374,0.858872,0.62,0.119164
20,581.336,1,5.55014,0.881887,11.9557,23.3923,26.7039,0.921437,0.921437,0.837906,0.62,0.113206
21,567.872,1,5.52209,0.846126,11.504,20.816,28.498,0.898105,0.898105,0.81669,0.62,0.107546
22,560.539,1,5.44253,0.168605,11.8065,20.5845,29.0324,0.875365,0.875365,0.796011,0.62,0.102168
23,547.493,1,5.36549,0.624741,11.7819,20.0355,27.3539,0.8532,0.8532,0.775856,0.62,0.0970601
24,536.975,1,5.46463,0.562099,11.2846,18.52,27.1616,0.831597,0.831597,0.756211,0.62,0.0922071
25,526.575,1,5.45543,0.481334,11.296,19.4501,27.8619,0.81054,0.81054,0.737063,0.62,0.0875967
26,521.843,1,5.37711,0.299877,11.0764,20.484,27.5354,0.790017,0.790017,0.7184,0.62,0.0832169
27,506.991,1,5.47283,0.305163,11.0758,24.2478,26.9761,0.770013,0.770013,0.70021,0.62,0.079056
28,497.857,1,5.37229,0.0703654,10.8043,22.4195,26.8285,0.750516,0.750516,0.68248,0.62,0.0751032
29,485.364,1,5.42309,0.350423,12.0524,24.0998,25.9901,0.731512,0.731512,0.665199,0.62,0.0713481
30,480.224,1,5.5007,0.701645,11.6759,27.1504,26.0612,0.71299,0.71299,0.648356,0.62,0.0677807
31,469.37,1,5.35037,0.321058,10.9027,25.5536,26.2648,0.694937,0.694937,0.686036,0.62,0.0643916
32,460.207,1,5.4742,0.708363,11.9957,23.6263,26.1827,0.677341,0.677341,0.668665,0.62,0.061172
33,450.287,1,5.59862,1.08992,11.762,21.7806,27.3691,0.66019,0.66019,0.651734,0.62,0.0581134
34,445.005,1,5.53418,0.777128,12.2511,21.9829,27.1981,0.643474,0.643474,0.635232,0.62,0.0552078
35,429.489,1,5.51468,0.560734,11.9385,24.4335,27.5806,0.627181,0.627181,0.619147,0.62,0.0524474
36,419.236,1,5.53385,0.534668,11.7621,24.0732,27.6021,0.6113,0.6113,0.60347,0.62,0.049825
37,416.001,1,5.55725,0.591482,11.5729,23.8805,27.6237,0.595821,0.595821,0.58819,0.62,0.0473338
38,408.575,1,5.49882,0.606458,12.114,24.4551,27.1813,0.580735,0.580735,0.573296,0.62,0.0449671
39,399.707,1,5.43486,0.181671,12.0103,24.2684,26.1513,0.56603,0.56603,0.55878,0.62,0.0427187
40,393.408,1,5.42377,0.283566,11.6706,22.3615,26.6519,0.551698,0.551698,0.544632,0.62,0.0405828
41,385.256,1,5.3478,0.206239,11.7547,20.5106,26.0377,0.537729,0.537729,0.530841,0.62,0.0385536
42,389.499,1,5.35547,0.0937119,12.3128,20.7806,25.6206,0.524113,0.524113,0.5174,0.62,0.0385566
43,378.78,1,5.43604,0.559688,12.5135,19.7585,25.3104,0.510842,0.510842,0.504299,0.62,0.0366288
44,376.883,1,5.42192,0.625059,12.4846,19.1761,24.8754,0.497908,0.497908,0.49153,0.62,0.0360828
45,370.417,1,5.4368,0.556314,13.0083,19.7015,24.3215,0.4853,0.4853,0.479084,0.62,0.0350244
46,365.879,1,5.42453,0.577955,13.1698,20.0265,23.9225,0.473012,0.473012,0.466954,0.62,0.0341014
47,361.325,1,5.37383,0.402894,13.0218,18.9986,23.7776,0.461035,0.461035,0.45513,0.62,0.0348581
48,363.736,1,5.37192,0.317338,13.2241,19.3045,23.7266,0.449362,0.449362,0.443606,0.62,0.0352752
49,368.791,1,5.3759,0.397446,13.3826,18.9911,23.5041,0.437984,0.437984,0.432374,0.62,0.0358713
50,357.24,1,5.4247,0.479946,13.5776,19.8406,23.5822,0.426894,0.426894,0.421426,0.62,0.0348871
51,361.635,1,5.40468,0.415698,13.2944,20.5301,23.7664,0.416084,0.42119,0.410755,0.62,0.0351845
52,359.991,1,5.39421,0.465014,13.4177,18.6922,23.9428,0.405549,0.423889,0.400354,0.62,0.0354021
53,357.388,1,5.4137,0.33576,13.768,19.0124,23.5874,0.39528,0.455292,0.390217,0.62,0.0341038
54,355.861,1,5.41597,0.467302,14.2684,18.4933,23.182,0.385271,0.443763,0.383677,0.62,0.0344112
55,351.206,1,5.45516,0.682048,14.1669,17.9959,23.5351,0.375516,0.457144,0.373962,0.62,0.0333637
56,347.95,1,5.40899,0.535329,13.8791,18.4116,23.2731,0.366008,0.445569,0.364493,0.62,0.0337588
57,350.058,1,5.41486,0.514431,14.057,18.0491,22.7686,0.35674,0.436996,0.389377,0.62,0.0331978
58,346.144,1,5.39955,0.397823,14.148,17.6305,22.4306,0.347707,0.439655,0.379518,0.62,0.0329581
59,345.946,1,5.39461,0.490284,14.1536,17.4846,22.2291,0.338903,0.435926,0.39252,0.62,0.0329163
60,334.645,1,5.39389,0.372536,14.2383,16.8065,22.3506,0.330322,0.478973,0.382581,0.62,0.0312705
