simulations,OFV
500,1162.36
1000,1162.02
1500,1161.89
2000,1160.53
2500,1161.18
3000,1161.39
3500,1161.39
4000,1161.44
4500,1161.71
5000,1161.7
5500,1161.85
6000,1162.14
6500,1161.73
7000,1161.44
7500,1161.24
8000,1161.36
8500,1161.56
9000,1161.37
9500,1161.05
10000,1160.56
10500,1160.34
11000,1160.38
11500,1160.1
12000,1159.85
12500,1160
13000,1159.68
13500,1159.66
14000,1159.48
14500,1159.37
15000,1159.53
15500,1159.34
16000,1159.42
16500,1159.49
17000,1159.57
17500,1159.49
18000,1159.2
18500,1159.36
19000,1159.14
19500,1159.02
20000,1158.8
20500,1158.85
21000,1158.6
21500,1158.67
22000,1158.79
22500,1158.73
23000,1158.6
23500,1158.54
24000,1158.49
24500,1158.29
25000,1158.36
25500,1158.41
26000,1158.34
26500,1158.23
27000,1158.16
27500,1158.2
28000,1158.3
28500,1158.32
29000,1158.36
29500,1158.45
30000,1158.53
