Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-1.67394,0.152782,0.0473024,-0.838548,-0.175905,-0.315823,-0.844533,-0.171957,-0.313913,-0.507519,0.0321148,0.0932392,-0.838548,-0.193957,-0.281606,-0.844533,-0.209277,-0.287727,-0.507519,-0.313162,-0.325346,-1.67394,0.0768899,-0.090336,-0.844533,-0.836996,-0.838159,-0.507519,-0.3202,-0.324904,-1.67394,0.0724988,-0.09373,-0.838548,-0.844881,-0.841671
-1.64159,0.159542,0.046385,-0.822678,-0.171575,-0.309963,-0.828631,-0.167891,-0.308114,-0.49865,0.0479687,0.0911559,-0.822678,-0.209455,-0.276874,-0.828631,-0.219838,-0.282903,-0.49865,-0.273625,-0.319347,-1.64159,0.0849962,-0.0882029,-0.828631,-0.819858,-0.822368,-0.49865,-0.275727,-0.31892,-1.64159,0.0804316,-0.0915379,-0.822678,-0.829378,-0.825751
-1.60923,0.164798,0.0454676,-0.806809,-0.167244,-0.304103,-0.812729,-0.163825,-0.302316,-0.48978,0.0670708,0.0890726,-0.806809,-0.224953,-0.272142,-0.812729,-0.230399,-0.278079,-0.48978,-0.255142,-0.313348,-1.60923,0.0899945,-0.0860698,-0.812729,-0.80272,-0.806576,-0.48978,-0.254407,-0.312936,-1.60923,0.0854762,-0.0893458,-0.806809,-0.813875,-0.809831
-1.57687,0.168388,0.0445502,-0.79094,-0.162914,-0.298243,-0.796827,-0.159759,-0.296517,-0.480911,0.0873382,0.0869893,-0.79094,-0.240451,-0.26741,-0.796827,-0.24096,-0.273255,-0.480911,-0.24813,-0.30735,-1.57687,0.0920336,-0.0839368,-0.796827,-0.785581,-0.790785,-0.480911,-0.245744,-0.306952,-1.57687,0.0877555,-0.0871536,-0.79094,-0.798373,-0.793911
-1.54452,0.170946,0.0436329,-0.77507,-0.158584,-0.292383,-0.780925,-0.155693,-0.290718,-0.472041,0.107125,0.084906,-0.77507,-0.255949,-0.262678,-0.780925,-0.25152,-0.268431,-0.472041,-0.254279,-0.301351,-1.54452,0.0924345,-0.0818037,-0.780925,-0.768443,-0.774993,-0.472041,-0.251737,-0.300967,-1.54452,0.0884968,-0.0849615,-0.77507,-0.78287,-0.777991
-1.51216,0.171339,0.0427155,-0.759201,-0.154253,-0.286522,-0.765024,-0.151627,-0.28492,-0.463171,0.125083,0.0828228,-0.759201,-0.271447,-0.257946,-0.765024,-0.262081,-0.263608,-0.463171,-0.265079,-0.295352,-1.51216,0.0900972,-0.0796707,-0.765024,-0.751305,-0.759202,-0.463171,-0.263028,-0.294983,-1.51216,0.0866388,-0.0827694,-0.759201,-0.767368,-0.76207
-1.4798,0.170867,0.0417981,-0.743331,-0.149923,-0.280662,-0.749122,-0.14999,-0.279121,-0.454302,0.138154,0.0807395,-0.743331,-0.286945,-0.253214,-0.749122,-0.269953,-0.258784,-0.454302,-0.276948,-0.289354,-1.4798,0.0869232,-0.0775376,-0.749122,-0.735026,-0.74341,-0.454302,-0.275862,-0.288999,-1.4798,0.0839732,-0.0805773,-0.743331,-0.751865,-0.74615
-1.44745,0.168537,0.0408807,-0.727462,-0.145593,-0.274802,-0.73322,-0.151621,-0.273322,-0.445432,0.146261,0.0786562,-0.727462,-0.302444,-0.248482,-0.73322,-0.274207,-0.25396,-0.445432,-0.285498,-0.283355,-1.44745,0.0823716,-0.0754045,-0.73322,-0.719904,-0.727619,-0.445432,-0.285368,-0.283015,-1.44745,0.0799496,-0.0783851,-0.727462,-0.736363,-0.73023
-1.41509,0.164156,0.0399634,-0.711592,-0.148447,-0.268942,-0.717318,-0.153892,-0.267523,-0.436563,0.146034,0.0765729,-0.711592,-0.300023,-0.243749,-0.717318,-0.27783,-0.249136,-0.436563,-0.285668,-0.277356,-1.41509,0.0771793,-0.0732715,-0.717318,-0.705115,-0.711828,-0.436563,-0.286135,-0.27703,-1.41509,0.0752172,-0.076193,-0.711592,-0.719608,-0.71431
-1.38273,0.159362,0.039046,-0.695723,-0.152839,-0.263082,-0.701416,-0.156521,-0.261725,-0.427693,0.134163,0.0744896,-0.695723,-0.293809,-0.239017,-0.701416,-0.281108,-0.244312,-0.427693,-0.278329,-0.271358,-1.38273,0.0719411,-0.0711384,-0.701416,-0.690521,-0.696036,-0.427693,-0.278951,-0.271046,-1.38273,0.0704167,-0.0740009,-0.695723,-0.70258,-0.69839
