id,outcome2,group
86,0,simulationGroup1
87,0,simulationGroup1
88,0,simulationGroup1
89,0,simulationGroup1
90,0,simulationGroup1
91,0,simulationGroup1
92,0,simulationGroup1
93,0,simulationGroup1
94,0,simulationGroup1
95,0,simulationGroup1
96,0,simulationGroup1
97,0,simulationGroup1
98,0,simulationGroup1
99,0,simulationGroup1
100,0,simulationGroup1
101,0,simulationGroup1
102,0,simulationGroup1
103,0,simulationGroup1
104,0,simulationGroup1
105,0,simulationGroup1
106,0,simulationGroup1
107,0,simulationGroup1
108,0,simulationGroup1
109,0,simulationGroup1
110,0,simulationGroup1
111,0,simulationGroup1
112,0,simulationGroup1
113,0,simulationGroup1
114,0,simulationGroup1
115,0,simulationGroup1
116,0,simulationGroup1
117,0,simulationGroup1
118,0,simulationGroup1
119,0,simulationGroup1
120,0,simulationGroup1
121,0,simulationGroup1
122,0,simulationGroup1
123,0,simulationGroup1
124,0,simulationGroup1
125,0,simulationGroup1
126,1,simulationGroup1
127,0,simulationGroup1
128,0,simulationGroup1
129,0,simulationGroup1
130,0,simulationGroup1
131,0,simulationGroup1
132,0,simulationGroup1
133,0,simulationGroup1
134,0,simulationGroup1
135,0,simulationGroup1
136,0,simulationGroup1
137,0,simulationGroup1
138,0,simulationGroup1
139,0,simulationGroup1
140,0,simulationGroup1
141,0,simulationGroup1
142,0,simulationGroup1
143,0,simulationGroup1
144,0,simulationGroup1
145,0,simulationGroup1
146,0,simulationGroup1
147,0,simulationGroup1
148,0,simulationGroup1
149,0,simulationGroup1
150,0,simulationGroup1
151,0,simulationGroup1
152,0,simulationGroup1
153,0,simulationGroup1
154,0,simulationGroup1
155,0,simulationGroup1
156,0,simulationGroup1
157,0,simulationGroup1
158,0,simulationGroup1
159,0,simulationGroup1
160,0,simulationGroup1
161,0,simulationGroup1
162,0,simulationGroup1
163,0,simulationGroup1
164,0,simulationGroup1
165,0,simulationGroup1
166,0,simulationGroup1
167,0,simulationGroup1
168,0,simulationGroup1
169,0,simulationGroup1
170,0,simulationGroup1
171,0,simulationGroup1
172,0,simulationGroup1
173,0,simulationGroup1
174,0,simulationGroup1
175,0,simulationGroup1
176,0,simulationGroup1
177,0,simulationGroup1
178,0,simulationGroup1
179,0,simulationGroup1
180,0,simulationGroup1
181,0,simulationGroup1
182,0,simulationGroup1
183,0,simulationGroup1
184,0,simulationGroup1
185,0,simulationGroup1
186,0,simulationGroup1
187,0,simulationGroup1
188,0,simulationGroup1
189,0,simulationGroup1
190,0,simulationGroup1
191,0,simulationGroup1
192,0,simulationGroup1
193,0,simulationGroup1
194,0,simulationGroup1
195,0,simulationGroup1
196,0,simulationGroup1
197,0,simulationGroup1
198,0,simulationGroup1
199,0,simulationGroup1
200,0,simulationGroup1
201,0,simulationGroup1
202,0,simulationGroup1
203,0,simulationGroup1
204,0,simulationGroup1
205,0,simulationGroup1
206,0,simulationGroup1
207,0,simulationGroup1
208,0,simulationGroup1
209,0,simulationGroup1
210,0,simulationGroup1
211,0,simulationGroup1
212,0,simulationGroup1
213,0,simulationGroup1
214,0,simulationGroup1
215,0,simulationGroup1
216,0,simulationGroup1
217,0,simulationGroup1
218,0,simulationGroup1
219,0,simulationGroup1
220,0,simulationGroup1
221,0,simulationGroup1
222,0,simulationGroup1
223,0,simulationGroup1
224,0,simulationGroup1
225,0,simulationGroup1
226,0,simulationGroup1
227,0,simulationGroup1
228,0,simulationGroup1
229,0,simulationGroup1
230,0,simulationGroup1
231,0,simulationGroup1
232,0,simulationGroup1
233,0,simulationGroup1
234,0,simulationGroup1
235,0,simulationGroup1
236,0,simulationGroup1
237,0,simulationGroup1
238,0,simulationGroup1
239,0,simulationGroup1
240,0,simulationGroup1
241,0,simulationGroup1
242,0,simulationGroup1
243,0,simulationGroup1
244,0,simulationGroup1
245,0,simulationGroup1
246,0,simulationGroup1
247,0,simulationGroup1
248,0,simulationGroup1
249,0,simulationGroup1
250,0,simulationGroup1
251,0,simulationGroup1
252,0,simulationGroup1
253,0,simulationGroup1
254,0,simulationGroup1
255,0,simulationGroup1
256,0,simulationGroup1
257,0,simulationGroup1
258,0,simulationGroup1
259,0,simulationGroup1
260,0,simulationGroup1
261,0,simulationGroup1
262,0,simulationGroup1
263,0,simulationGroup1
264,0,simulationGroup1
265,0,simulationGroup1
266,0,simulationGroup1
267,0,simulationGroup1
268,0,simulationGroup1
269,0,simulationGroup1
270,0,simulationGroup1
271,0,simulationGroup1
272,0,simulationGroup1
273,0,simulationGroup1
274,0,simulationGroup1
275,0,simulationGroup1
276,0,simulationGroup1
277,0,simulationGroup1
278,0,simulationGroup1
279,0,simulationGroup1
280,0,simulationGroup1
281,0,simulationGroup1
282,0,simulationGroup1
283,0,simulationGroup1
284,0,simulationGroup1
285,0,simulationGroup1
286,0,simulationGroup1
287,0,simulationGroup1
288,0,simulationGroup1
289,0,simulationGroup1
290,0,simulationGroup1
291,0,simulationGroup1
292,0,simulationGroup1
293,0,simulationGroup1
294,0,simulationGroup1
295,0,simulationGroup1
296,0,simulationGroup1
297,0,simulationGroup1
298,0,simulationGroup1
299,0,simulationGroup1
300,0,simulationGroup1
301,0,simulationGroup1
302,0,simulationGroup1
303,0,simulationGroup1
304,0,simulationGroup1
305,0,simulationGroup1
306,0,simulationGroup1
307,0,simulationGroup1
308,0,simulationGroup1
309,0,simulationGroup1
310,0,simulationGroup1
311,0,simulationGroup1
312,0,simulationGroup1
313,0,simulationGroup1
314,0,simulationGroup1
315,0,simulationGroup1
316,0,simulationGroup1
317,0,simulationGroup1
318,0,simulationGroup1
319,0,simulationGroup1
320,0,simulationGroup1
321,0,simulationGroup1
322,0,simulationGroup1
323,0,simulationGroup1
324,0,simulationGroup1
325,0,simulationGroup1
326,0,simulationGroup1
327,0,simulationGroup1
328,0,simulationGroup1
329,0,simulationGroup1
330,0,simulationGroup1
331,0,simulationGroup1
332,0,simulationGroup1
333,0,simulationGroup1
334,0,simulationGroup1
335,0,simulationGroup1
336,0,simulationGroup1
337,0,simulationGroup1
338,0,simulationGroup1
339,0,simulationGroup1
340,0,simulationGroup1
341,0,simulationGroup1
342,0,simulationGroup1
343,0,simulationGroup1
344,0,simulationGroup1
345,0,simulationGroup1
346,0,simulationGroup1
347,0,simulationGroup1
348,0,simulationGroup1
349,0,simulationGroup1
350,0,simulationGroup1
351,0,simulationGroup1
352,0,simulationGroup1
353,0,simulationGroup1
354,0,simulationGroup1
355,0,simulationGroup1
356,0,simulationGroup1
357,0,simulationGroup1
358,0,simulationGroup1
359,0,simulationGroup1
360,0,simulationGroup1
361,0,simulationGroup1
362,0,simulationGroup1
363,0,simulationGroup1
364,0,simulationGroup1
365,0,simulationGroup1
366,0,simulationGroup1
367,0,simulationGroup1
368,0,simulationGroup1
369,0,simulationGroup1
370,0,simulationGroup1
371,0,simulationGroup1
372,0,simulationGroup1
373,0,simulationGroup1
374,0,simulationGroup1
375,0,simulationGroup1
376,0,simulationGroup1
377,0,simulationGroup1
378,0,simulationGroup1
379,0,simulationGroup1
380,0,simulationGroup1
381,0,simulationGroup1
382,0,simulationGroup1
383,0,simulationGroup1
384,0,simulationGroup1
385,0,simulationGroup1
386,0,simulationGroup1
387,0,simulationGroup1
388,0,simulationGroup1
389,0,simulationGroup1
390,0,simulationGroup1
391,0,simulationGroup1
392,1,simulationGroup1
393,0,simulationGroup1
394,0,simulationGroup1
395,0,simulationGroup1
396,0,simulationGroup1
397,0,simulationGroup1
398,0,simulationGroup1
399,0,simulationGroup1
400,0,simulationGroup1
401,0,simulationGroup1
402,0,simulationGroup1
403,0,simulationGroup1
404,0,simulationGroup1
405,0,simulationGroup1
406,0,simulationGroup1
407,0,simulationGroup1
408,0,simulationGroup1
409,0,simulationGroup1
410,0,simulationGroup1
411,0,simulationGroup1
412,0,simulationGroup1
413,0,simulationGroup1
414,0,simulationGroup1
415,0,simulationGroup1
416,0,simulationGroup1
417,0,simulationGroup1
418,0,simulationGroup1
419,0,simulationGroup1
420,0,simulationGroup1
421,0,simulationGroup1
422,0,simulationGroup1
423,0,simulationGroup1
424,0,simulationGroup1
425,0,simulationGroup1
426,0,simulationGroup1
427,0,simulationGroup1
428,0,simulationGroup1
429,0,simulationGroup1
430,0,simulationGroup1
431,0,simulationGroup1
432,0,simulationGroup1
433,0,simulationGroup1
434,0,simulationGroup1
435,0,simulationGroup1
436,0,simulationGroup1
437,0,simulationGroup1
438,0,simulationGroup1
439,0,simulationGroup1
440,0,simulationGroup1
441,0,simulationGroup1
442,0,simulationGroup1
443,0,simulationGroup1
444,0,simulationGroup1
445,0,simulationGroup1
446,0,simulationGroup1
447,0,simulationGroup1
448,0,simulationGroup1
449,0,simulationGroup1
450,0,simulationGroup1
451,0,simulationGroup1
452,1,simulationGroup1
453,0,simulationGroup1
454,0,simulationGroup1
455,0,simulationGroup1
456,0,simulationGroup1
457,0,simulationGroup1
458,0,simulationGroup1
459,0,simulationGroup1
460,0,simulationGroup1
461,0,simulationGroup1
462,0,simulationGroup1
463,0,simulationGroup1
464,0,simulationGroup1
465,0,simulationGroup1
466,0,simulationGroup1
467,0,simulationGroup1
468,0,simulationGroup1
469,0,simulationGroup1
470,0,simulationGroup1
471,0,simulationGroup1
472,0,simulationGroup1
473,0,simulationGroup1
474,0,simulationGroup1
475,0,simulationGroup1
476,0,simulationGroup1
477,0,simulationGroup1
478,0,simulationGroup1
479,0,simulationGroup1
480,0,simulationGroup1
481,0,simulationGroup1
482,0,simulationGroup1
483,0,simulationGroup1
484,0,simulationGroup1
485,0,simulationGroup1
486,0,simulationGroup1
487,0,simulationGroup1
488,0,simulationGroup1
489,0,simulationGroup1
490,0,simulationGroup1
491,0,simulationGroup1
492,0,simulationGroup1
493,0,simulationGroup1
494,0,simulationGroup1
495,0,simulationGroup1
496,0,simulationGroup1
497,0,simulationGroup1
498,0,simulationGroup1
499,0,simulationGroup1
500,0,simulationGroup1
501,0,simulationGroup1
502,0,simulationGroup1
503,0,simulationGroup1
504,0,simulationGroup1
505,0,simulationGroup1
506,0,simulationGroup1
507,0,simulationGroup1
508,0,simulationGroup1
509,0,simulationGroup1
510,0,simulationGroup1
511,0,simulationGroup1
512,0,simulationGroup1
513,0,simulationGroup1
514,0,simulationGroup1
515,0,simulationGroup1
516,0,simulationGroup1
517,0,simulationGroup1
518,0,simulationGroup1
519,0,simulationGroup1
520,0,simulationGroup1
521,0,simulationGroup1
522,0,simulationGroup1
523,0,simulationGroup1
524,0,simulationGroup1
525,0,simulationGroup1
526,0,simulationGroup1
527,0,simulationGroup1
528,0,simulationGroup1
529,0,simulationGroup1
530,0,simulationGroup1
531,0,simulationGroup1
532,0,simulationGroup1
533,0,simulationGroup1
534,0,simulationGroup1
535,0,simulationGroup1
536,0,simulationGroup1
537,0,simulationGroup1
538,0,simulationGroup1
539,0,simulationGroup1
540,0,simulationGroup1
541,0,simulationGroup1
542,0,simulationGroup1
543,0,simulationGroup1
544,0,simulationGroup1
545,0,simulationGroup1
546,0,simulationGroup1
547,0,simulationGroup1
548,0,simulationGroup1
549,0,simulationGroup1
550,0,simulationGroup1
551,0,simulationGroup1
552,0,simulationGroup1
553,0,simulationGroup1
554,0,simulationGroup1
555,0,simulationGroup1
556,0,simulationGroup1
557,0,simulationGroup1
558,0,simulationGroup1
559,0,simulationGroup1
560,0,simulationGroup1
561,0,simulationGroup1
562,0,simulationGroup1
563,0,simulationGroup1
564,0,simulationGroup1
565,0,simulationGroup1
566,0,simulationGroup1
567,0,simulationGroup1
568,0,simulationGroup1
569,0,simulationGroup1
570,0,simulationGroup1
571,0,simulationGroup1
572,0,simulationGroup1
573,0,simulationGroup1
574,0,simulationGroup1
575,0,simulationGroup1
576,0,simulationGroup1
577,0,simulationGroup1
578,0,simulationGroup1
579,0,simulationGroup1
580,0,simulationGroup1
581,0,simulationGroup1
582,0,simulationGroup1
583,0,simulationGroup1
584,0,simulationGroup1
585,0,simulationGroup1
586,0,simulationGroup1
587,0,simulationGroup1
588,0,simulationGroup1
589,0,simulationGroup1
590,0,simulationGroup1
591,0,simulationGroup1
592,0,simulationGroup1
593,0,simulationGroup1
594,0,simulationGroup1
595,0,simulationGroup1
596,0,simulationGroup1
597,0,simulationGroup1
598,0,simulationGroup1
599,0,simulationGroup1
600,0,simulationGroup1
601,0,simulationGroup1
602,0,simulationGroup1
603,0,simulationGroup1
604,0,simulationGroup1
605,0,simulationGroup1
606,0,simulationGroup1
607,0,simulationGroup1
608,0,simulationGroup1
609,0,simulationGroup1
610,0,simulationGroup1
611,0,simulationGroup1
612,0,simulationGroup1
613,0,simulationGroup1
614,0,simulationGroup1
615,0,simulationGroup1
616,0,simulationGroup1
617,0,simulationGroup1
618,0,simulationGroup1
619,0,simulationGroup1
620,0,simulationGroup1
621,0,simulationGroup1
622,0,simulationGroup1
623,0,simulationGroup1
624,0,simulationGroup1
625,0,simulationGroup1
626,0,simulationGroup1
627,0,simulationGroup1
628,0,simulationGroup1
629,0,simulationGroup1
630,0,simulationGroup1
631,0,simulationGroup1
632,0,simulationGroup1
633,0,simulationGroup1
634,0,simulationGroup1
635,0,simulationGroup1
636,0,simulationGroup1
637,0,simulationGroup1
638,0,simulationGroup1
639,0,simulationGroup1
640,0,simulationGroup1
641,0,simulationGroup1
642,0,simulationGroup1
643,0,simulationGroup1
644,0,simulationGroup1
645,0,simulationGroup1
646,0,simulationGroup1
647,0,simulationGroup1
648,0,simulationGroup1
649,0,simulationGroup1
650,0,simulationGroup1
651,0,simulationGroup1
652,0,simulationGroup1
653,0,simulationGroup1
654,0,simulationGroup1
655,0,simulationGroup1
656,0,simulationGroup1
657,0,simulationGroup1
658,0,simulationGroup1
659,0,simulationGroup1
660,0,simulationGroup1
661,0,simulationGroup1
662,0,simulationGroup1
663,0,simulationGroup1
664,0,simulationGroup1
665,0,simulationGroup1
666,0,simulationGroup1
667,0,simulationGroup1
668,0,simulationGroup1
669,0,simulationGroup1
670,0,simulationGroup1
671,0,simulationGroup1
672,0,simulationGroup1
673,0,simulationGroup1
674,0,simulationGroup1
675,0,simulationGroup1
676,0,simulationGroup1
677,0,simulationGroup1
678,0,simulationGroup1
679,0,simulationGroup1
680,0,simulationGroup1
681,0,simulationGroup1
682,0,simulationGroup1
683,0,simulationGroup1
684,0,simulationGroup1
685,0,simulationGroup1
686,0,simulationGroup1
687,0,simulationGroup1
688,0,simulationGroup1
689,0,simulationGroup1
690,0,simulationGroup1
691,0,simulationGroup1
692,0,simulationGroup1
693,0,simulationGroup1
694,0,simulationGroup1
695,0,simulationGroup1
696,0,simulationGroup1
697,0,simulationGroup1
698,0,simulationGroup1
699,0,simulationGroup1
700,0,simulationGroup1
701,0,simulationGroup1
702,0,simulationGroup1
703,0,simulationGroup1
704,0,simulationGroup1
705,0,simulationGroup1
706,0,simulationGroup1
707,0,simulationGroup1
708,0,simulationGroup1
709,0,simulationGroup1
710,0,simulationGroup1
711,0,simulationGroup1
712,0,simulationGroup1
713,0,simulationGroup1
714,0,simulationGroup1
715,0,simulationGroup1
716,0,simulationGroup1
717,0,simulationGroup1
718,0,simulationGroup1
719,0,simulationGroup1
720,0,simulationGroup1
721,0,simulationGroup1
722,0,simulationGroup1
723,0,simulationGroup1
724,0,simulationGroup1
725,0,simulationGroup1
726,0,simulationGroup1
727,0,simulationGroup1
728,0,simulationGroup1
729,0,simulationGroup1
730,0,simulationGroup1
731,0,simulationGroup1
732,0,simulationGroup1
733,0,simulationGroup1
734,0,simulationGroup1
735,0,simulationGroup1
736,0,simulationGroup1
737,0,simulationGroup1
738,0,simulationGroup1
739,0,simulationGroup1
740,1,simulationGroup1
741,0,simulationGroup1
742,0,simulationGroup1
743,0,simulationGroup1
744,0,simulationGroup1
745,0,simulationGroup1
746,0,simulationGroup1
747,0,simulationGroup1
748,0,simulationGroup1
749,0,simulationGroup1
750,0,simulationGroup1
751,0,simulationGroup1
752,0,simulationGroup1
753,0,simulationGroup1
754,0,simulationGroup1
755,0,simulationGroup1
756,0,simulationGroup1
757,0,simulationGroup1
758,0,simulationGroup1
759,0,simulationGroup1
760,0,simulationGroup1
761,0,simulationGroup1
762,0,simulationGroup1
763,1,simulationGroup1
764,0,simulationGroup1
765,0,simulationGroup1
766,0,simulationGroup1
767,0,simulationGroup1
768,0,simulationGroup1
769,0,simulationGroup1
770,0,simulationGroup1
771,0,simulationGroup1
772,0,simulationGroup1
773,0,simulationGroup1
774,0,simulationGroup1
775,0,simulationGroup1
776,0,simulationGroup1
777,0,simulationGroup1
778,0,simulationGroup1
779,0,simulationGroup1
780,0,simulationGroup1
781,0,simulationGroup1
782,0,simulationGroup1
783,0,simulationGroup1
784,0,simulationGroup1
785,0,simulationGroup1
786,0,simulationGroup1
787,0,simulationGroup1
788,0,simulationGroup1
789,0,simulationGroup1
790,0,simulationGroup1
791,0,simulationGroup1
792,0,simulationGroup1
793,0,simulationGroup1
794,0,simulationGroup1
795,0,simulationGroup1
796,0,simulationGroup1
797,0,simulationGroup1
798,0,simulationGroup1
799,0,simulationGroup1
800,0,simulationGroup1
801,0,simulationGroup1
802,1,simulationGroup1
803,0,simulationGroup1
804,0,simulationGroup1
805,0,simulationGroup1
806,0,simulationGroup1
807,0,simulationGroup1
808,0,simulationGroup1
809,0,simulationGroup1
810,0,simulationGroup1
811,0,simulationGroup1
812,0,simulationGroup1
813,0,simulationGroup1
814,0,simulationGroup1
815,0,simulationGroup1
816,0,simulationGroup1
817,0,simulationGroup1
818,0,simulationGroup1
819,0,simulationGroup1
820,0,simulationGroup1
821,0,simulationGroup1
822,0,simulationGroup1
823,0,simulationGroup1
824,0,simulationGroup1
825,0,simulationGroup1
826,0,simulationGroup1
827,0,simulationGroup1
828,0,simulationGroup1
829,0,simulationGroup1
830,0,simulationGroup1
831,0,simulationGroup1
832,0,simulationGroup1
833,0,simulationGroup1
834,0,simulationGroup1
835,0,simulationGroup1
836,0,simulationGroup1
837,0,simulationGroup1
838,0,simulationGroup1
839,0,simulationGroup1
840,0,simulationGroup1
841,0,simulationGroup1
842,0,simulationGroup1
843,0,simulationGroup1
844,0,simulationGroup1
845,0,simulationGroup1
846,0,simulationGroup1
847,0,simulationGroup1
848,0,simulationGroup1
849,0,simulationGroup1
850,0,simulationGroup1
851,0,simulationGroup1
852,0,simulationGroup1
853,0,simulationGroup1
854,0,simulationGroup1
855,0,simulationGroup1
856,0,simulationGroup1
857,0,simulationGroup1
858,0,simulationGroup1
859,0,simulationGroup1
860,0,simulationGroup1
861,0,simulationGroup1
862,0,simulationGroup1
863,0,simulationGroup1
864,0,simulationGroup1
865,0,simulationGroup1
866,0,simulationGroup1
867,0,simulationGroup1
868,0,simulationGroup1
869,0,simulationGroup1
870,0,simulationGroup1
871,0,simulationGroup1
872,0,simulationGroup1
873,0,simulationGroup1
874,0,simulationGroup1
875,0,simulationGroup1
876,0,simulationGroup1
877,0,simulationGroup1
878,0,simulationGroup1
879,0,simulationGroup1
880,0,simulationGroup1
881,0,simulationGroup1
882,0,simulationGroup1
883,0,simulationGroup1
884,0,simulationGroup1
885,0,simulationGroup1
886,0,simulationGroup1
887,0,simulationGroup1
888,0,simulationGroup1
889,0,simulationGroup1
890,0,simulationGroup1
891,0,simulationGroup1
892,0,simulationGroup1
893,0,simulationGroup1
894,0,simulationGroup1
895,0,simulationGroup1
896,0,simulationGroup1
897,0,simulationGroup1
898,0,simulationGroup1
899,0,simulationGroup1
900,0,simulationGroup1
901,0,simulationGroup1
902,0,simulationGroup1
903,0,simulationGroup1
904,0,simulationGroup1
905,0,simulationGroup1
906,0,simulationGroup1
907,0,simulationGroup1
908,0,simulationGroup1
909,0,simulationGroup1
910,0,simulationGroup1
911,0,simulationGroup1
912,0,simulationGroup1
913,0,simulationGroup1
914,0,simulationGroup1
915,0,simulationGroup1
916,0,simulationGroup1
917,0,simulationGroup1
918,0,simulationGroup1
919,0,simulationGroup1
920,0,simulationGroup1
921,0,simulationGroup1
922,0,simulationGroup1
923,0,simulationGroup1
924,0,simulationGroup1
925,0,simulationGroup1
926,0,simulationGroup1
927,0,simulationGroup1
928,0,simulationGroup1
929,0,simulationGroup1
930,0,simulationGroup1
931,0,simulationGroup1
932,0,simulationGroup1
933,0,simulationGroup1
934,0,simulationGroup1
935,0,simulationGroup1
936,0,simulationGroup1
937,0,simulationGroup1
938,0,simulationGroup1
939,0,simulationGroup1
940,0,simulationGroup1
941,0,simulationGroup1
942,0,simulationGroup1
943,0,simulationGroup1
944,0,simulationGroup1
945,0,simulationGroup1
946,0,simulationGroup1
947,0,simulationGroup1
948,0,simulationGroup1
949,0,simulationGroup1
950,0,simulationGroup1
951,0,simulationGroup1
952,0,simulationGroup1
953,0,simulationGroup1
954,0,simulationGroup1
955,0,simulationGroup1
956,0,simulationGroup1
957,0,simulationGroup1
958,0,simulationGroup1
959,0,simulationGroup1
960,0,simulationGroup1
961,0,simulationGroup1
962,0,simulationGroup1
963,0,simulationGroup1
964,0,simulationGroup1
965,0,simulationGroup1
966,0,simulationGroup1
967,0,simulationGroup1
968,0,simulationGroup1
969,0,simulationGroup1
970,0,simulationGroup1
971,0,simulationGroup1
972,0,simulationGroup1
973,0,simulationGroup1
974,0,simulationGroup1
975,0,simulationGroup1
976,0,simulationGroup1
977,0,simulationGroup1
978,0,simulationGroup1
979,0,simulationGroup1
980,0,simulationGroup1
981,0,simulationGroup1
982,0,simulationGroup1
983,0,simulationGroup1
984,0,simulationGroup1
985,0,simulationGroup1
986,0,simulationGroup1
987,0,simulationGroup1
988,0,simulationGroup1
989,0,simulationGroup1
990,0,simulationGroup1
991,0,simulationGroup1
992,0,simulationGroup1
993,0,simulationGroup1
994,0,simulationGroup1
995,0,simulationGroup1
996,0,simulationGroup1
997,0,simulationGroup1
998,0,simulationGroup1
999,0,simulationGroup1
1000,0,simulationGroup1
