simulations, -2LL
1000,591.207
2000,590.488
3000,590.005
4000,590.087
5000,590.201
6000,590.244
7000,590.378
8000,590.336
9000,589.86
10000,589.856
11000,589.862
12000,589.908
13000,589.99
14000,590.042
15000,590.041
16000,590.136
17000,590.221
18000,590.273
19000,590.349
20000,590.333
21000,590.308
22000,590.375
23000,590.383
24000,590.395
25000,590.409
26000,590.428
27000,590.429
28000,590.383
29000,590.413
30000,590.39
