parameter,value,se_sa,rse_sa
Cl_pop,5.27363217765156,0.308892089198008,5.85729301537224
beta_Cl_logtCLCRMLMIN,0.638514286261564,0.252074627472953,39.4783065777313
V1_pop,20.9691306277911,1.75064800500704,8.34869139823492
Q_pop,6.61281869867473,1.35959585324829,20.5600049721727
V2_pop,23.404149773767,3.29659137961794,14.0854994156335
bias_pop,-17.4640838201231,2.53619282541753,14.5223353915376
beta_bias_lcat_2,18.0617617361507,2.61247539694452,14.4641227976983
omega_Cl,0.215402493347058,0.0413990438479518,19.219389341631
omega_V1,0.27416809206503,0.0712162395897943,25.975393071234
omega_Q,0.603878008823375,0.171326538511029,28.3710511076318
omega_V2,0.377887151447882,0.131351740232757,34.75951477299
bias_sd,2.15780119010553,0.455822958859879,21.1244187346836
corr_V2_V1,0.870629365391084,0.276851135434793,31.7989659480911
a1,0.136058987638933,0.0125964036071939,9.25804595917003
a2,0.0650275169781265,0.00774758209641675,11.914313288362
plcat_1,0.071428571445154,0.0688302937068258,96.3624111671851
plcat_2,0.928571428554846,0.0688302937068258,7.41249316855977
