iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2029.88,1,7.77311,2.88311,21.0128,22.7517,3,3,0,1.5,1.5,1.5,1.5
2,2003.89,1,4.15994,4.3429,26.6518,29.4446,2.92404,2.92404,0,1.46202,1.64833,1.50254,1.46202
3,1993.97,1,4.3043,5.5282,31.6876,40.795,2.85,2.85,0,1.425,1.70845,1.4645,1.57599
4,1970.41,1,3.03183,6.65599,45.5971,66.8685,2.77784,2.77784,0,1.38892,1.66519,1.42742,1.53609
5,1966.79,1,2.89914,6.55929,70.54,71.9199,2.7075,2.7075,0,1.35375,1.62303,1.40876,1.49719
6,1961.87,1,2.88927,5.25616,66.7647,74.6464,2.63894,2.63894,0,1.31947,1.58193,1.53659,1.45928
7,1943.39,1,2.56553,5.32904,91.1313,103.733,2.57212,2.57212,0,1.28606,1.57439,1.49768,1.42233
8,1929.59,1,2.29049,5.27418,92.2473,96.752,2.507,2.507,0,1.2535,1.53453,1.45976,1.41629
9,1935.5,1,2.37125,3.88901,97.1072,96.3094,2.44352,2.44352,0,1.22176,1.76187,1.4228,1.38043
10,1920.45,1,2.04914,4.42032,77.7422,135.11,2.38165,2.38165,0,1.19082,1.77545,1.38677,1.34547
11,1904.55,1,2.6029,3.11049,91.162,135.115,2.32134,2.32134,0,1.16067,1.73049,1.35166,1.41383
12,1892.58,1,2.5382,3.10871,87.6487,133.938,2.26257,2.26257,0,1.13128,1.68667,1.31743,1.37803
13,1886,1,2.70503,5.27329,64.7001,205.145,2.20528,2.20528,0,1.10264,1.70171,1.28407,1.487
14,1874.48,1,2.4854,4.63265,81.8848,209.655,2.14944,2.14944,0,1.07472,1.84467,1.25156,1.44935
15,1858.94,1,2.26384,5.0987,65.4172,217.738,2.09501,2.09501,0,1.04751,1.79796,1.21987,1.41265
16,1859.64,1,2.42473,8.87545,62.4351,176.272,2.04197,2.04197,0,1.02098,1.80582,1.18898,1.37688
17,1833.39,1,2.47095,6.01938,51.655,215.789,1.99026,1.99026,0,0.995131,1.7601,1.15888,1.34201
18,1834.14,1,2.72128,5.78116,43.8341,179.211,1.93987,1.93987,0,0.969933,1.71553,1.1796,1.43659
19,1803.57,1,3.20508,5.32866,48.2869,184.705,1.89075,1.89075,0,0.945374,1.67209,1.14973,1.40022
20,1793.23,1,3.56934,4.52962,49.7537,166.932,1.84287,1.84287,0,0.921437,1.62975,1.12062,1.36476
21,1793.82,1,3.14265,6.20134,53.5886,148.62,1.79621,1.79621,0,0.898105,1.58849,1.09225,1.33021
22,1776.51,1,2.91377,6.21623,47.4104,173.469,1.75073,1.75073,0,0.875365,1.54827,1.06459,1.29652
23,1772.76,1,2.76021,6.69686,41.8957,238.6,1.7064,1.7064,0,0.8532,1.58259,1.04393,1.2637
24,1757.94,1,2.81678,6.13698,48.3418,283.199,1.66319,1.66319,0,0.831597,1.66741,1.0175,1.2317
25,1744.22,1,3.36575,5.58723,42.2451,289.163,1.62108,1.62108,0,0.81054,1.62519,0.991734,1.20051
26,1731.82,1,3.76503,5.67053,44.2427,360.601,1.58003,1.58003,0,0.790017,1.58404,0.966623,1.17011
27,1719.85,1,3.66489,4.34187,45.2642,306.696,1.54003,1.54003,0,0.770013,1.54393,0.942147,1.14049
28,1704.65,1,3.47712,3.20879,57.1671,219.918,1.50103,1.50103,0,0.750516,1.50484,0.918292,1.11161
29,1698.49,1,3.74537,3.35098,49.2909,167.332,1.46302,1.46302,0,0.731512,1.46674,0.89504,1.13839
30,1684.82,1,4.07441,2.99283,47.7652,202.745,1.42598,1.42598,0,0.71299,1.4296,0.872377,1.10957
31,1672.86,1,3.60666,2.42581,45.7486,215.146,1.38987,1.38987,0,0.694937,1.43249,0.850288,1.08147
32,1659.9,1,3.69623,2.8688,48.3576,166.567,1.35468,1.35468,0,0.677341,1.39621,0.828758,1.05409
33,1655.13,1,3.948,2.84966,44.3822,143.298,1.32038,1.32038,0,0.66019,1.53707,0.807773,1.0274
34,1642.81,1,3.91464,3.42086,48.5118,142.65,1.28695,1.28695,0,0.643474,1.52003,0.78732,1.00138
35,1622.77,1,4.37928,3.66937,41.4241,158.4,1.25436,1.25436,0,0.627181,1.48154,0.767385,0.976029
36,1620.07,1,4.23693,5.88551,39.1393,139.773,1.2226,1.2226,0,0.6113,1.5002,0.747954,0.951315
37,1607.51,1,4.24915,4.60448,43.4246,115.768,1.19164,1.19164,0,0.595821,1.56323,0.729016,0.927227
38,1597.54,1,4.19329,4.84828,48.4189,100.296,1.16147,1.16147,0,0.580735,1.52365,0.759428,0.913038
39,1581.62,1,4.50784,4.2917,46.2025,86.5668,1.13206,1.13206,0,0.56603,1.48507,0.740199,0.889919
40,1569.69,1,4.54941,5.22967,40.7506,82.2433,1.1034,1.1034,0,0.551698,1.51162,0.721457,0.867386
41,1564.92,1,4.70728,6.30002,41.5855,87.3937,1.07546,1.07546,0,0.537729,1.60466,0.703189,0.845423
42,1553.76,1,4.67241,5.5905,34.9711,80.9853,1.04823,1.04823,0,0.524113,1.56403,0.685384,0.835858
43,1530.91,1,4.78901,5.22542,30.4912,74.4522,1.02168,1.02168,0,0.510842,1.52442,0.668029,0.814694
44,1520.24,1,4.54168,5.08212,27.6991,86.0468,0.995815,0.995815,0,0.497908,1.48583,0.651115,0.849382
45,1511.07,1,4.68177,4.56249,25.9665,78.6157,0.970601,0.970601,0,0.4853,1.48815,0.634628,0.827875
46,1502.75,1,4.54456,3.2416,28.7599,81.4426,0.946024,0.946024,0,0.473012,1.46633,0.618559,0.806913
47,1490.72,1,4.46945,4.65275,28.7266,97.5705,0.922071,0.922071,0,0.461035,1.4292,0.602897,0.80931
48,1479.46,1,4.53641,4.77684,27.917,98.2435,0.898723,0.898723,0,0.449362,1.44247,0.587631,0.788818
49,1473.44,1,4.4807,4.26922,30.4672,109.667,0.875967,0.875967,0,0.437984,1.40595,0.572752,0.768845
50,1450.63,1,4.48149,4.4247,30.1984,111.723,0.853787,0.853787,0,0.426894,1.47345,0.558249,0.749377
51,1442.38,1,4.93779,2.98923,33.0239,103.192,0.832169,0.832169,0,0.416084,1.43614,0.544114,0.730403
52,1426.78,1,4.67813,3.86615,32.3711,98.1332,0.811098,0.811098,0,0.405549,1.39977,0.530337,0.711908
53,1427.93,1,4.64094,3.92475,27.6274,103.141,0.79056,0.79056,0,0.39528,1.36433,0.516908,0.713791
54,1421.69,1,4.50815,3.37892,27.4807,97.2947,0.770543,0.770543,0,0.385271,1.35772,0.510712,0.695717
55,1392.11,1,4.62419,4.85946,28.1497,93.5251,0.751032,0.751032,0,0.375516,1.32334,0.49778,0.678101
56,1396.65,1,4.58823,3.39969,28.6215,92.7115,0.732016,0.732016,0,0.366008,1.28983,0.485176,0.690103
57,1379.42,1,4.79318,3.69886,29.6103,89.2209,0.713481,0.713481,0,0.35674,1.25829,0.472891,0.684216
58,1366.23,1,4.37879,3.64155,27.0832,99.6888,0.695415,0.695415,0,0.347707,1.22643,0.460917,0.745816
59,1363.84,1,4.20883,3.23028,27.2947,108.689,0.677807,0.677807,0,0.338903,1.22053,0.449247,0.804344
60,1344.65,1,4.65944,3.57912,28.5469,99.8772,0.660644,0.660644,0,0.330322,1.18963,0.437872,0.783977
61,1331.59,1,4.64426,4.18706,29.8679,102.938,0.643916,0.643916,0,0.321958,1.1595,0.426784,0.764127
62,1326.57,1,4.80404,4.88044,27.5503,99.544,0.627612,0.627612,0,0.313806,1.13015,0.415978,0.744778
63,1313.59,1,4.69863,4.07155,25.3358,88.7286,0.61172,0.61172,0,0.30586,1.10153,0.405445,0.72592
64,1302.49,1,4.72408,3.96552,26.1386,85.5313,0.596231,0.596231,0,0.298116,1.07364,0.395179,0.777841
65,1290.44,1,4.66831,4.51141,27.7992,93.6823,0.581134,0.581134,0,0.290567,1.04645,0.385173,0.758146
66,1278.9,1,4.61004,5.05599,27.5258,98.938,0.56642,0.56642,0,0.28321,1.01996,0.37542,0.754252
