iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,771.166,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,766.64,1,5.93224,0.968288,24.2548,6.81431,26.5125,1.46202,1.46202,0.974679,0.62,0.285
3,752.423,1,6.13601,0.424061,27.0611,8.05755,31.815,1.425,1.425,0.990152,0.62,0.27075
4,744.367,1,6.12846,0.465498,27.9706,7.65413,29.8266,1.38892,1.38892,0.99882,0.62,0.257212
5,727.033,1,6.09701,0.579787,24.3182,8.25541,31.8771,1.35375,1.35375,0.97353,0.62,0.244352
6,719.703,1,6.39019,0.653965,28.7348,9.04992,34.2679,1.31947,1.31947,1.04291,0.62,0.232134
7,707.748,1,6.15832,0.314701,24.467,9.60135,39.8365,1.28606,1.28606,1.01651,0.62,0.220528
8,693.459,1,6.40803,1.02789,22.6838,10.7121,43.2599,1.2535,1.2535,0.990768,0.62,0.209501
9,690.529,1,6.25539,0.940661,20.5147,10.6688,40.4886,1.22176,1.22176,1.03168,0.62,0.199026
10,678.844,1,6.00563,0.358558,19.9537,11.6295,37.3254,1.19082,1.19082,1.00556,0.62,0.189075
11,664.135,1,6.09687,0.427865,16.1508,13.1754,32.7764,1.16067,1.16067,0.980097,0.62,0.179621
12,651.673,1,6.10755,0.544181,17.624,13.4061,33.1861,1.13128,1.13128,0.95528,0.62,0.17064
13,641.821,1,6.02919,0.826669,15.6152,14.7278,32.6157,1.10264,1.10264,0.933141,0.62,0.162108
14,632.366,1,5.90057,0.295542,14.2237,15.4668,30.6791,1.07472,1.07472,0.909514,0.62,0.154003
15,616.963,1,6.08537,0.471024,14.0022,18.5065,30.5353,1.04751,1.04751,0.886484,0.62,0.146302
16,614.766,1,6.03754,0.131554,13.8343,20.1673,29.104,1.02098,1.02098,0.977941,0.62,0.138987
