time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.9284,1.6727,0.872112,1.18597,1.3569,1.48911,1.61254,1.73275,1.86588,2.03149,2.2631,2.66915,All
-59.8569,3.27541,1.71309,2.33074,2.65997,2.91752,3.1567,3.38827,3.6423,3.9621,4.39503,5.17405,All
-59.7853,4.80486,2.52786,3.43979,3.91399,4.29017,4.63865,4.97287,5.3404,5.79476,6.42031,7.54046,All
-59.7137,6.2681,3.31404,4.50733,5.12624,5.60741,6.0605,6.48933,6.95908,7.54319,8.34961,9.76117,All
-59.6421,7.67863,4.06306,5.54023,6.2917,6.87636,7.4239,7.94506,8.51684,9.21296,10.1807,11.8536,All
-59.5706,9.03238,4.79103,6.53048,7.41112,8.09769,8.7276,9.34942,10.0095,10.8031,11.9284,13.8731,All
-59.499,10.34,5.489,7.49267,8.49721,9.28103,9.99297,10.6828,11.439,12.3304,13.6073,15.7738,All
-59.4274,11.5969,6.17764,8.42663,9.54435,10.4176,11.2005,11.9739,12.8,13.7934,15.2147,17.5908,All
-59.3559,12.8038,6.84917,9.32657,10.5553,11.5108,12.3737,13.2242,14.1162,15.1993,16.7303,19.322,All
-59.2843,13.9778,7.48375,10.1962,11.5239,12.5613,13.5016,14.4133,15.3835,16.5602,18.1831,20.9673,All
-59.2127,15.0949,8.11396,11.0512,12.4732,13.5789,14.5901,15.5749,16.6152,17.8703,19.576,22.5513,All
-59.1411,16.1725,8.68707,11.8622,13.3858,14.5738,15.6486,16.6902,17.7922,19.1293,20.9274,24.0946,All
-59.0696,17.2234,9.26249,12.65,14.2628,15.534,16.6612,17.7623,18.9342,20.3394,22.2332,25.5116,All
-58.998,18.23,9.81476,13.4381,15.121,16.4632,17.6531,18.7928,20.0493,21.4964,23.5064,26.9121,All
-58.9264,19.2182,10.3529,14.1919,15.957,17.3467,18.6028,19.8009,21.1017,22.6219,24.7072,28.2823,All
-58.8549,20.16,10.8786,14.9218,16.7747,18.1911,19.52,20.7719,22.138,23.7076,25.8784,29.5587,All
