simulations, -2LL
1000,612.837
2000,611.551
3000,611.918
4000,611.835
5000,611.895
6000,611.923
7000,612.084
8000,612.11
9000,611.869
10000,611.926
11000,611.954
12000,612.044
13000,612.176
14000,612.256
15000,612.251
16000,612.339
17000,612.403
18000,612.4
19000,612.45
20000,612.423
21000,612.379
22000,612.403
23000,612.424
24000,612.389
25000,612.409
26000,612.413
27000,612.417
28000,612.403
29000,612.398
30000,612.403
