Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
9.96994,0.00148824,0.999287,37.4496,0.00178452,0.994832,23.0633,0.00221348,0.986016,All
10.1013,0.00114381,0.999459,37.9037,0.00153253,0.995584,23.4086,0.00208073,0.986757,All
10.2326,0.000875488,0.999591,38.3579,0.00131472,0.996229,23.7539,0.00195685,0.987454,All
10.3639,0.000667483,0.999692,38.812,0.00112674,0.996782,24.0991,0.00184117,0.988109,All
10.4953,0.000506987,0.999768,39.2661,0.00096472,0.997256,24.4444,0.00173312,0.988726,All
10.6266,0.000383698,0.999826,39.7203,0.000825262,0.997662,24.7897,0.00163213,0.989307,All
10.758,0.000289392,0.99987,40.1744,0.000705369,0.998009,25.135,0.00153769,0.989854,All
10.8893,0.000217547,0.999903,40.6286,0.000602416,0.998305,25.4802,0.00144934,0.990369,All
11.0206,0.000163024,0.999928,41.0827,0.000514103,0.998558,25.8255,0.00136664,0.990855,All
11.152,0.000121799,0.999947,41.5369,0.000438429,0.998774,26.1708,0.00128919,0.991314,All
11.2833,9.07374e-05,0.999961,41.991,0.000373645,0.998958,26.516,0.00121664,0.991746,All
11.4146,6.74119e-05,0.999971,42.4452,0.000318236,0.999115,26.8613,0.00114863,0.992154,All
11.546,4.99514e-05,0.999979,42.8993,0.000270885,0.999248,27.2066,0.00108485,0.99254,All
11.6773,3.69208e-05,0.999984,43.3534,0.000230453,0.999362,27.5518,0.00102502,0.992904,All
11.8087,2.72243e-05,0.999989,43.8076,0.000195955,0.999459,27.8971,0.000968863,0.993248,All
11.94,2.00286e-05,0.999992,44.2617,0.000166541,0.999541,28.2424,0.00091613,0.993573,All
12.0713,1.47028e-05,0.999994,44.7159,0.000141479,0.999611,28.5877,0.000866593,0.993881,All
12.2027,1.07708e-05,0.999996,45.17,0.000120138,0.99967,28.9329,0.000820038,0.994172,All
12.334,7.87479e-06,0.999997,45.6242,0.000101976,0.99972,29.2782,0.000776267,0.994448,All
12.4653,5.74659e-06,0.999998,46.0783,8.65287e-05,0.999763,29.6235,0.000735097,0.994709,All
12.5967,4.18602e-06,0.999998,46.5325,7.33966e-05,0.999799,29.9687,0.000696357,0.994956,All
12.728,3.04403e-06,0.999999,46.9866,6.22382e-05,0.99983,30.314,0.000659889,0.99519,All
12.8593,2.20999e-06,0.999999,47.4407,5.27611e-05,0.999856,30.6593,0.000625547,0.995412,All
12.9907,1.60199e-06,0.999999,47.8949,4.47153e-05,0.999878,31.0045,0.000593194,0.995622,All
13.122,1.15955e-06,1,48.349,3.78874e-05,0.999897,31.3498,0.000562702,0.995821,All
13.2534,8.38127e-07,1,48.8032,3.2095e-05,0.999913,31.6951,0.000533954,0.996011,All
13.3847,6.04998e-07,1,49.2573,2.71828e-05,0.999926,32.0403,0.000506841,0.99619,All
13.516,4.36163e-07,1,49.7115,2.30182e-05,0.999937,32.3856,0.000481259,0.996361,All
13.6474,3.14068e-07,1,50.1656,1.94886e-05,0.999947,32.7309,0.000457113,0.996523,All
13.7787,2.25895e-07,1,50.6198,1.64978e-05,0.999955,33.0762,0.000434315,0.996677,All
13.91,1.62301e-07,1,51.0739,1.39643e-05,0.999962,33.4214,0.000412781,0.996823,All
14.0414,1.16491e-07,1,51.528,1.18185e-05,0.999968,33.7667,0.000392435,0.996962,All
14.1727,8.35307e-08,1,51.9822,1.00015e-05,0.999973,34.112,0.000373203,0.997094,All
14.3041,5.98418e-08,1,52.4363,8.46321e-06,0.999977,34.4572,0.00035502,0.99722,All
14.4354,4.28341e-08,1,52.8905,7.16105e-06,0.999981,34.8025,0.000337822,0.997339,All
14.5667,3.06353e-08,1,53.3446,6.05894e-06,0.999984,35.1478,0.000321549,0.997453,All
