simulations,OFV
500,979.802
1000,980.949
1500,980.132
2000,980.058
2500,979.964
3000,980.328
3500,980.376
4000,980.108
4500,980.377
5000,980.501
5500,979.862
6000,979.913
6500,980.01
7000,980.275
7500,980.455
8000,980.555
8500,980.766
9000,980.692
9500,980.61
10000,980.559
10500,980.54
11000,980.695
11500,980.706
12000,980.705
12500,980.726
13000,980.798
13500,980.847
14000,980.896
14500,980.874
15000,980.829
15500,980.932
16000,980.934
16500,980.879
17000,980.796
17500,980.85
18000,980.815
18500,980.868
19000,980.883
19500,980.829
20000,980.832
20500,980.848
21000,980.773
21500,980.757
22000,980.745
22500,980.721
23000,980.688
23500,980.639
24000,980.622
24500,980.626
25000,980.702
25500,980.711
26000,980.672
26500,980.676
27000,980.679
27500,980.651
28000,980.653
28500,980.664
29000,980.706
29500,980.729
30000,980.679
