simulations,OFV
500,963.253
1000,961.993
1500,961.363
2000,961.636
2500,962.655
3000,962.362
3500,961.514
4000,961.418
4500,962.028
5000,962.009
5500,962.203
6000,962.34
6500,962.115
7000,961.94
7500,962.205
8000,962.265
8500,962.57
9000,962.198
9500,961.946
10000,961.661
10500,961.577
11000,961.766
11500,961.816
12000,961.72
12500,961.87
13000,961.941
13500,962.059
14000,962.004
14500,961.933
15000,961.885
15500,961.795
16000,961.804
16500,961.716
17000,961.683
17500,961.81
18000,961.852
18500,961.984
19000,962.002
19500,962.014
20000,961.972
20500,961.905
21000,961.866
21500,961.903
22000,961.998
22500,961.948
23000,961.811
23500,961.712
24000,961.76
24500,961.595
25000,961.682
25500,961.658
26000,961.59
26500,961.61
27000,961.593
27500,961.605
28000,961.666
28500,961.672
29000,961.758
29500,961.837
30000,961.89
