simulations,OFV
500,942.181
1000,942.566
1500,942.553
2000,940.042
2500,940.827
3000,941.174
3500,940.891
4000,941.126
4500,941.502
5000,941.674
5500,941.695
6000,941.819
6500,940.987
7000,940.977
7500,940.431
8000,940.604
8500,940.83
9000,940.592
9500,940.285
10000,939.965
10500,939.969
11000,939.984
11500,939.665
12000,939.489
12500,938.524
13000,938.252
13500,938.132
14000,938.156
14500,938.182
15000,938.185
15500,938.222
16000,938.36
16500,938.32
17000,938.449
17500,938.426
18000,938.216
18500,938.353
19000,938.203
19500,938.093
20000,937.864
20500,937.791
21000,937.54
21500,937.633
22000,937.697
22500,937.727
23000,937.507
23500,937.503
24000,937.499
24500,937.506
25000,937.54
25500,937.569
26000,937.557
26500,937.378
27000,937.354
27500,937.387
28000,937.489
28500,937.506
29000,937.558
29500,937.601
30000,937.68
