iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2028.47,1,7.77311,8.64932,10.5064,11.3759,3,3,0,1.5,1.5,1.5,1.5
2,2001.39,1,4.32372,10.013,13.857,20.3244,2.92404,2.92404,0,1.46202,1.56094,1.69361,1.46202
3,1992.93,1,4.12927,12.029,17.6989,34.4676,2.85,2.85,0,1.425,1.57206,1.65073,1.55557
4,1968.95,1,3.05481,15.6963,26.6555,59.489,2.77784,2.77784,0,1.38892,1.53225,1.60893,1.51618
5,1965.79,1,3.22115,15.967,39.8394,59.2215,2.7075,2.7075,0,1.35375,1.49346,1.56819,1.47779
6,1960.62,1,3.32636,11.9834,39.6656,75.8545,2.63894,2.63894,0,1.31947,1.46689,1.73338,1.44037
7,1945.32,1,2.96076,10.9354,56.3876,100.759,2.57212,2.57212,0,1.28606,1.42974,1.68949,1.4039
8,1931.2,1,2.64954,10.637,57.9326,107.807,2.507,2.507,0,1.2535,1.42413,1.64671,1.36836
9,1939.7,1,2.68308,7.90125,62.6113,111.952,2.44352,2.44352,0,1.22176,1.6222,1.70729,1.417
10,1930.37,1,2.08313,7.61061,54.5322,132.268,2.38165,2.38165,0,1.19082,1.80655,1.66406,1.38112
11,1918.7,1,2.3141,5.76087,81.1023,145.274,2.32134,2.32134,0,1.16067,1.7608,1.62193,1.5613
12,1904,1,2.18774,5.19231,81.1247,144.337,2.26257,2.26257,0,1.13128,1.74172,1.58086,1.52176
13,1892.7,1,2.36803,8.55881,55.3441,208.586,2.20528,2.20528,0,1.10264,1.77211,1.54083,1.61833
14,1882.47,1,2.25086,6.36501,69.0437,253.734,2.14944,2.14944,0,1.07472,1.95238,1.50182,1.57735
15,1869.64,1,2.00858,6.91871,53.0551,271.62,2.09501,2.09501,0,1.04751,1.99211,1.46379,1.53741
16,1860.87,1,1.99105,10.8958,55.3068,186.614,2.04197,2.04197,0,1.02098,1.94167,1.42673,1.49848
17,1835.76,1,2.10216,6.96494,42.9502,226.59,1.99026,1.99026,0,0.995131,1.89251,1.3906,1.46054
18,1841.06,1,2.45073,7.78632,40.2568,187.82,1.93987,1.93987,0,0.969933,1.84459,1.35539,1.48534
19,1819.31,1,2.69073,6.68434,41.3514,195.626,1.89075,1.89075,0,0.945374,1.79788,1.32107,1.44773
20,1802.57,1,2.75809,5.31832,37.287,186.6,1.84287,1.84287,0,0.921437,1.75236,1.28762,1.41107
21,1808.82,1,3.03967,7.37049,46.1485,149.548,1.79621,1.79621,0,0.898105,1.86625,1.25502,1.37535
22,1785.64,1,3.05792,7.3717,44.4222,160.139,1.75073,1.75073,0,0.875365,1.81899,1.22324,1.36664
23,1787.72,1,2.89325,6.07184,40.5337,202.279,1.7064,1.7064,0,0.8532,2.21116,1.19227,1.33203
24,1772.68,1,2.99646,7.94072,43.8437,243.792,1.66319,1.66319,0,0.831597,2.15517,1.16208,1.2983
25,1758.88,1,3.96055,10.3655,35.4099,188.651,1.62108,1.62108,0,0.81054,2.1006,1.13265,1.2845
26,1738.15,1,3.89432,14.3194,34.4836,205.641,1.58003,1.58003,0,0.790017,2.04741,1.10397,1.25198
27,1739.09,1,3.86074,17.4647,33.6053,165.491,1.54003,1.54003,0,0.770013,2.00194,1.07602,1.22028
28,1719.28,1,3.56676,11.6261,51.3763,129.493,1.50103,1.50103,0,0.750516,1.95125,1.10004,1.18938
29,1712.35,1,3.82773,8.69669,40.1748,104.262,1.46302,1.46302,0,0.731512,1.90185,1.07219,1.15926
30,1696.15,1,4.17554,7.47742,35.6237,132.557,1.42598,1.42598,0,0.71299,1.85369,1.05292,1.12991
31,1699.78,1,3.87033,5.17942,38.7311,117.413,1.38987,1.38987,0,0.694937,1.80675,1.02626,1.21413
32,1675.77,1,4.00033,6.62983,34.1256,102.374,1.35468,1.35468,0,0.677341,1.76101,1.00027,1.18338
33,1674.22,1,4.22365,6.63272,31.5934,88.6784,1.32038,1.32038,0,0.66019,1.88783,0.974946,1.15342
34,1654.59,1,4.08893,5.92704,36.3228,85.3368,1.28695,1.28695,0,0.643474,1.9853,0.95026,1.12421
35,1639.35,1,4.44957,6.06794,29.1917,95.7758,1.25436,1.25436,0,0.627181,1.93503,0.926199,1.09575
36,1640.35,1,4.56704,12.2422,32.0365,90.4832,1.2226,1.2226,0,0.6113,2.10324,0.902747,1.068
37,1626.65,1,4.42582,8.95665,36.9612,78.7403,1.19164,1.19164,0,0.595821,2.20243,0.879889,1.04096
38,1619.36,1,4.60508,8.80479,36.5703,68.164,1.16147,1.16147,0,0.580735,2.14666,0.85761,1.04593
39,1600.42,1,4.86568,5.92738,33.9117,70.034,1.13206,1.13206,0,0.56603,2.16955,0.835895,1.04151
40,1588.56,1,4.93595,8.98431,30.9442,68.5238,1.1034,1.1034,0,0.551698,2.28834,0.814729,1.01514
41,1587.63,1,4.75168,10.0525,33.4354,68.3793,1.07546,1.07546,0,0.537729,2.55794,0.7941,1.03966
42,1572.47,1,5.18992,8.16121,33.959,64.0379,1.04823,1.04823,0,0.524113,2.49317,0.773993,1.03846
43,1555.56,1,5.26822,9.38184,30.2422,57.2067,1.02168,1.02168,0,0.510842,2.43004,0.754395,1.01216
44,1546.64,1,5.14347,9.32562,27.5663,60.0205,0.995815,0.995815,0,0.497908,2.36851,0.735293,0.986533
45,1535.53,1,5.07866,11.7226,26.7845,54.9727,0.970601,0.970601,0,0.4853,2.30854,0.716675,0.961554
46,1533.89,1,4.63857,5.78283,30.3118,56.012,0.946024,0.946024,0,0.473012,2.25009,0.698529,1.0189
