Cl_pop,1,-0.482,0.481,-0.475,0.261,0.444,0.437,0.478,0.2,0.395
V1_pop,-0.482,1,-0.997,0.971,-0.547,-0.913,-0.911,-0.993,-0.427,-0.797
Q_pop,0.481,-0.997,1,-0.974,0.548,0.908,0.908,0.995,0.426,0.803
V2_pop,-0.475,0.971,-0.974,1,-0.519,-0.881,-0.867,-0.969,-0.406,-0.815
omega_Cl,0.261,-0.547,0.548,-0.519,1,0.482,0.504,0.554,0.255,0.416
omega_V1,0.444,-0.913,0.908,-0.881,0.482,1,0.838,0.893,0.388,0.71
omega_Q,0.437,-0.911,0.908,-0.867,0.504,0.838,1,0.904,0.399,0.69
omega_V2,0.478,-0.993,0.995,-0.969,0.554,0.893,0.904,1,0.428,0.801
a1,0.2,-0.427,0.426,-0.406,0.255,0.388,0.399,0.428,1,0.279
a2,0.395,-0.797,0.803,-0.815,0.416,0.71,0.69,0.801,0.279,1
