iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1544.5,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1525.03,1,5.57082,32.0543,12.9902,63.9295,0.974679,0.974679,0.974679,1.07714,0.974679,0.974679
3,1498.45,1,5.46468,27.5892,13.1823,72.6698,0.95,0.95,0.95,1.05836,0.95,0.95
4,1501.16,1,5.26925,27.5185,15.9335,90.242,0.925945,0.925945,0.925945,1.03157,0.925945,0.925945
5,1481.24,1,5.1529,29.1776,14.3437,99.4952,0.9025,0.9025,0.966848,1.00545,0.9025,0.9025
6,1470.12,1,5.23632,27.9618,11.2803,93.9631,0.879648,0.879648,0.960355,0.979988,0.879648,0.879648
7,1468.43,1,5.08155,31.8768,10.644,100.914,0.857375,0.857375,0.936039,0.955174,0.857375,0.857375
8,1444.04,1,4.92482,26.4422,10.5624,92.6817,0.835666,0.835666,0.912338,0.988605,0.835666,0.835666
9,1450.76,1,5.33648,26.4139,9.26817,95.083,0.814506,0.814506,1.0876,1.05638,0.814506,0.814506
10,1432.47,1,4.60268,26.3614,7.48196,113.575,0.793882,0.793882,1.06006,1.02963,0.793882,0.793882
11,1412.88,1,5.31775,27.3105,5.97053,101.561,0.773781,0.773781,1.03322,1.00356,0.773781,0.773781
12,1410.11,1,5.02436,25.7978,6.45439,104.955,0.754188,0.754188,1.00706,1.00827,0.754188,0.754188
13,1406.19,1,4.7223,22.2314,6.81338,123.473,0.735092,0.735092,1.0357,1.09093,0.735092,0.735092
14,1395.33,1,4.71507,23.6523,6.43149,98.0565,0.716479,0.716479,1.0703,1.13363,0.716479,0.716479
15,1375.15,1,5.07749,22.4233,6.824,93.3653,0.698337,0.698337,1.06383,1.10493,0.698337,0.698337
16,1366.5,1,4.78751,24.3324,7.19733,92.4398,0.680655,0.680655,1.03689,1.07695,0.680655,0.680655
17,1347.6,1,5.27447,22.7975,5.42509,91.3888,0.66342,0.66342,1.01064,1.04968,0.66342,0.66342
18,1338.67,1,5.40765,22.5297,5.55308,66.776,0.646622,0.646622,0.985047,1.07201,0.646622,0.646622
19,1327.06,1,5.05585,25.3218,4.84528,83.2976,0.630249,0.630249,0.960105,1.04486,0.630249,0.630249
20,1315.75,1,5.2217,26.5034,4.76691,78.3659,0.614291,0.614291,0.997532,1.01841,0.614291,0.614291
21,1300.42,1,5.39765,25.5638,5.56154,62.8346,0.598737,0.598737,0.972274,0.992621,0.598737,0.598737
22,1285.83,1,5.54501,25.5274,5.13202,58.0444,0.583577,0.583577,0.947655,0.967487,0.583577,0.583577
23,1288.54,1,5.44423,22.3112,4.9681,55.314,0.5688,0.5688,1.03629,0.94299,0.5688,0.5688
24,1270.48,1,5.22785,24.5747,4.10584,73.7175,0.554398,0.554398,1.01005,1.00761,0.554398,0.554398
25,1259.48,1,5.20361,24.685,4.35575,88.4354,0.54036,0.54036,0.984477,0.982737,0.54036,0.54036
26,1249.99,1,5.04108,25.1017,4.31839,101.324,0.526678,0.526678,0.959549,0.957854,0.526678,0.526678
27,1246.91,1,5.09357,25.4998,4.74956,124.617,0.513342,0.513342,0.964124,0.9336,0.513342,0.513342
28,1225.66,1,5.00964,28.084,3.81347,119.099,0.500344,0.500344,0.939712,0.909961,0.500344,0.500344
29,1226.29,1,5.03801,26.1978,3.8212,108.457,0.487675,0.487675,0.972608,0.990951,0.487675,0.487675
30,1207.67,1,4.99194,26.6173,3.7474,115.455,0.475327,0.475327,0.947981,0.96586,0.475327,0.475327
31,1207.53,1,4.7301,27.612,3.14647,121.289,0.463291,0.463291,0.923977,0.965809,0.463291,0.463291
