iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
3287,454.296,2,9.96486,14.1369,46.2727,41.3756,1.97025,2.49035,0.907698,0.269196,5.59001e-08,0.216405,1.00362,0.210695
3288,452.539,2,9.96356,14.1369,46.2802,41.3747,1.96966,2.48927,0.907764,0.268977,5.59508e-08,0.21664,1.00441,0.210493
3289,459.657,2,9.96471,14.1369,46.2796,41.4103,1.97061,2.48956,0.907661,0.269056,5.58561e-08,0.216329,1.00414,0.210514
3290,449.347,2,9.96573,14.1369,46.2683,41.3874,1.97189,2.48851,0.907589,0.268877,5.56131e-08,0.216193,1.00182,0.210569
3291,453.856,2,9.96814,14.1369,46.2683,41.3654,1.97243,2.48737,0.907793,0.268851,5.56149e-08,0.215835,1.00231,0.210487
3292,455.098,2,9.97049,14.1369,46.2672,41.3837,1.97211,2.48659,0.908107,0.269103,5.56108e-08,0.215573,1.00341,0.21061
3293,455.898,2,9.96925,14.1369,46.2719,41.3961,1.972,2.48528,0.908094,0.269224,5.57607e-08,0.215571,1.00329,0.210538
3294,457.468,2,9.9732,14.1369,46.271,41.3992,1.9726,2.48466,0.908201,0.269245,5.57879e-08,0.215431,1.00141,0.210823
3295,460.569,2,9.97705,14.1369,46.2701,41.4153,1.97243,2.48526,0.908425,0.269124,5.58491e-08,0.215386,1.00127,0.210937
3296,455.631,2,9.98098,14.1369,46.2711,41.4253,1.97203,2.4856,0.908824,0.269156,5.58068e-08,0.215544,1.00056,0.210855
3297,452.32,2,9.98178,14.1369,46.2695,41.3476,1.97259,2.48398,0.908954,0.268899,5.56915e-08,0.215866,1.00046,0.210946
3298,453.17,2,9.98216,14.1369,46.2704,41.271,1.9727,2.48324,0.908954,0.269036,5.55947e-08,0.215961,0.999106,0.211109
3299,459.972,2,9.98126,14.1369,46.2693,41.2867,1.9744,2.48271,0.908782,0.269145,5.54386e-08,0.215783,0.999623,0.211083
3300,465.657,2,9.97944,14.1369,46.2642,41.3375,1.97565,2.48164,0.908693,0.269409,5.56167e-08,0.215681,1.00032,0.210984
3301,451.192,2,9.9778,14.1369,46.2738,41.3816,1.97642,2.47972,0.908643,0.269663,5.55828e-08,0.215292,1.0008,0.210823
3302,461.551,2,9.97855,14.1369,46.2755,41.4402,1.97655,2.4806,0.908573,0.269958,5.55608e-08,0.215002,1.00189,0.210666
3303,454.587,2,9.97648,14.1369,46.2858,41.5241,1.97749,2.47972,0.908534,0.27036,5.55e-08,0.214789,1.00063,0.210451
3304,457.894,2,9.97507,14.1369,46.3028,41.575,1.97734,2.48008,0.908455,0.270866,5.54328e-08,0.214914,0.999965,0.210257
3305,460.186,2,9.97437,14.1369,46.3133,41.6261,1.9775,2.4792,0.908677,0.271377,5.55441e-08,0.214763,0.999897,0.210336
3306,463.14,2,9.97257,14.1369,46.3199,41.6675,1.97696,2.48006,0.908842,0.271752,5.55681e-08,0.214798,1.00068,0.210381
3307,461.56,2,9.9723,14.1369,46.3234,41.7394,1.97544,2.48233,0.908951,0.272164,5.55442e-08,0.214968,1.0009,0.210238
3308,456.576,2,9.971,14.1369,46.3329,41.7404,1.97527,2.48316,0.909013,0.272486,5.54026e-08,0.214733,1.00072,0.210253
3309,457.621,2,9.97221,14.1369,46.353,41.7498,1.97515,2.48292,0.909137,0.272535,5.53495e-08,0.214996,1.00125,0.210246
3310,455.084,2,9.9719,14.1369,46.3658,41.7697,1.97563,2.48117,0.909275,0.272454,5.53494e-08,0.214998,1.00265,0.210306
3311,467.82,2,9.97329,14.1369,46.3838,41.7996,1.97679,2.4813,0.909362,0.272373,5.5377e-08,0.215185,1.0034,0.210327
3312,468.833,2,9.9715,14.1369,46.3913,41.8218,1.97673,2.48215,0.909451,0.272166,5.56247e-08,0.215309,1.00372,0.210341
3313,457.082,2,9.97182,14.1369,46.3883,41.9415,1.97682,2.48207,0.909425,0.272193,5.56085e-08,0.215316,1.0037,0.210211
3314,455.404,2,9.97031,14.1369,46.3924,41.9897,1.97691,2.48138,0.909535,0.272067,5.55902e-08,0.215373,1.00461,0.210105
3315,460.939,2,9.96864,14.1369,46.392,41.9639,1.97753,2.48186,0.909663,0.272001,5.55376e-08,0.215321,1.00489,0.209979
3316,467.695,2,9.96729,14.1369,46.3831,41.9797,1.97728,2.48389,0.909627,0.271991,5.55779e-08,0.215605,1.005,0.209762
3317,465.186,2,9.96512,14.1369,46.3786,42.0792,1.97772,2.4859,0.909561,0.271887,5.53927e-08,0.215999,1.00455,0.209646
3318,452.75,2,9.96287,14.1369,46.3725,42.0432,1.97688,2.48586,0.909434,0.271831,5.53891e-08,0.216023,1.00436,0.20963
3319,450.15,2,9.9635,14.1369,46.3642,42.0977,1.9757,2.48491,0.909543,0.271855,5.53943e-08,0.216145,1.00488,0.209739
3320,452.549,2,9.9613,14.1369,46.3677,42.1566,1.9745,2.48472,0.909696,0.271705,5.54033e-08,0.216099,1.0063,0.209847
3321,451.329,2,9.96077,14.1369,46.3559,42.1879,1.97392,2.4841,0.909518,0.271629,5.54176e-08,0.216169,1.00607,0.20976
3322,466.254,2,9.95978,14.1369,46.3618,42.2149,1.97467,2.48362,0.90947,0.271609,5.55281e-08,0.216247,1.00723,0.209793
3323,468.088,2,9.95855,14.1369,46.3669,42.2264,1.97571,2.48382,0.909327,0.271557,5.55931e-08,0.216162,1.00835,0.209796
3324,457.412,2,9.9577,14.1369,46.3765,42.2738,1.97582,2.48354,0.909152,0.271496,5.55066e-08,0.216375,1.00829,0.209944
3325,460.488,2,9.95758,14.1369,46.3877,42.2331,1.97685,2.4824,0.909168,0.27153,5.54332e-08,0.216462,1.00858,0.210231
3326,447.964,2,9.95895,14.1369,46.3887,42.2399,1.97646,2.48222,0.909326,0.271532,5.53055e-08,0.216136,1.00811,0.210256
3327,451.484,2,9.95971,14.1369,46.3826,42.1702,1.97615,2.48141,0.909498,0.27141,5.52489e-08,0.216094,1.00925,0.21026
3328,454.917,2,9.96007,14.1369,46.3803,42.1532,1.97619,2.48035,0.909653,0.271307,5.52573e-08,0.216167,1.01016,0.210252
3329,466.738,2,9.95846,14.1369,46.3796,42.1474,1.97688,2.48042,0.909628,0.27105,5.53823e-08,0.216273,1.01111,0.210181
3330,455.629,2,9.95524,14.1369,46.3903,42.2442,1.97759,2.47882,0.909669,0.270828,5.53917e-08,0.216108,1.01281,0.21024
3331,459.176,2,9.95231,14.1369,46.401,42.3733,1.97828,2.47785,0.909671,0.270745,5.53443e-08,0.216178,1.01433,0.210288
3332,455.258,2,9.94972,14.1369,46.4039,42.4129,1.97743,2.47813,0.909671,0.270766,5.52164e-08,0.216176,1.01689,0.210354
3333,458.689,2,9.94664,14.1369,46.4158,42.4525,1.97729,2.47873,0.909705,0.270586,5.51313e-08,0.216073,1.01886,0.210333
3334,460.458,2,9.94285,14.1369,46.4207,42.5651,1.97571,2.479,0.909605,0.270379,5.53173e-08,0.216318,1.02095,0.210392
3335,449.499,2,9.94061,14.1369,46.4141,42.5853,1.9748,2.47961,0.909558,0.27028,5.51627e-08,0.216257,1.02219,0.210174
3336,455.065,2,9.93901,14.1369,46.4096,42.67,1.97508,2.47899,0.909546,0.270148,5.51161e-08,0.216071,1.02365,0.210158
3337,455.904,2,9.93886,14.1369,46.417,42.6682,1.97519,2.47825,0.909654,0.270024,5.51437e-08,0.215853,1.02563,0.210071
3338,472.573,2,9.93919,14.1369,46.4319,42.7123,1.9764,2.4786,0.909814,0.270024,5.52133e-08,0.216024,1.02668,0.210008
3339,467.907,2,9.93815,14.1369,46.4301,42.7595,1.97777,2.47871,0.909815,0.269873,5.5374e-08,0.215608,1.02657,0.209992
3340,464.423,2,9.9375,14.1369,46.4329,42.8398,1.97921,2.47982,0.909776,0.2698,5.53151e-08,0.215135,1.02547,0.209956
3341,466.678,2,9.93679,14.1369,46.4339,42.8607,1.9797,2.48024,0.909779,0.269702,5.54689e-08,0.214995,1.02571,0.209872
3342,465.75,2,9.93914,14.1369,46.4478,42.8165,1.98144,2.47982,0.910067,0.269508,5.55288e-08,0.214979,1.02483,0.209777
3343,454.931,2,9.93798,14.1369,46.4475,42.8157,1.9812,2.47965,0.910257,0.269517,5.56218e-08,0.214738,1.02375,0.209743
3344,449.723,2,9.93836,14.1369,46.4364,42.8245,1.98036,2.4796,0.910286,0.269514,5.56704e-08,0.214621,1.0228,0.209537
3345,460.455,2,9.93923,14.1369,46.4307,42.818,1.97981,2.47936,0.910274,0.269807,5.58404e-08,0.214528,1.02313,0.209453
3346,458.485,2,9.93806,14.1369,46.4349,42.751,1.97968,2.47878,0.910396,0.269874,5.58015e-08,0.214583,1.0251,0.209526
3347,451.292,2,9.93688,14.1369,46.4433,42.7778,1.97973,2.47818,0.910606,0.270008,5.57003e-08,0.214614,1.02437,0.209458
3348,452.501,2,9.93624,14.1369,46.4452,42.7726,1.97944,2.47818,0.910635,0.270158,5.55326e-08,0.214549,1.02488,0.209513
3349,464.125,2,9.93605,14.1369,46.4378,42.8141,1.98011,2.47868,0.910612,0.270385,5.54799e-08,0.21452,1.02527,0.209337
3350,462.055,2,9.93485,14.1369,46.437,42.8051,1.98039,2.47817,0.910417,0.270571,5.5442e-08,0.2147,1.02618,0.209457
3351,458.632,2,9.93569,14.1369,46.4255,42.7482,1.97954,2.47893,0.910514,0.270596,5.54822e-08,0.214898,1.0259,0.209357
3352,465.5,2,9.93747,14.1369,46.4208,42.6746,1.97872,2.48004,0.910601,0.270614,5.56425e-08,0.215178,1.02553,0.209242
3353,460.875,2,9.93801,14.1369,46.4188,42.645,1.97835,2.48141,0.910463,0.27047,5.56961e-08,0.215292,1.02409,0.209064
3354,453.204,2,9.93827,14.1369,46.4166,42.6003,1.97802,2.48169,0.910392,0.270252,5.56771e-08,0.215287,1.02329,0.208986
3355,458.556,2,9.93885,14.1369,46.4049,42.5621,1.97726,2.48194,0.910331,0.270123,5.57449e-08,0.215375,1.0236,0.209099
3356,459.601,2,9.94061,14.1369,46.4007,42.5139,1.97654,2.48177,0.910236,0.270049,5.57758e-08,0.215681,1.02413,0.209377
3357,459.168,2,9.94183,14.1369,46.4089,42.5082,1.97649,2.4809,0.910392,0.269954,5.58316e-08,0.215926,1.02438,0.209561
3358,452.344,2,9.94193,14.1369,46.4015,42.6391,1.97573,2.48129,0.910291,0.269961,5.57067e-08,0.216021,1.02492,0.209518
3359,456.622,2,9.93911,14.1369,46.3979,42.6882,1.97585,2.48119,0.910264,0.270264,5.56744e-08,0.215802,1.02492,0.209408
3360,467.02,2,9.93835,14.1369,46.3938,42.726,1.97647,2.4821,0.91046,0.270586,5.56918e-08,0.215577,1.02446,0.209305
3361,449.898,2,9.93877,14.1369,46.3971,42.7578,1.97566,2.48193,0.910464,0.270872,5.56031e-08,0.215503,1.02417,0.209367
3362,450.232,2,9.94032,14.1369,46.3867,42.7633,1.97454,2.48167,0.910632,0.270953,5.55375e-08,0.215634,1.02482,0.209445
3363,461.75,2,9.94118,14.1369,46.4061,42.8434,1.97571,2.48074,0.910885,0.271218,5.5436e-08,0.215869,1.02475,0.209445
3364,465.508,2,9.94207,14.1369,46.4181,42.8866,1.9767,2.47999,0.911001,0.271476,5.54355e-08,0.216078,1.02435,0.209555
3365,449.615,2,9.94345,14.1369,46.426,42.9096,1.97609,2.47979,0.911077,0.271802,5.53435e-08,0.215849,1.02441,0.209558
3366,450.733,2,9.94473,14.1369,46.4324,42.9006,1.97621,2.47891,0.911182,0.271848,5.53011e-08,0.215678,1.02521,0.209367
3367,446.876,2,9.94633,14.1369,46.4305,42.8522,1.97556,2.4788,0.911114,0.271872,5.51774e-08,0.215786,1.02393,0.209413
3368,452.085,2,9.94729,14.1369,46.4262,42.7922,1.97516,2.47869,0.911071,0.271806,5.51425e-08,0.215878,1.02361,0.209352
3369,456.82,2,9.94909,14.1369,46.4271,42.7378,1.97475,2.47938,0.910951,0.271719,5.50563e-08,0.215916,1.02354,0.209508
3370,454.187,2,9.95201,14.1369,46.4208,42.7064,1.97457,2.47928,0.911039,0.271696,5.49868e-08,0.215989,1.02284,0.209692
3371,451.919,2,9.95422,14.1369,46.4111,42.6247,1.97423,2.47922,0.911033,0.271588,5.4989e-08,0.215974,1.02197,0.209666
3372,449.941,2,9.95636,14.1369,46.4114,42.5355,1.97421,2.4786,0.910977,0.271504,5.4991e-08,0.216001,1.02026,0.209677
3373,451.981,2,9.95917,14.1369,46.406,42.4387,1.97512,2.47809,0.910962,0.271455,5.49112e-08,0.215951,1.01871,0.209484
3374,448.395,2,9.96251,14.1369,46.4002,42.3757,1.975,2.4779,0.911091,0.271568,5.48655e-08,0.215634,1.01775,0.209411
3375,462.065,2,9.96425,14.1369,46.3871,42.3161,1.97583,2.47825,0.911068,0.27153,5.48828e-08,0.215395,1.01747,0.209273
3376,461.287,2,9.96438,14.1369,46.3727,42.2125,1.97634,2.47837,0.911042,0.271312,5.49271e-08,0.215165,1.01884,0.209116
3377,452.959,2,9.96398,14.1369,46.3647,42.1414,1.97656,2.47735,0.910887,0.271138,5.49355e-08,0.21509,1.01978,0.209101
3378,464.523,2,9.96452,14.1369,46.3518,42.1682,1.97578,2.47863,0.910863,0.271012,5.49936e-08,0.215099,1.0212,0.209133
3379,454.793,2,9.96455,14.1369,46.3584,42.2166,1.97465,2.47918,0.910869,0.270878,5.49432e-08,0.215241,1.02285,0.20919
3380,465.026,2,9.96434,14.1369,46.3592,42.224,1.97463,2.47991,0.910873,0.270772,5.49968e-08,0.2154,1.02293,0.209154
3381,459.003,2,9.9646,14.1369,46.3509,42.1459,1.97436,2.48024,0.910831,0.270646,5.49736e-08,0.21546,1.02393,0.209198
3382,466.295,2,9.96635,14.1369,46.34,42.0802,1.9744,2.48032,0.910784,0.270459,5.51904e-08,0.215564,1.02329,0.20924
3383,450.394,2,9.96595,14.1369,46.337,42.1278,1.9737,2.48079,0.910859,0.27024,5.51179e-08,0.215753,1.02274,0.209188
3384,461.37,2,9.96633,14.1369,46.3368,42.1449,1.97304,2.48191,0.910872,0.270058,5.50963e-08,0.216093,1.02267,0.209248
3385,466.265,2,9.96581,14.1369,46.3407,42.2158,1.97295,2.48279,0.910921,0.269902,5.51033e-08,0.216397,1.02316,0.209242
3386,460.332,2,9.9642,14.1369,46.3432,42.2819,1.97284,2.48214,0.910953,0.26967,5.52204e-08,0.216481,1.02486,0.209226
3387,451.047,2,9.9644,14.1369,46.3496,42.32,1.97253,2.48127,0.910998,0.269418,5.52602e-08,0.216564,1.02533,0.209222
3388,449.383,2,9.96403,14.1369,46.3471,42.3296,1.97269,2.48037,0.910954,0.269215,5.51715e-08,0.216584,1.0256,0.209319
3389,456.962,2,9.96319,14.1369,46.3465,42.3257,1.97266,2.47981,0.910831,0.269055,5.52546e-08,0.216556,1.02629,0.209284
3390,472.512,2,9.96271,14.1369,46.3475,42.3049,1.97292,2.48058,0.910724,0.268908,5.53299e-08,0.216761,1.0279,0.209215
3391,461.192,2,9.96118,14.1369,46.3435,42.2846,1.97291,2.48021,0.910671,0.268806,5.5368e-08,0.216693,1.03036,0.209212
3392,455.454,2,9.95966,14.1369,46.3485,42.2385,1.97292,2.47955,0.910621,0.268538,5.53819e-08,0.216673,1.03236,0.209152
3393,459.157,2,9.95864,14.1369,46.3402,42.2444,1.9729,2.4802,0.910633,0.268435,5.52952e-08,0.216728,1.03314,0.209094
3394,455.46,2,9.95776,14.1369,46.3281,42.2809,1.97139,2.48176,0.910656,0.268418,5.53019e-08,0.216682,1.03395,0.208947
3395,452.703,2,9.95586,14.1369,46.3252,42.278,1.97107,2.48188,0.910451,0.268361,5.53007e-08,0.216454,1.03407,0.208923
3396,454.189,2,9.95417,14.1369,46.3241,42.3136,1.97098,2.48171,0.910245,0.268261,5.52647e-08,0.216381,1.03512,0.208856
3397,456.551,2,9.95147,14.1369,46.319,42.3446,1.97101,2.48234,0.910131,0.268159,5.52067e-08,0.216195,1.03574,0.20872
3398,464.934,2,9.94969,14.1369,46.3147,42.4328,1.97126,2.48281,0.909977,0.268019,5.52135e-08,0.216238,1.03668,0.208703
3399,468.396,2,9.9473,14.1369,46.3061,42.4875,1.97137,2.4839,0.909984,0.267826,5.51632e-08,0.216396,1.03828,0.208719
3400,463.664,2,9.94464,14.1369,46.3087,42.5721,1.97091,2.48449,0.910093,0.267739,5.50877e-08,0.216445,1.04186,0.208754
3401,452.206,2,9.94223,14.1369,46.3059,42.658,1.97057,2.48352,0.910137,0.267712,5.50176e-08,0.216474,1.04413,0.208899
3402,457.841,2,9.93942,14.1369,46.3096,42.6772,1.97031,2.48304,0.910129,0.267734,5.50002e-08,0.216451,1.04628,0.208994
3403,466.441,2,9.93647,14.1369,46.317,42.7326,1.97065,2.48318,0.910199,0.267787,5.49682e-08,0.216364,1.04827,0.209105
3404,470.033,2,9.93349,14.1369,46.3258,42.8267,1.97099,2.48355,0.910215,0.267845,5.49748e-08,0.216403,1.04976,0.20918
3405,466.054,2,9.93089,14.1369,46.3322,42.8783,1.97145,2.48379,0.910329,0.267877,5.49244e-08,0.216286,1.05148,0.209269
3406,459.27,2,9.93005,14.1369,46.3345,42.8773,1.97229,2.48264,0.910533,0.267968,5.48831e-08,0.216181,1.05277,0.209323
3407,468.235,2,9.92959,14.1369,46.3386,42.881,1.97234,2.48263,0.91066,0.267987,5.49254e-08,0.216345,1.05426,0.209439
3408,455.097,2,9.92814,14.1369,46.3472,42.9414,1.97206,2.48221,0.9107,0.268023,5.48731e-08,0.216357,1.05545,0.209554
3409,459.202,2,9.92729,14.1369,46.351,42.9547,1.97199,2.48195,0.910666,0.268059,5.48858e-08,0.216328,1.05618,0.209627
3410,454.589,2,9.92608,14.1369,46.3534,42.9837,1.9716,2.48189,0.910658,0.268197,5.49166e-08,0.216292,1.05565,0.209569
3411,451.417,2,9.92569,14.1369,46.3542,42.9837,1.97141,2.48149,0.910649,0.268285,5.49146e-08,0.21615,1.05492,0.209632
3412,455.843,2,9.92566,14.1369,46.3612,43.0175,1.97179,2.48132,0.910735,0.268396,5.48594e-08,0.215958,1.05468,0.209629
3413,457.839,2,9.92497,14.1369,46.3658,43.0432,1.97182,2.48136,0.910793,0.268464,5.48462e-08,0.21572,1.05511,0.2097
3414,461.226,2,9.92516,14.1369,46.3655,43.1063,1.97266,2.48105,0.910876,0.268478,5.49092e-08,0.21533,1.05466,0.209706
3415,448.087,2,9.92472,14.1369,46.3726,43.1488,1.97266,2.4802,0.910884,0.2685,5.49247e-08,0.215214,1.05377,0.209653
3416,448.873,2,9.92476,14.1369,46.3793,43.1283,1.97285,2.4795,0.9109,0.26863,5.48653e-08,0.215139,1.05278,0.20963
3417,453.833,2,9.92575,14.1369,46.3745,43.0746,1.97308,2.47921,0.910912,0.268661,5.48509e-08,0.215002,1.05221,0.209588
3418,463.242,2,9.92628,14.1369,46.3729,43.0545,1.97315,2.47949,0.910807,0.26873,5.48291e-08,0.215056,1.05244,0.209694
3419,466.958,2,9.92556,14.1369,46.3737,43.0655,1.97374,2.4802,0.910737,0.268665,5.48612e-08,0.21502,1.05188,0.209573
3420,457.775,2,9.92445,14.1369,46.3797,43.0294,1.9742,2.48067,0.910699,0.268628,5.47926e-08,0.214936,1.05083,0.209523
3421,466.847,2,9.92491,14.1369,46.3905,43.1219,1.97442,2.48121,0.910706,0.268572,5.48348e-08,0.214945,1.05103,0.209504
3422,457.309,2,9.92542,14.1369,46.3865,43.1831,1.97479,2.4814,0.91078,0.268601,5.48182e-08,0.214678,1.05057,0.20945
3423,462.432,2,9.92501,14.1369,46.3909,43.2027,1.97496,2.48158,0.910673,0.26856,5.48004e-08,0.214667,1.05088,0.209566
3424,462.438,2,9.92433,14.1369,46.3849,43.2074,1.97542,2.48187,0.910668,0.268513,5.48108e-08,0.214567,1.05031,0.209567
3425,457.811,2,9.92453,14.1369,46.3827,43.1664,1.97544,2.48167,0.910605,0.268415,5.48581e-08,0.214454,1.05075,0.20955
3426,449.188,2,9.92478,14.1369,46.3904,43.1679,1.9755,2.48133,0.910655,0.26835,5.48185e-08,0.214399,1.05005,0.209466
3427,467.086,2,9.92495,14.1369,46.3955,43.2249,1.97636,2.48121,0.910765,0.268314,5.48771e-08,0.214399,1.05002,0.209333
3428,468.904,2,9.92437,14.1369,46.4002,43.3011,1.97667,2.48158,0.910794,0.268319,5.4904e-08,0.214536,1.05033,0.209328
3429,459.842,2,9.92443,14.1369,46.4049,43.3062,1.97666,2.48135,0.910933,0.268294,5.49168e-08,0.214545,1.05099,0.20939
3430,452.718,2,9.92399,14.1369,46.4059,43.2906,1.97647,2.48119,0.91099,0.268195,5.48866e-08,0.214658,1.05152,0.209215
3431,459.083,2,9.92336,14.1369,46.408,43.3026,1.97668,2.48092,0.91098,0.268167,5.48715e-08,0.214651,1.05238,0.209178
3432,456.433,2,9.92256,14.1369,46.4165,43.3229,1.9766,2.481,0.911033,0.268034,5.48014e-08,0.214876,1.05287,0.209113
3433,451.122,2,9.92249,14.1369,46.4117,43.3366,1.97579,2.48131,0.911067,0.267964,5.48014e-08,0.214767,1.05328,0.209111
3434,463.551,2,9.9224,14.1369,46.4028,43.2985,1.976,2.48141,0.91112,0.267937,5.48424e-08,0.214874,1.05307,0.209062
3435,466.151,2,9.92207,14.1369,46.3969,43.2823,1.97639,2.48154,0.910972,0.267841,5.48996e-08,0.214966,1.05308,0.208979
3436,463.623,2,9.92144,14.1369,46.3916,43.2515,1.97668,2.48181,0.910841,0.267806,5.49046e-08,0.214945,1.05306,0.208994
3437,459.609,2,9.92063,14.1369,46.3991,43.2858,1.97671,2.48214,0.910827,0.267708,5.48894e-08,0.214991,1.05353,0.208856
3438,456.519,2,9.92042,14.1369,46.3984,43.3104,1.97634,2.48283,0.910756,0.267592,5.48538e-08,0.215007,1.05334,0.208841
3439,460.206,2,9.92036,14.1369,46.3917,43.2995,1.97576,2.48332,0.91077,0.267506,5.48715e-08,0.215117,1.05407,0.208844
3440,454.55,2,9.92024,14.1369,46.3871,43.3063,1.97501,2.48388,0.910838,0.267471,5.48739e-08,0.215075,1.05438,0.20881
3441,450.724,2,9.9204,14.1369,46.3824,43.3092,1.97505,2.48351,0.910839,0.267508,5.47942e-08,0.215114,1.05406,0.208799
3442,456.63,2,9.92076,14.1369,46.377,43.2848,1.97423,2.48412,0.910805,0.267466,5.47572e-08,0.215111,1.05513,0.208894
3443,464.509,2,9.92008,14.1369,46.3782,43.2786,1.9741,2.48404,0.910893,0.267473,5.47974e-08,0.215229,1.05613,0.208956
3444,456.347,2,9.91921,14.1369,46.3843,43.2727,1.97401,2.48366,0.910938,0.267473,5.47752e-08,0.215216,1.05735,0.208964
3445,453.863,2,9.91891,14.1369,46.3801,43.2683,1.97325,2.48373,0.910878,0.267526,5.4764e-08,0.215192,1.05816,0.209059
3446,454.586,2,9.91892,14.1369,46.3734,43.294,1.97222,2.4838,0.910852,0.267573,5.4791e-08,0.215196,1.05955,0.209108
3447,464.758,2,9.91855,14.1369,46.3772,43.308,1.97239,2.48389,0.910812,0.267529,5.48519e-08,0.215142,1.06019,0.209067
3448,462.871,2,9.91785,14.1369,46.3803,43.2983,1.97257,2.48383,0.910778,0.267523,5.49e-08,0.215068,1.0607,0.209044
3449,458.117,2,9.91773,14.1369,46.3843,43.3111,1.97302,2.48349,0.910768,0.267556,5.4874e-08,0.21502,1.06058,0.209037
3450,456.518,2,9.91757,14.1369,46.3865,43.3214,1.97298,2.48303,0.910893,0.267639,5.49284e-08,0.214998,1.06042,0.208996
3451,455.08,2,9.91808,14.1369,46.3902,43.2964,1.97266,2.48312,0.910885,0.267674,5.49414e-08,0.214935,1.05958,0.209129
3452,458.89,2,9.91812,14.1369,46.3904,43.2852,1.97241,2.48363,0.910859,0.267661,5.494e-08,0.21491,1.05859,0.209275
3453,459.463,2,9.91915,14.1369,46.3853,43.2524,1.97277,2.48347,0.910754,0.26764,5.49343e-08,0.21489,1.05779,0.209391
3454,452.305,2,9.91982,14.1369,46.3757,43.2071,1.97235,2.48375,0.910641,0.267647,5.49035e-08,0.214957,1.05695,0.209388
3455,445.337,2,9.92124,14.1369,46.3749,43.1458,1.97194,2.48334,0.910639,0.267607,5.48629e-08,0.214989,1.056,0.20949
3456,452.791,2,9.92148,14.1369,46.3742,43.1392,1.9719,2.48335,0.910646,0.267609,5.48606e-08,0.214982,1.05592,0.209499
3457,450.383,2,9.92175,14.1369,46.3744,43.1279,1.97188,2.4833,0.910653,0.267605,5.48536e-08,0.214992,1.05591,0.209503
3458,450.163,2,9.92206,14.1369,46.3737,43.115,1.97189,2.48321,0.910656,0.267598,5.48518e-08,0.214998,1.05584,0.209513
3459,453.493,2,9.92223,14.1369,46.3736,43.1089,1.97191,2.48314,0.910647,0.267599,5.48504e-08,0.215008,1.05573,0.209521
3460,452.799,2,9.92233,14.1369,46.373,43.1037,1.97191,2.48307,0.910642,0.267594,5.48483e-08,0.215019,1.05573,0.209526
3461,452.007,2,9.92248,14.1369,46.3732,43.103,1.97188,2.48302,0.91064,0.267583,5.48557e-08,0.215022,1.05558,0.209527
3462,454.726,2,9.92263,14.1369,46.3722,43.0974,1.97183,2.48306,0.910625,0.267578,5.48513e-08,0.215018,1.05562,0.209535
3463,455.358,2,9.92267,14.1369,46.3717,43.0959,1.97175,2.4831,0.910612,0.267568,5.48558e-08,0.215044,1.05556,0.209533
3464,453.098,2,9.92266,14.1369,46.3714,43.0981,1.97165,2.48307,0.910612,0.267559,5.48575e-08,0.215077,1.05561,0.209538
3465,469.87,2,9.92258,14.1369,46.3713,43.0981,1.97171,2.4831,0.910608,0.267548,5.48637e-08,0.215081,1.05563,0.209541
3466,461.107,2,9.92261,14.1369,46.3718,43.0972,1.9717,2.48317,0.910605,0.267547,5.48594e-08,0.215085,1.05561,0.209542
3467,451.693,2,9.92267,14.1369,46.3713,43.0962,1.9716,2.48327,0.910608,0.267546,5.48517e-08,0.215084,1.05561,0.209547
3468,452.276,2,9.92273,14.1369,46.3714,43.0987,1.97152,2.4833,0.910604,0.267545,5.48511e-08,0.215091,1.05559,0.209541
3469,465.661,2,9.92279,14.1369,46.3715,43.1001,1.97154,2.48335,0.910595,0.267535,5.48568e-08,0.215099,1.0555,0.209548
3470,452.874,2,9.92281,14.1369,46.3708,43.1014,1.97145,2.48337,0.910586,0.267527,5.48602e-08,0.215115,1.05541,0.209558
3471,457.25,2,9.92282,14.1369,46.3704,43.1014,1.97141,2.48338,0.910578,0.267527,5.48693e-08,0.215114,1.05534,0.209561
3472,452.5,2,9.92286,14.1369,46.3699,43.1035,1.97129,2.48342,0.910568,0.267529,5.48763e-08,0.215117,1.05524,0.209571
3473,458.211,2,9.92289,14.1369,46.37,43.1039,1.97129,2.48342,0.91057,0.267543,5.48729e-08,0.21512,1.05514,0.209585
3474,447.221,2,9.92297,14.1369,46.37,43.0974,1.97139,2.48325,0.910565,0.267553,5.48674e-08,0.215113,1.05499,0.209581
3475,451.714,2,9.92311,14.1369,46.3697,43.0904,1.97141,2.48324,0.910563,0.267548,5.48632e-08,0.215097,1.05491,0.209574
3476,454.906,2,9.92326,14.1369,46.369,43.0805,1.97138,2.48324,0.910566,0.267544,5.48659e-08,0.215105,1.05492,0.209561
3477,460.309,2,9.92325,14.1369,46.3691,43.082,1.97142,2.48317,0.910576,0.267537,5.48736e-08,0.215101,1.05499,0.209553
3478,466.244,2,9.92335,14.1369,46.3696,43.079,1.97142,2.48322,0.910577,0.267542,5.48751e-08,0.2151,1.05513,0.209543
3479,457.302,2,9.92343,14.1369,46.3692,43.0751,1.97142,2.48319,0.910581,0.267545,5.48811e-08,0.215106,1.05507,0.209534
