parameter,value
Cl_pop,10.566409275781
beta_Cl_logtCLCRMLMIN,0.65914381146083
beta_Cl_logtWTKG,0.774167715017644
V1_pop,43.3663333818167
beta_V1_logtCLCRMLMIN,0.0552070511527116
Q_pop,19.9667264189363
beta_Q_ANTU_2,-0.693842748240344
beta_Q_logtAGEA,1.43571961885925
beta_Q_logtCLCRMLMIN,1.0593545376755
V2_pop,53.0785862596817
omega_Cl,0.178977510495431
omega_V1,0.267935111622284
omega_Q,0.0124958074061073
omega_V2,0.175660385069088
corr_V2_V1,0.998658677521643
a1,0.307925533360496
a2,0.0593638418878302
