simulations,OFV
500,941.853
1000,941.964
1500,941.577
2000,940.568
2500,941.035
3000,941.545
3500,941.296
4000,941.288
4500,941.573
5000,941.683
5500,941.471
6000,941.495
6500,941.171
7000,941.289
7500,940.981
8000,941.157
8500,941.394
9000,941.048
9500,940.824
10000,940.545
10500,940.524
11000,940.578
11500,940.446
12000,940.265
12500,939.204
13000,939.018
13500,938.941
14000,938.926
14500,938.933
15000,938.982
15500,939.043
16000,939.046
16500,939.012
17000,939.068
17500,939.104
18000,938.928
18500,939.055
19000,938.932
19500,938.818
20000,938.67
20500,938.603
21000,938.457
21500,938.489
22000,938.589
22500,938.62
23000,938.43
23500,938.253
24000,938.209
24500,938.266
25000,938.327
25500,938.29
26000,938.283
26500,938.243
27000,938.224
27500,938.271
28000,938.362
28500,938.37
29000,938.467
29500,938.514
30000,938.582
