standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.6622,0.215013,-3.13014,0.0163727,-2.36101,0.0192968,-2.34137,0.0406195,All
-2.33829,0.0238903,-2.65752,0.0163727,-1.96,0.096484,-1.96036,0.0609293,All
-2.01439,0,-2.1849,0.0818635,-1.559,0.173671,-1.57936,0.121859,All
-1.69049,0.238903,-1.71228,0.0818635,-1.15799,0.289452,-1.19836,0.101549,All
-1.36659,0,-1.23966,0.147354,-0.75699,0.231562,-0.817352,0.365576,All
-1.04269,0,-0.767034,0.212845,-0.355986,0.231562,-0.436349,0.345266,All
-0.71879,0.0477806,-0.294413,0.442063,0.0450177,0.578904,-0.055345,0.629603,All
-0.394889,0.406135,0.178209,0.458436,0.446022,0.48242,0.325659,0.304646,All
-0.0709881,0.621148,0.650831,0.491181,0.847026,0.270155,0.706663,0.345266,All
0.252913,0.238903,1.12345,0.1801,1.24803,0.173671,1.08767,0.284337,All
0.576814,0.76449,1.59607,0.114609,1.64903,0.096484,1.46867,0.162478,All
0.900715,0.788381,2.0687,0.0491181,2.05004,0.0578904,1.84967,0.081239,All
