standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.82415,0.00714286,-3.36645,0.00714286,-2.56151,0.00714286,-2.53187,0.00714286,All
-2.80678,0.0142857,-2.50867,0.0142857,-2.07284,0.0142857,-2.28095,0.0142857,All
-2.68107,0.0214286,-2.24706,0.0214286,-2.00638,0.0214286,-2.09246,0.0214286,All
-2.6439,0.0285714,-2.09774,0.0285714,-1.85525,0.0285714,-1.90461,0.0285714,All
-2.62222,0.0357143,-2.09471,0.0357143,-1.84271,0.0357143,-1.79043,0.0357143,All
-2.61064,0.0428571,-2.03444,0.0428571,-1.79118,0.0428571,-1.68713,0.0428571,All
-2.55492,0.05,-1.98674,0.05,-1.74688,0.05,-1.60228,0.05,All
-2.54856,0.0571429,-1.84194,0.0571429,-1.73634,0.0571429,-1.60178,0.0571429,All
-2.53266,0.0642857,-1.82691,0.0642857,-1.73036,0.0642857,-1.56037,0.0642857,All
-2.42504,0.0714286,-1.77097,0.0714286,-1.50973,0.0714286,-1.53502,0.0714286,All
-1.80607,0.0785714,-1.7207,0.0785714,-1.49288,0.0785714,-1.44735,0.0785714,All
-1.79959,0.0857143,-1.53563,0.0857143,-1.47152,0.0857143,-1.31873,0.0857143,All
-1.75868,0.0928571,-1.3503,0.0928571,-1.42482,0.0928571,-1.31329,0.0928571,All
-1.74205,0.1,-1.33398,0.1,-1.40067,0.1,-1.27246,0.1,All
-1.73981,0.107143,-1.31079,0.107143,-1.37843,0.107143,-1.23734,0.107143,All
-1.66011,0.114286,-1.20898,0.114286,-1.35673,0.114286,-1.17611,0.114286,All
-1.60858,0.121429,-1.20188,0.121429,-1.33448,0.121429,-0.96779,0.121429,All
-1.59367,0.128571,-1.08734,0.128571,-1.31279,0.128571,-0.954993,0.128571,All
-1.59003,0.135714,-1.06683,0.135714,-1.30106,0.135714,-0.94672,0.135714,All
-1.56423,0.142857,-1.01969,0.142857,-1.2689,0.142857,-0.918045,0.142857,All
-0.802878,0.15,-1.00946,0.15,-1.24005,0.15,-0.888099,0.15,All
-0.560902,0.157143,-0.995241,0.157143,-1.20034,0.157143,-0.886291,0.157143,All
-0.502323,0.164286,-0.976047,0.164286,-1.197,0.164286,-0.867082,0.164286,All
-0.473465,0.171429,-0.94029,0.171429,-1.16113,0.171429,-0.834545,0.171429,All
-0.466819,0.178571,-0.903014,0.178571,-1.1525,0.178571,-0.824604,0.178571,All
-0.438795,0.185714,-0.867894,0.185714,-1.13471,0.185714,-0.806018,0.185714,All
-0.421019,0.192857,-0.846518,0.192857,-1.11921,0.192857,-0.79959,0.192857,All
-0.418438,0.2,-0.81726,0.2,-1.07488,0.2,-0.796128,0.2,All
-0.399175,0.207143,-0.779857,0.207143,-1.07237,0.207143,-0.789718,0.207143,All
-0.365195,0.214286,-0.738027,0.214286,-0.987782,0.214286,-0.713984,0.214286,All
-0.359731,0.221429,-0.72033,0.221429,-0.954288,0.221429,-0.640273,0.221429,All
-0.340265,0.228571,-0.71894,0.228571,-0.798365,0.228571,-0.632173,0.228571,All
-0.303821,0.235714,-0.624077,0.235714,-0.741331,0.235714,-0.631587,0.235714,All
-0.288074,0.242857,-0.554519,0.242857,-0.708361,0.242857,-0.627524,0.242857,All
-0.257606,0.25,-0.52834,0.25,-0.69001,0.25,-0.620063,0.25,All
-0.255894,0.257143,-0.527322,0.257143,-0.66511,0.257143,-0.594461,0.257143,All
-0.249615,0.264286,-0.489307,0.264286,-0.664933,0.264286,-0.540354,0.264286,All
-0.243394,0.271429,-0.486112,0.271429,-0.652017,0.271429,-0.494961,0.271429,All
-0.235205,0.278571,-0.455978,0.278571,-0.632811,0.278571,-0.463027,0.278571,All
-0.223426,0.285714,-0.418179,0.285714,-0.622894,0.285714,-0.447683,0.285714,All
-0.22326,0.292857,-0.383054,0.292857,-0.611423,0.292857,-0.428372,0.292857,All
-0.219421,0.3,-0.379147,0.3,-0.588723,0.3,-0.406879,0.3,All
-0.217583,0.307143,-0.366624,0.307143,-0.54426,0.307143,-0.373433,0.307143,All
-0.206066,0.314286,-0.298239,0.314286,-0.530693,0.314286,-0.369216,0.314286,All
-0.200026,0.321429,-0.264858,0.321429,-0.415998,0.321429,-0.359518,0.321429,All
-0.167635,0.328571,-0.264316,0.328571,-0.361793,0.328571,-0.35025,0.328571,All
-0.162482,0.335714,-0.244935,0.335714,-0.355358,0.335714,-0.348594,0.335714,All
-0.1468,0.342857,-0.240028,0.342857,-0.349695,0.342857,-0.345232,0.342857,All
-0.14678,0.35,-0.23157,0.35,-0.318101,0.35,-0.275703,0.35,All
-0.141445,0.357143,-0.224484,0.357143,-0.301934,0.357143,-0.275581,0.357143,All
-0.116037,0.364286,-0.192255,0.364286,-0.297595,0.364286,-0.267412,0.364286,All
-0.106339,0.371429,-0.189371,0.371429,-0.279993,0.371429,-0.222278,0.371429,All
-0.101967,0.378571,-0.188639,0.378571,-0.278827,0.378571,-0.181553,0.378571,All
-0.0958686,0.385714,-0.165888,0.385714,-0.259556,0.385714,-0.162218,0.385714,All
-0.0920255,0.392857,-0.145894,0.392857,-0.15408,0.392857,-0.156882,0.392857,All
-0.0847263,0.4,-0.135067,0.4,-0.150453,0.4,-0.145485,0.4,All
-0.0777311,0.407143,-0.131025,0.407143,-0.141054,0.407143,-0.129462,0.407143,All
-0.0554241,0.414286,-0.129903,0.414286,-0.13829,0.414286,-0.120264,0.414286,All
-0.0496012,0.421429,-0.120204,0.421429,-0.118141,0.421429,-0.111258,0.421429,All
0.00436532,0.428571,-0.110065,0.428571,-0.109923,0.428571,-0.107828,0.428571,All
0.0430335,0.435714,-0.0724608,0.435714,-0.078997,0.435714,-0.107309,0.435714,All
0.0483807,0.442857,-0.0264684,0.442857,-0.0691727,0.442857,-0.0956887,0.442857,All
0.0639828,0.45,-0.0153905,0.45,-0.0451629,0.45,-0.0609423,0.45,All
0.0658792,0.457143,0.00937585,0.457143,-0.0324327,0.457143,-0.0560792,0.457143,All
0.0847737,0.464286,0.0354079,0.464286,-0.0257133,0.464286,-0.0488415,0.464286,All
0.122675,0.471429,0.0874017,0.471429,-0.019781,0.471429,-0.0189443,0.471429,All
0.150676,0.478571,0.130196,0.478571,-0.0170153,0.478571,-0.0182224,0.478571,All
0.16529,0.485714,0.131037,0.485714,-0.0167912,0.485714,-0.0159162,0.485714,All
0.230247,0.492857,0.151376,0.492857,-0.016641,0.492857,-0.0051642,0.492857,All
0.316271,0.5,0.155206,0.5,-0.00202192,0.5,0.00818766,0.5,All
0.328884,0.507143,0.175318,0.507143,-0.00194251,0.507143,0.0103924,0.507143,All
0.371951,0.514286,0.19588,0.514286,0.0159228,0.514286,0.0227845,0.514286,All
0.388561,0.521429,0.21123,0.521429,0.0671375,0.521429,0.026816,0.521429,All
0.389088,0.528571,0.228239,0.528571,0.103714,0.528571,0.0475002,0.528571,All
0.403597,0.535714,0.258562,0.535714,0.143301,0.535714,0.0525952,0.535714,All
0.455307,0.542857,0.266195,0.542857,0.145605,0.542857,0.0527337,0.542857,All
0.45911,0.55,0.266506,0.55,0.168208,0.55,0.0576378,0.55,All
0.474936,0.557143,0.281209,0.557143,0.180842,0.557143,0.0670305,0.557143,All
0.479398,0.564286,0.297601,0.564286,0.191548,0.564286,0.0750246,0.564286,All
0.481985,0.571429,0.358416,0.571429,0.199906,0.571429,0.10888,0.571429,All
0.484563,0.578571,0.358773,0.578571,0.209201,0.578571,0.109093,0.578571,All
0.486142,0.585714,0.365438,0.585714,0.215357,0.585714,0.126915,0.585714,All
0.492762,0.592857,0.370887,0.592857,0.215485,0.592857,0.153434,0.592857,All
0.493998,0.6,0.377049,0.6,0.228727,0.6,0.159966,0.6,All
0.509745,0.607143,0.388084,0.607143,0.27198,0.607143,0.182561,0.607143,All
0.513897,0.614286,0.389587,0.614286,0.291208,0.614286,0.1978,0.614286,All
0.518091,0.621429,0.393444,0.621429,0.313436,0.621429,0.22136,0.621429,All
0.531392,0.628571,0.405088,0.628571,0.341357,0.628571,0.283861,0.628571,All
0.5467,0.635714,0.406791,0.635714,0.352828,0.635714,0.347345,0.635714,All
0.549278,0.642857,0.428088,0.642857,0.363687,0.642857,0.371602,0.642857,All
0.555943,0.65,0.430245,0.65,0.366238,0.65,0.399492,0.65,All
0.556371,0.657143,0.435376,0.657143,0.385903,0.657143,0.402493,0.657143,All
0.584441,0.664286,0.450161,0.664286,0.393188,0.664286,0.438025,0.664286,All
0.608778,0.671429,0.462483,0.671429,0.40493,0.671429,0.442314,0.671429,All
0.637753,0.678571,0.54124,0.678571,0.405474,0.678571,0.454899,0.678571,All
0.65453,0.685714,0.563025,0.685714,0.431757,0.685714,0.467534,0.685714,All
0.661864,0.692857,0.573011,0.692857,0.448382,0.692857,0.509295,0.692857,All
0.663293,0.7,0.576595,0.7,0.499065,0.7,0.529549,0.7,All
0.664007,0.707143,0.585117,0.707143,0.500828,0.707143,0.547049,0.707143,All
0.681071,0.714286,0.585211,0.714286,0.514081,0.714286,0.554965,0.714286,All
0.690067,0.721429,0.588612,0.721429,0.542095,0.721429,0.582453,0.721429,All
0.695815,0.728571,0.598543,0.728571,0.578804,0.728571,0.588319,0.728571,All
0.70313,0.735714,0.603302,0.735714,0.587399,0.735714,0.624848,0.735714,All
0.706501,0.742857,0.626481,0.742857,0.604881,0.742857,0.662193,0.742857,All
0.712809,0.75,0.686515,0.75,0.609066,0.75,0.692881,0.75,All
0.731219,0.757143,0.696432,0.757143,0.617505,0.757143,0.70846,0.757143,All
0.731677,0.764286,0.710979,0.764286,0.630174,0.764286,0.710975,0.764286,All
0.739017,0.771429,0.715214,0.771429,0.636232,0.771429,0.743388,0.771429,All
0.750099,0.778571,0.722467,0.778571,0.636356,0.778571,0.798785,0.778571,All
0.751274,0.785714,0.732235,0.785714,0.780421,0.785714,0.803095,0.785714,All
0.774982,0.792857,0.741061,0.792857,0.783435,0.792857,0.806502,0.792857,All
0.776668,0.8,0.750071,0.8,0.79207,0.8,0.814185,0.8,All
0.777561,0.807143,0.767923,0.807143,0.80785,0.807143,0.831146,0.807143,All
0.786406,0.814286,0.802027,0.814286,0.847012,0.814286,0.871669,0.814286,All
0.799419,0.821429,0.81686,0.821429,0.848651,0.821429,0.912735,0.821429,All
0.803404,0.828571,0.845483,0.828571,0.871036,0.828571,0.9134,0.828571,All
0.813593,0.835714,0.864263,0.835714,0.879507,0.835714,0.920007,0.835714,All
0.820608,0.842857,0.869085,0.842857,0.929965,0.842857,0.983874,0.842857,All
0.821355,0.85,0.870315,0.85,0.946642,0.85,1.00546,0.85,All
0.840882,0.857143,0.894525,0.857143,0.999471,0.857143,1.02152,0.857143,All
0.854353,0.864286,0.92888,0.864286,1.00113,0.864286,1.03527,0.864286,All
0.869822,0.871429,0.965682,0.871429,1.00247,0.871429,1.0989,0.871429,All
0.892619,0.878571,1.07607,0.878571,1.02854,0.878571,1.11863,0.878571,All
0.893517,0.885714,1.17261,0.885714,1.11076,0.885714,1.15521,0.885714,All
0.903946,0.892857,1.19633,0.892857,1.14259,0.892857,1.16679,0.892857,All
0.91185,0.9,1.27126,0.9,1.15074,0.9,1.17567,0.9,All
0.932616,0.907143,1.30362,0.907143,1.18951,0.907143,1.22586,0.907143,All
0.934979,0.914286,1.31282,0.914286,1.25136,0.914286,1.26113,0.914286,All
0.953284,0.921429,1.3162,0.921429,1.29173,0.921429,1.30058,0.921429,All
0.961917,0.928571,1.31904,0.928571,1.31608,0.928571,1.36115,0.928571,All
0.96616,0.935714,1.39939,0.935714,1.31953,0.935714,1.39847,0.935714,All
0.977403,0.942857,1.41788,0.942857,1.36889,0.942857,1.41371,0.942857,All
0.977631,0.95,1.44315,0.95,1.47598,0.95,1.42846,0.95,All
0.980711,0.957143,1.47723,0.957143,1.49745,0.957143,1.4922,0.957143,All
0.983786,0.964286,1.66157,0.964286,1.55755,0.964286,1.5297,0.964286,All
1.006,0.971429,1.71359,0.971429,1.65705,0.971429,1.6,0.971429,All
1.02282,0.978571,1.71962,0.978571,1.75707,0.978571,1.70509,0.978571,All
1.04065,0.985714,2.21131,0.985714,1.927,0.985714,1.83127,0.985714,All
1.05556,0.992857,2.29799,0.992857,2.21579,0.992857,1.83328,0.992857,All
1.06266,1,2.30501,1,2.25054,1,2.04018,1,All
4,1,4,1,4,1,4,1,All
