time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.0260003,1,-0.0267789,1,0.0121442,7.12614,0.096824,1.75204,-0.260671,7.12614,0.0571055,All
1.05006,0.0419757,1.05006,-0.00822651,1.05006,0.0276045,7.34073,0.0323924,1.86439,-0.234979,7.34073,0.0330046,All
1.10263,0.0587508,1.10263,0.0112546,1.10263,0.0438388,7.56179,0.0142989,1.98395,-0.20764,7.56179,0.0239084,All
1.15782,0.0763657,1.15782,0.031711,1.15782,0.0608858,7.61189,0.0120665,2.11118,-0.178548,7.61189,0.022477,All
1.21,0.093017,1.21,0.0510484,1.21,0.0770004,7.78951,0.01864,2.24656,-0.14759,7.78951,0.0224311,All
1.21578,0.0948623,1.21578,0.0531913,1.21578,0.0787862,8.02408,0.03179,2.39063,-0.114647,8.02408,0.024857,All
1.27664,0.114285,1.27664,0.075747,1.27664,0.0975826,8.09764,0.0357543,2.50088,-0.089435,8.09764,0.0256647,All
1.34055,0.13468,1.34055,0.0994318,1.34055,0.11732,8.26572,0.0430853,2.54393,-0.0818702,8.26572,0.0276325,All
1.40766,0.156096,1.40766,0.124302,1.40766,0.138045,8.51463,0.0529553,2.70707,-0.058035,8.51463,0.0306074,All
1.42,0.160034,1.42,0.128876,1.42,0.141857,8.58339,0.0543572,2.88066,-0.0326713,8.58339,0.0314147,All
1.47813,0.178584,1.47813,0.150418,1.47813,0.159808,8.77104,0.0581836,3.06539,-0.0056812,8.77104,0.0336183,All
1.55212,0.202197,1.55212,0.177841,1.55212,0.182661,9.03517,0.0635694,3.24972,0.0212507,9.03517,0.0367198,All
1.62982,0.195822,1.62982,0.174489,1.62982,0.17636,9.06914,0.064262,3.26196,0.0230398,9.06914,0.0371187,All
1.63,0.195759,1.63,0.174431,1.63,0.176299,9.30726,0.0685741,3.47115,0.0426826,9.30726,0.0398359,All
1.71141,0.167152,1.71141,0.148305,1.71141,0.148384,9.55489,0.0702141,3.69374,0.0619386,9.55489,0.0422341,All
1.79708,0.137047,1.79708,0.12081,1.79708,0.119008,9.58754,0.0702524,3.93061,0.0736796,9.58754,0.04247,All
1.84,0.121964,1.84,0.107036,1.84,0.104291,9.87625,0.0702358,3.99856,0.0770478,9.87625,0.0443527,All
1.88704,0.105434,1.88704,0.0919389,1.88704,0.0881605,10.0406,0.0702263,4.18267,0.0861736,10.0406,0.0454246,All
1.98151,0.0722388,1.98151,0.0616224,1.98151,0.0557691,10.1737,0.069495,4.45089,0.0962747,10.1737,0.0454662,All
2.05,0.0620141,2.05,0.0493273,2.05,0.0457982,10.48,0.0673031,4.73631,0.0980555,10.48,0.0449826,All
2.0807,0.0597264,2.0807,0.0454224,2.0807,0.0435697,10.5264,0.0669715,4.7474,0.0981247,10.5264,0.0449094,All
2.18486,0.0519646,2.18486,0.0321736,2.18486,0.0360089,10.7956,0.0650451,5.04004,0.0998704,10.7956,0.0444844,All
2.26,0.0463652,2.26,0.0226158,2.26,0.0305544,11.0121,0.0634961,5.36324,0.0929307,11.0121,0.0441427,All
2.29423,0.0438143,2.29423,0.0182616,2.29423,0.0280696,11.1207,0.0627192,5.49624,0.0900029,11.1207,0.0439713,All
2.40908,0.035256,2.40908,0.00365318,2.40908,0.0197328,11.4556,0.0583173,5.70717,0.083369,11.4556,0.0406602,All
2.47,0.0307164,2.47,-0.0040957,2.47,0.0153107,11.4979,0.0577019,6.07316,0.0677436,11.4979,0.0401593,All
2.52968,0.0262693,2.52968,-0.0116865,2.52968,0.0109787,11.8006,0.0532944,6.24508,0.0601185,11.8006,0.036572,All
2.65631,0.0168327,2.65631,-0.0277942,2.65631,0.00178642,11.9836,0.0506293,6.46261,0.0494315,11.9836,0.0344029,All
2.68,0.0150676,2.68,-0.0308072,2.68,6.69477e-05,12.156,0.0481203,6.87704,0.0276184,12.156,0.0323608,All
2.78929,0.00692373,2.78929,-0.0447081,2.78929,-0.00786606,12.4694,0.0435567,6.99392,0.0213934,12.4694,0.0286464,All
2.89,-0.00058128,2.89,-0.0575187,2.89,-0.0151768,12.522,0.0427903,7.31804,0.00436969,12.522,0.0280227,All
2.92892,-0.0034813,2.92892,-0.0624688,2.92892,-0.0180017,12.8991,0.0368359,7.74276,-0.0162892,12.8991,0.0228417,All
3.07554,-0.0144072,3.07554,-0.0811186,3.07554,-0.0286448,12.9551,0.0358216,7.78733,-0.018228,12.9551,0.021869,All
3.1,-0.0162301,3.1,-0.0842302,3.1,-0.0304205,13.2876,0.0298034,8.28671,-0.0363398,13.2876,0.0160976,All
3.2295,-0.02588,3.2295,-0.100702,3.2295,-0.0398207,13.4409,0.0270275,8.4916,-0.0417184,13.4409,0.0134355,All
3.31,-0.0318789,3.31,-0.110942,3.31,-0.0456643,13.6877,0.0225445,8.81811,-0.0468262,13.6877,0.00911608,All
3.39116,-0.0379272,3.39116,-0.121266,3.39116,-0.051556,13.9266,0.0183513,9.24044,-0.0457343,13.9266,0.00486489,All
3.52,-0.0475278,3.52,-0.137653,3.52,-0.060908,14.0999,0.0154408,9.38359,-0.0453642,14.0999,0.00185622,All
3.56093,-0.0505775,3.56093,-0.142859,3.56093,-0.0638788,14.4124,0.0101912,9.98533,-0.0330753,14.4124,-0.00357064,All
3.73,-0.0391734,3.73,-0.140166,3.73,-0.052754,14.5245,0.00830793,9.98928,-0.032962,14.5245,-0.00551745,All
3.73918,-0.0383547,3.73918,-0.139819,3.73918,-0.0519556,14.8981,0.00203107,10.6257,-0.0119186,14.8981,-0.0120062,All
3.92637,-0.0216693,3.92637,-0.132745,3.92637,-0.0356818,14.9619,0.000960224,10.7381,-0.00758957,14.9619,-0.0131132,All
3.94,-0.020454,3.94,-0.13223,3.94,-0.0344964,15.3839,-0.00612903,11.3071,0.0147299,15.3839,-0.0204417,All
4.12292,-0.0104446,4.12292,-0.122442,4.12292,-0.0247738,15.4124,-0.00660875,11.487,0.0217269,15.4124,-0.0209376,All
4.15,-0.0094177,4.15,-0.120786,4.15,-0.023781,15.8696,-0.0142891,12.0321,0.0417359,15.8696,-0.0288772,All
4.32931,-0.00261841,4.32931,-0.109816,4.32931,-0.0172075,15.8766,-0.0144057,12.2358,0.0485639,15.8766,-0.0289977,All
4.36,-0.00145468,4.36,-0.107939,4.36,-0.0160824,16.3547,-0.0171371,12.8037,0.0622382,16.3547,-0.0318376,All
4.54603,0.00559957,4.54603,-0.0965578,4.54603,-0.00926247,16.3554,-0.0171396,12.9846,0.0652001,16.3554,-0.0318402,All
4.57,0.00650835,4.57,-0.0950916,4.57,-0.00838387,16.8411,-0.0188543,13.6248,0.0684431,16.8411,-0.0336326,All
4.77361,0.0142289,4.77361,-0.0826358,4.77361,-0.000919689,16.8472,-0.0188757,13.7335,0.0682497,16.8472,-0.033655,All
4.78,0.0144714,4.78,-0.0822446,4.78,-0.000685305,17.3269,-0.020569,14.4823,0.0615383,17.3269,-0.0354251,All
4.99,0.0224344,4.99,-0.0693977,4.99,0.00701326,17.3545,-0.0206666,14.4985,0.0613194,17.3545,-0.035527,All
5.01257,0.0232903,5.01257,-0.0680168,5.01257,0.00784073,17.8126,-0.0222838,15.2312,0.0476408,17.8126,-0.0372175,All
5.2,0.0303974,5.2,-0.0565507,5.2,0.0147118,17.8771,-0.0225114,15.4283,0.0433216,17.8771,-0.0374555,All
5.2635,0.0328052,5.2635,-0.0526661,5.2635,0.0170397,18.2984,-0.0239985,15.98,0.0292706,18.2984,-0.0390099,All
