parameter,value
Cl_pop,10.6092009340316
beta_Cl_logtAGEA,0.0263132365318775
beta_Cl_logtCLCRMLMIN,0.687602815316838
beta_Cl_logtWTKG,0.798204200539901
V1_pop,43.5013931450381
Q_pop,21.5708288461777
beta_Q_ANTU_2,-0.799940150626151
beta_Q_logtAGEA,1.45919482057847
beta_Q_logtCLCRMLMIN,1.08183923712226
V2_pop,52.0616394048775
omega_Cl,0.177816225020029
omega_V1,0.262180732863385
omega_Q,0.0126559727276123
omega_V2,0.164606669427556
corr_V2_V1,0.998841849759537
a1,0.307204638071271
a2,0.0601399919160986
