iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1560.12,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1545.24,1,5.24688,33.4179,12.4112,56.1551,0.974679,0.974679,0.984893,1.04915,0.974679,0.974679
3,1522.8,1,5.21562,27.6621,12.8572,73.6013,0.95,0.95,0.959955,1.02259,0.95,0.95
4,1515.16,1,4.63849,27.7954,14.7854,84.8774,0.925945,0.925945,0.935649,0.996693,0.925945,0.925945
5,1498.93,1,4.75112,29.4774,10.988,91.3003,0.9025,0.9025,0.911958,0.971456,0.9025,0.9025
6,1486.92,1,4.55329,26.7176,8.15953,93.1641,0.879648,0.879648,0.904356,0.946859,0.879648,0.879648
7,1480.42,1,4.23023,28.5261,7.33483,91.4059,0.857375,0.857375,0.899686,0.922884,0.857375,0.857375
8,1453.93,1,4.52835,26.3862,7.30726,86.7343,0.835666,0.835666,0.876905,0.958123,0.835666,0.835666
9,1457.97,1,4.53435,25.0971,6.86693,91.6632,0.814506,0.814506,0.925361,0.938934,0.814506,0.814506
10,1447.2,1,4.28876,25.3699,6.80474,107.314,0.793882,0.809629,0.945885,0.91516,0.793882,0.793882
11,1435.1,1,4.76262,27.0647,5.31619,111.868,0.773781,0.789128,0.921934,0.891987,0.773781,0.773781
12,1421.3,1,4.53805,26.1372,4.82729,99.6438,0.754188,0.769147,0.906552,0.869402,0.754188,0.754188
13,1411.37,1,4.07471,23.7397,5.77288,132.23,0.735092,0.749672,0.962458,0.847388,0.735092,0.735092
14,1393.76,1,4.48915,24.1064,5.42728,109.933,0.716479,0.73069,1.00726,0.825931,0.716479,0.716479
15,1390,1,4.36913,22.3447,5.95002,116.146,0.698337,0.712188,0.992275,0.835537,0.698337,0.698337
16,1387.37,1,4.39641,22.7893,5.86231,107.968,0.680655,0.694155,1.04209,0.851203,0.680655,0.680655
17,1364.53,1,4.52048,22.4174,4.94157,114.736,0.66342,0.676579,1.0157,0.82965,0.66342,0.66342
18,1358.75,1,4.4946,22.6822,4.53244,109.155,0.646622,0.659448,0.989985,0.808643,0.646622,0.646622
19,1341.66,1,4.1391,24.891,4.81622,123.019,0.630249,0.64275,0.964918,0.788167,0.630249,0.630249
20,1327.56,1,4.41181,27.2364,4.00752,123.253,0.614291,0.626475,0.940486,0.785476,0.614291,0.614291
21,1317.18,1,4.55094,25.5646,4.35771,108.161,0.598737,0.610612,0.916672,0.765588,0.598737,0.598737
22,1315.72,1,4.42427,25.1922,3.72794,119.625,0.583577,0.595151,0.893462,0.746203,0.583577,0.583577
23,1303.07,1,4.34344,26.1633,3.07421,115.219,0.5688,0.580082,0.92608,0.745675,0.5688,0.5688
24,1293.83,1,4.37739,27.6424,2.77583,140.222,0.554398,0.565394,0.902631,0.762927,0.554398,0.554398
25,1280.64,1,4.54337,27.2155,2.64554,133.712,0.54036,0.551078,0.879776,0.797947,0.54036,0.54036
26,1267.64,1,4.28925,25.3218,2.65097,141.376,0.526678,0.537124,0.871829,0.777743,0.526678,0.526678
27,1262.21,1,4.2912,26.0845,3.04131,152.842,0.513342,0.523524,0.889646,0.75805,0.513342,0.513342
28,1243.35,1,4.58809,27.0907,2.62005,126.735,0.500344,0.510268,0.86712,0.738856,0.500344,0.500344
29,1244.58,1,4.40858,24.6252,2.23322,123.96,0.487675,0.497348,0.927602,0.722631,0.487675,0.487675
30,1219.18,1,4.52895,27.136,2.1776,107.713,0.475327,0.484755,0.904115,0.704333,0.475327,0.475327
31,1225.17,1,4.68186,26.6213,1.92309,111.337,0.463291,0.47248,0.881222,0.686499,0.463291,0.463291
32,1204.56,1,4.79396,25.4939,2.01067,97.9105,0.45156,0.460517,0.858909,0.669117,0.45156,0.45156
33,1203.6,1,4.92111,26.8882,1.99466,96.6915,0.440127,0.448856,0.849338,0.717414,0.440127,0.440127
34,1201.01,1,4.71747,25.8827,2.00716,85.3704,0.428982,0.437491,0.948202,0.759253,0.428982,0.428982
35,1188.97,1,4.77965,25.3281,2.12316,84.394,0.41812,0.426413,0.924193,0.801268,0.41812,0.41812
36,1187.48,1,4.60316,24.6384,2.35248,96.71,0.407533,0.415616,1.0205,0.78098,0.407533,0.407533
37,1176.81,1,4.61443,24.1713,2.72368,92.6634,0.397214,0.405093,0.99466,0.761205,0.397214,0.397214
38,1165.36,1,4.57413,24.3042,2.50066,93.099,0.387157,0.394836,0.969474,0.741931,0.387157,0.387157
39,1146.97,1,4.51678,24.2962,2.69843,110.107,0.377354,0.384838,0.944927,0.723145,0.377354,0.377354
40,1152.17,1,4.54639,24.7679,3.26288,106.526,0.367799,0.375094,0.921001,0.734048,0.367799,0.367799
41,1138.3,1,4.5398,23.6335,3.3676,103.422,0.358486,0.365596,0.89768,0.715461,0.358486,0.358486
42,1118.34,1,4.72584,24.8111,3.1726,93.6973,0.349409,0.356339,0.874951,0.704374,0.349409,0.349409
43,1116.87,1,4.92621,24.3058,3.00089,88.0563,0.340562,0.347316,0.852796,0.686539,0.340562,0.340562
44,1104.02,1,4.81175,24.7154,3.05114,87.0302,0.331938,0.338522,0.831203,0.669156,0.331938,0.331938
45,1101.35,1,4.87122,25.004,3.25046,81.964,0.323534,0.329951,0.810156,0.666214,0.323534,0.323534
46,1103.47,1,4.82702,24.8307,3.13629,82.416,0.315341,0.321596,0.847208,0.754351,0.315341,0.315341
47,1083.93,1,4.68664,24.077,2.97039,93.9276,0.307357,0.313453,0.825756,0.735251,0.307357,0.307357
48,1082.72,1,4.75056,23.9775,3.06964,96.6241,0.299574,0.305516,0.850159,0.716634,0.299574,0.299574
49,1068.67,1,4.67501,24.4464,3.05087,100.795,0.291989,0.29778,0.885075,0.698488,0.291989,0.291989
50,1069.71,1,4.70978,23.6554,3.13089,90.4226,0.284596,0.29024,0.862664,0.763874,0.284596,0.284596
51,1064.46,1,4.74157,23.9347,3.01902,81.4094,0.27739,0.282891,0.840821,0.773065,0.27739,0.27739
52,1053.04,1,4.72582,23.6602,3.31114,82.8242,0.270366,0.280897,0.819531,0.82705,0.270366,0.270366
53,1052.41,1,4.76001,23.1996,3.43735,76.7998,0.26352,0.273784,0.79878,0.806109,0.26352,0.26352
54,1042.28,1,4.83943,22.8121,3.24835,77.9509,0.256848,0.266852,0.783184,0.785698,0.256848,0.256848
55,1040.3,1,4.81733,23.7886,3.45384,74.6441,0.250344,0.260095,0.763353,0.804863,0.250344,0.250344
56,1045.45,1,4.81904,23.3533,3.47963,75.2143,0.244005,0.253509,0.744025,0.784483,0.244005,0.244005
57,1033.42,1,4.89992,23.2412,3.53839,71.8128,0.237827,0.24709,0.751672,0.76462,0.237827,0.237827
58,1036.66,1,4.81206,22.2841,3.45601,74.7951,0.231805,0.270325,0.796276,0.745259,0.231805,0.231805
59,1022.12,1,4.81068,21.8977,4.03691,70.6,0.225936,0.263481,0.776114,0.726389,0.227266,0.225936
60,1010.76,1,4.88575,21.7587,3.94557,65.4062,0.220215,0.256809,0.756462,0.707996,0.232218,0.220215
61,1014.14,1,4.91406,22.6103,3.67626,65.8017,0.214639,0.250307,0.737308,0.700485,0.234731,0.214639
62,1007.28,1,4.92969,22.2463,3.82078,60.8321,0.209204,0.252769,0.718639,0.734041,0.228788,0.209204
63,1004.59,1,4.92715,21.992,3.50859,58.6465,0.203907,0.246369,0.700442,0.715454,0.228527,0.203907
64,1001.34,1,4.94519,23.1453,3.31195,59.4891,0.198744,0.24013,0.682707,0.743287,0.227304,0.198744
65,1001.38,1,5.02245,23.507,3.48337,56.0328,0.193711,0.245828,0.66542,0.724466,0.234206,0.193711
66,998.603,1,5.01511,22.9985,3.80442,55.1966,0.188807,0.239604,0.648572,0.782122,0.243193,0.188807
67,998.538,1,4.94434,22.8678,3.55472,54.0777,0.194637,0.260498,0.632149,0.762318,0.243255,0.184026
68,1000.52,1,5.04321,22.847,3.80979,50.9788,0.189708,0.264653,0.630077,0.743016,0.244648,0.179366
69,997.942,1,5.03874,22.2842,4.07771,53.5523,0.184905,0.257952,0.616676,0.731125,0.265766,0.174825
70,995.122,1,4.99328,22.0072,4.01469,56.037,0.180223,0.267566,0.601062,0.712613,0.264937,0.170398
71,988.303,1,5.05027,21.8804,3.68361,53.0568,0.187044,0.260791,0.585842,0.694569,0.274657,0.166083
72,982.65,1,4.99555,22.7344,3.46508,50.2941,0.191252,0.254187,0.571008,0.724008,0.269887,0.161878
73,987.283,1,5.02879,23.4332,3.37374,45.8278,0.195851,0.290741,0.55655,0.705676,0.273923,0.157779
74,979.994,1,5.03586,22.6144,3.52896,47.3434,0.190892,0.290983,0.542458,0.687808,0.283383,0.153784
75,976.502,1,5.01061,22.5635,3.60249,47.5314,0.186837,0.283615,0.528723,0.687276,0.291873,0.14989
76,972.875,1,5.02185,21.8693,3.67228,45.3876,0.182107,0.276434,0.515335,0.687856,0.292,0.146095
77,967.966,1,4.98664,22.0473,3.42943,47.7465,0.179969,0.269435,0.50444,0.683487,0.299156,0.142396
78,953.689,1,4.98695,22.6535,3.5129,51.8713,0.176783,0.268552,0.491668,0.672184,0.292206,0.13879
79,948.908,1,4.94789,21.9072,3.75051,53.2386,0.188702,0.261752,0.479218,0.715635,0.302046,0.135276
80,952.106,1,4.96331,21.795,4.01919,53.9126,0.183924,0.27019,0.467084,0.697515,0.297535,0.131851
81,949.207,1,4.97582,21.2141,4.08879,54.7161,0.194685,0.278873,0.455257,0.679853,0.305778,0.128512
82,957.401,1,5.01159,21.4232,3.91805,52.5642,0.190631,0.280241,0.476302,0.68126,0.308542,0.125258
83,958.134,1,4.99581,21.8213,3.91993,50.3535,0.201294,0.273145,0.464241,0.676759,0.3035,0.122087
84,938.937,1,5.06072,21.9046,3.98166,50.0179,0.19937,0.266229,0.452487,0.704113,0.312842,0.118995
85,942.137,1,5.07055,21.953,4.08589,49.1899,0.194322,0.259488,0.441029,0.733994,0.304921,0.115982
86,937.591,1,5.04755,21.5241,3.96022,43.366,0.19598,0.292808,0.429862,0.792497,0.313536,0.113045
87,942.423,1,5.01342,21.4987,3.73708,41.6467,0.191018,0.289365,0.418978,0.829023,0.315045,0.110183
88,930.901,1,5.12631,21.5086,3.97641,41.5484,0.207636,0.290798,0.424839,0.808032,0.316799,0.107393
89,941.858,1,5.11861,21.5591,4.23789,41.2144,0.210142,0.283434,0.464316,0.793822,0.320062,0.104674
90,929.418,1,5.08974,20.8012,4.00812,42.7747,0.216256,0.276258,0.478209,0.773722,0.32787,0.102024
91,935.677,1,5.10255,21.2269,4.0958,42.7974,0.219438,0.285641,0.506023,0.754131,0.32612,0.0994403
92,930.132,1,5.12208,21.5591,4.08528,40.3172,0.213882,0.282203,0.549624,0.735036,0.323911,0.0969224
93,928.366,1,5.11323,21.6797,4.03519,37.7893,0.230705,0.275057,0.535707,0.766512,0.325609,0.0944682
94,932.175,1,5.12927,20.7638,4.27822,35.794,0.225405,0.284198,0.522143,0.747104,0.333961,0.0920763
95,934.215,1,5.16236,21.1031,4.24431,34.2528,0.219997,0.283472,0.508922,0.75763,0.333933,0.0897448
96,935.738,1,5.18504,20.9169,4.61406,30.925,0.217254,0.276294,0.555328,0.769677,0.328007,0.0888791
97,925.162,1,5.09396,20.1134,4.55235,31.1142,0.211753,0.295064,0.558295,0.816,0.327448,0.0866286
98,919.66,1,5.10939,20.4197,4.57781,33.646,0.211143,0.294769,0.544158,0.815336,0.331741,0.0844352
99,910.994,1,5.12905,20.2456,4.88957,30.4365,0.215423,0.302209,0.53038,0.846262,0.333599,0.0822972
100,913.187,1,5.10849,20.097,4.70279,30.3262,0.209969,0.300276,0.523707,0.824834,0.32724,0.0802134
101,916.925,1,5.07752,19.6776,4.87129,30.5384,0.211715,0.29536,0.525691,0.831059,0.331732,0.0784137
102,913.504,1,5.08271,20.1252,4.50784,29.1908,0.220469,0.304798,0.512381,0.831718,0.342539,0.0764282
103,908.284,1,5.09238,20.0882,4.60757,33.6336,0.219252,0.299515,0.54247,0.836134,0.339879,0.074493
104,913.402,1,5.08624,19.9322,4.64165,33.3198,0.217298,0.302091,0.528734,0.8497,0.341532,0.0742961
