parameter,value,se_sa,rse_sa
Cl_pop,10.1687002135057,0.733416137004523,7.21248656765814
V1_pop,47.0472083208755,2.08130599812714,4.42386715898643
Q2_pop,8.98593049043724,2.41745896285843,26.9027115826355
V2_pop,67.900808712766,19.8870503103013,29.288385053597
Q3_pop,6.64026003739236e-6,7.95096580221974e-5,1197.3877163615
V3_pop,105.792737500045,924.398072121635,873.782164982015
omega_Cl,0.252769685766261,0.0509967135183882,20.1751698839177
omega_V1,0.0746110048713784,0.0721495874774574,96.7009995399951
omega_Q2,0.876452305034906,0.223052675470322,25.4494938502602
omega_V2,0.410533713647001,nan,nan
omega_Q3,5.95388546609184,4.03026505195693,67.6913433237811
omega_V3,5.89417829562621,7.3656543283576,124.964905351155
a1,0.292308696158981,0.0235450558460398,8.05485986405076
a2,0.0965075306671535,0.0115871319187953,12.0064536297777
