Cl_pop,0.14744,nan,0.023224,-2.683e-10,0.0071304,0.00045645,-0.00028105,-3.7051e-5,-1.2174e-10,-0.00017921,-0.00021549,0.00013674
beta_Cl_logtCLCRMLMIN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
V1_pop,0.023224,nan,3.709,-1.9015e-9,0.8445,0.00020758,-0.0097093,-0.00027529,-1.1195e-9,-0.0078319,-0.0027171,0.0018104
Q_pop,-2.683e-10,nan,-1.9015e-9,1.2652e-14,5.5596e-9,-1.2958e-10,1.7695e-10,1.8064e-10,2.0781e-16,1.7279e-10,-1.0242e-10,7.9298e-11
V2_pop,0.0071304,nan,0.8445,5.5596e-9,0.2078,-0.00018304,-0.0030002,-1.2146e-5,-3.3858e-10,-0.001893,-0.00083405,0.00065526
omega_Cl,0.00045645,nan,0.00020758,-1.2958e-10,-0.00018304,0.0028195,2.9253e-5,-1.1402e-6,-2.798e-11,2.5746e-5,6.5712e-5,-3.8372e-5
omega_V1,-0.00028105,nan,-0.0097093,1.7695e-10,-0.0030002,2.9253e-5,0.004462,8.6351e-5,9.3085e-11,0.0023178,2.8272e-5,-8.4957e-5
corr_V2_V1,-3.7051e-5,nan,-0.00027529,1.8064e-10,-1.2146e-5,-1.1402e-6,8.6351e-5,1.19e-5,6.9606e-12,5.0217e-5,6.4546e-7,-2.8825e-6
omega_Q,-1.2174e-10,nan,-1.1195e-9,2.0781e-16,-3.3858e-10,-2.798e-11,9.3085e-11,6.9606e-12,2.4324e-16,5.4339e-11,-2.6493e-13,-1.384e-11
omega_V2,-0.00017921,nan,-0.0078319,1.7279e-10,-0.001893,2.5746e-5,0.0023178,5.0217e-5,5.4339e-11,0.0012635,2.9456e-5,-5.244e-5
a1,-0.00021549,nan,-0.0027171,-1.0242e-10,-0.00083405,6.5712e-5,2.8272e-5,6.4546e-7,-2.6493e-13,2.9456e-5,0.00054196,-6.7836e-5
a2,0.00013674,nan,0.0018104,7.9298e-11,0.00065526,-3.8372e-5,-8.4957e-5,-2.8825e-6,-1.384e-11,-5.244e-5,-6.7836e-5,0.00011789
