simulations,OFV
500,969.854
1000,969.505
1500,969.903
2000,970.542
2500,969.91
3000,970.242
3500,970.792
4000,970.903
4500,970.675
5000,970.848
5500,970.751
6000,970.912
6500,970.992
7000,971.348
7500,971.327
8000,971.333
8500,970.943
9000,971.014
9500,969.875
10000,970.02
10500,970.087
11000,969.436
11500,969.401
12000,969.237
12500,969.342
13000,968.288
13500,968.157
14000,968.272
14500,968.194
15000,968.203
15500,968.333
16000,968.26
16500,968.229
17000,968.231
17500,968.336
18000,968.349
18500,968.44
19000,968.429
19500,968.509
20000,968.566
20500,967.73
21000,967.786
21500,967.756
22000,967.809
22500,967.855
23000,967.777
23500,967.697
24000,967.774
24500,967.854
25000,967.947
25500,967.576
26000,967.597
26500,967.605
27000,967.671
27500,967.153
28000,967.241
28500,967.283
29000,967.316
29500,967.364
30000,967.455
