iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,633.814,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,603.15,1,10.5696,11.5292,33.8695,68.1761,0.24,0.894427,0.894427,0.894427,0.949677
3,579.49,1,10.1251,12.1273,34.2788,74.9428,0.192,0.8,0.84187,0.8,1.02688
4,535.647,1,10.3704,12.4279,35.3397,68.7521,0.1536,0.715542,0.879413,0.715542,1.03812
5,498.1,1,10.1422,10.049,34.8701,66.3263,0.125392,0.64,0.867968,0.64,1.03628
6,458.484,1,10.3628,9.58715,34.6248,55.2949,0.106113,0.572433,0.903773,0.572433,0.944703
7,415.842,1,10.4628,9.18185,34.0713,57.1039,0.0912531,0.512,0.836189,0.512,0.844968
8,402.717,1,10.57,9.45809,34.4332,52.0545,0.0883992,0.457947,0.830287,0.457947,0.790631
9,379.36,1,10.5333,9.11236,34.8123,53.0665,0.0800997,0.4096,0.810293,0.4096,0.756844
10,368.129,1,10.6474,9.80414,35.3129,47.1638,0.0788059,0.366357,0.74022,0.366357,0.722276
11,354.042,1,10.7914,9.86794,34.3514,47.2937,0.0762296,0.32768,0.776074,0.352885,0.646024
12,330.293,1,10.7283,9.68267,34.1918,43.7029,0.0688076,0.293086,0.74802,0.342058,0.577821
13,318.168,1,10.681,9.51796,34.2613,43.5293,0.0669665,0.262144,0.730088,0.305946,0.533283
14,313.855,1,10.6497,9.466,34.4877,41.5407,0.0659463,0.234469,0.701742,0.295089,0.568023
15,308.454,1,10.672,9.61612,34.504,41.5927,0.0650986,0.209715,0.712917,0.283713,0.562637
16,305.462,1,10.6729,9.25877,34.5864,41.278,0.0649646,0.187575,0.704036,0.265284,0.578893
17,297.576,1,10.6636,9.63278,34.6846,42.7542,0.062011,0.18463,0.692914,0.27522,0.569675
18,289.832,1,10.6794,9.64728,34.441,39.9251,0.0605982,0.185993,0.683438,0.267431,0.537936
19,285.367,1,10.6538,9.47768,34.9464,39.6618,0.0595822,0.184857,0.650793,0.271907,0.527684
20,288.214,1,10.6707,9.26235,35.0211,38.005,0.0606525,0.18486,0.651779,0.268212,0.536639
21,280.626,1,10.6715,9.95169,34.6086,40.3434,0.0578336,0.182815,0.682373,0.275367,0.524059
22,275.355,1,10.6589,9.76096,34.4655,39.5688,0.0557914,0.186029,0.652774,0.287509,0.549343
23,266.889,1,10.6831,9.66064,34.7426,40.6109,0.0543571,0.185774,0.647046,0.272811,0.520167
24,266.717,1,10.7392,9.43101,35.2062,41.5292,0.0555662,0.181416,0.660286,0.271447,0.465252
25,259.581,1,10.7752,9.32662,34.7859,39.3778,0.0538164,0.178518,0.673927,0.276882,0.429851
