parameter,value,se_lin,rse_lin
Cl_pop,5.17533586736772,0.351335209019414,6.78864556858433
V1_pop,20.2813216396362,1.7475803672233,8.61669864654169
Q_pop,6.39380019439024,1.15311389930594,18.0348754144312
V2_pop,23.4986577914604,3.51818597411239,14.9718592667489
omega_Cl,0.252500149907677,0.0482403928692474,19.1050947442549
omega_V1,0.298567972008036,0.0644526132169677,21.5872495577768
omega_Q,0.588054055163649,0.142777828936607,24.2797116494458
omega_V2,0.374709644194164,0.14411554818932,38.4605922004622
corr_V2_V1,0.998971441122675,0.162818618446482,16.2986259410481
a1,0.303971314192182,0.0222875921974217,7.33213667107108
a2,0.0627408415649726,0.00628295741074471,10.0141427083637
