pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4.23947,0.000208333,-4,0,All
-2.59098,0.0104167,-3.7544,0.000416667,-2.55664,0.0104167,All
-2.19246,0.0208333,-3.4745,0.000625,-2.30177,0.0208333,All
-1.98341,0.03125,-3.44601,0.000833333,-1.81288,0.03125,All
-1.90244,0.0416667,-3.30251,0.00104167,-1.69187,0.0416667,All
-1.71691,0.0520833,-3.01621,0.00125,-1.58539,0.0520833,All
-1.57418,0.0625,-2.99094,0.00145833,-1.49795,0.0625,All
-1.47881,0.0729167,-2.93729,0.00166667,-1.48496,0.0729167,All
-1.39764,0.0833333,-2.90901,0.001875,-1.39048,0.0833333,All
-1.37551,0.09375,-2.90119,0.00208333,-1.36186,0.09375,All
-1.27397,0.104167,-2.89336,0.00229167,-1.24698,0.104167,All
-1.23499,0.114583,-2.8897,0.0025,-1.18107,0.114583,All
-1.19135,0.125,-2.85639,0.00270833,-1.1785,0.125,All
-1.12463,0.135417,-2.85502,0.00291667,-1.16578,0.135417,All
-1.11408,0.145833,-2.82626,0.003125,-1.11074,0.145833,All
-1.07641,0.15625,-2.82347,0.00333333,-1.1058,0.15625,All
-1.05831,0.166667,-2.82071,0.00354167,-1.05036,0.166667,All
-0.989117,0.177083,-2.82045,0.00375,-1.01175,0.177083,All
-0.879517,0.1875,-2.81041,0.00395833,-0.868702,0.1875,All
-0.808363,0.197917,-2.78608,0.00416667,-0.806128,0.197917,All
-0.807816,0.208333,-2.76811,0.004375,-0.780815,0.208333,All
-0.710691,0.21875,-2.75741,0.00458333,-0.764227,0.21875,All
-0.66456,0.229167,-2.75684,0.00479167,-0.703792,0.229167,All
-0.651357,0.239583,-2.75227,0.005,-0.703331,0.239583,All
-0.61896,0.25,-2.71186,0.00520833,-0.648411,0.25,All
-0.563103,0.260417,-2.68666,0.00541667,-0.611016,0.260417,All
-0.556575,0.270833,-2.67098,0.005625,-0.587419,0.270833,All
-0.505071,0.28125,-2.65464,0.00583333,-0.547251,0.28125,All
-0.500749,0.291667,-2.64183,0.00604167,-0.527747,0.291667,All
-0.478662,0.302083,-2.63669,0.00625,-0.527433,0.302083,All
-0.460827,0.3125,-2.61954,0.00645833,-0.503244,0.3125,All
-0.451698,0.322917,-2.59465,0.00666667,-0.495893,0.322917,All
-0.421724,0.333333,-2.58879,0.006875,-0.439409,0.333333,All
-0.394321,0.34375,-2.57093,0.00708333,-0.437865,0.34375,All
-0.328057,0.354167,-2.56356,0.00729167,-0.382013,0.354167,All
-0.267668,0.364583,-2.55098,0.0075,-0.329371,0.364583,All
-0.256812,0.375,-2.53772,0.00770833,-0.31011,0.375,All
-0.241434,0.385417,-2.53509,0.00791667,-0.280503,0.385417,All
-0.21859,0.395833,-2.52688,0.008125,-0.26805,0.395833,All
-0.178479,0.40625,-2.51472,0.00833333,-0.241649,0.40625,All
-0.176094,0.416667,-2.4978,0.00854167,-0.21976,0.416667,All
-0.128547,0.427083,-2.49566,0.00875,-0.216201,0.427083,All
-0.125707,0.4375,-2.49136,0.00895833,-0.206241,0.4375,All
-0.0678681,0.447917,-2.4712,0.00916667,-0.138509,0.447917,All
-0.0319976,0.458333,-2.4543,0.009375,-0.0588612,0.458333,All
-0.0195456,0.46875,-2.44024,0.00958333,-0.0476432,0.46875,All
-0.0194415,0.479167,-2.43699,0.00979167,-0.0442945,0.479167,All
