simulations, -2LL
1000,594.522
2000,593.28
3000,593.58
4000,593.999
5000,594.486
6000,594.576
7000,594.984
8000,595.129
9000,595.248
10000,595.34
11000,595.482
12000,595.508
13000,595.646
14000,595.705
15000,595.729
16000,595.78
17000,595.919
18000,595.944
19000,595.857
20000,595.93
21000,595.964
22000,596.039
23000,595.977
24000,595.924
25000,595.892
26000,595.964
27000,596.023
28000,596.037
29000,596.035
30000,596.069
