Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression
-1.43729,-0.186396,0.0348158,-0.524147,-0.327566,-0.346771,-0.5203,0.370759,0.151673,-0.524147,-0.0959198,-0.252748,-0.5203,-0.385224,-0.339667,-1.43729,-0.123825,-0.0694158
-1.40527,-0.145961,0.0341231,-0.513802,-0.31698,-0.33991,-0.511183,0.405577,0.149561,-0.513802,-0.0912134,-0.247195,-0.511183,-0.381063,-0.333692,-1.40527,-0.0849192,-0.0678295
-1.37326,-0.105526,0.0334303,-0.503457,-0.307013,-0.333049,-0.502066,0.440395,0.147449,-0.503457,-0.0893776,-0.241641,-0.502066,-0.376902,-0.327718,-1.37326,-0.0460136,-0.0662432
-1.34124,-0.0650913,0.0327375,-0.493113,-0.297046,-0.326188,-0.49295,0.460835,0.145337,-0.493113,-0.0875417,-0.236087,-0.49295,-0.37187,-0.321743,-1.34124,-0.00710808,-0.0646568
-1.30923,-0.0363351,0.0320448,-0.482768,-0.288299,-0.319327,-0.483833,0.461955,0.143225,-0.482768,-0.090835,-0.230533,-0.483833,-0.365665,-0.315769,-1.30923,0.0134239,-0.0630705
-1.27721,-0.0163436,0.031352,-0.472423,-0.280237,-0.312466,-0.474717,0.446022,0.141113,-0.472423,-0.0966763,-0.224979,-0.474717,-0.358347,-0.309794,-1.27721,0.0201666,-0.0614841
-1.24519,0.00364795,0.0306592,-0.462079,-0.272763,-0.305605,-0.4656,0.415603,0.139001,-0.462079,-0.104465,-0.219425,-0.4656,-0.35001,-0.30382,-1.24519,0.0269093,-0.0598978
-1.21318,0.0230507,0.0299665,-0.451734,-0.266144,-0.298744,-0.456483,0.378601,0.136889,-0.451734,-0.114548,-0.213872,-0.456483,-0.34118,-0.297846,-1.21318,0.0327978,-0.0583114
-1.18116,0.0324128,0.0292737,-0.441389,-0.259778,-0.291883,-0.447367,0.329355,0.134777,-0.441389,-0.125241,-0.208318,-0.447367,-0.331374,-0.291871,-1.18116,0.0243352,-0.0567251
-1.14915,0.0379024,0.0285809,-0.431045,-0.253886,-0.285022,-0.43825,0.271742,0.132665,-0.431045,-0.136784,-0.202764,-0.43825,-0.320739,-0.285897,-1.14915,0.0109899,-0.0551387
