iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1250.5,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1239.73,1,10.4432,12.6606,47.8946,95.379,0.95,0.95,0.285,0.285,1.00931,0.974679,1.05574,0.974679,0.974679,0.974679
3,1214.39,1,10.4583,12.7149,47.7732,95.6695,0.9025,0.9025,0.27075,0.27075,1.00301,0.95,1.02901,0.95,0.95,0.95
4,1186.71,1,10.5063,13.0906,47.3052,86.2794,0.857375,0.857375,0.257212,0.257212,0.995961,0.925945,1.00295,0.925945,0.962144,0.925945
5,1176.14,1,10.8068,12.9189,50.2876,85.3824,0.814506,0.814506,0.244352,0.244352,1.019,0.9025,0.977559,0.9025,0.937782,0.9025
6,1145.11,1,10.5047,16.353,44.1952,91.6982,0.773781,0.773781,0.232134,0.232134,1.01169,0.879648,0.952807,0.879648,0.914037,0.879648
7,1133.01,1,10.2456,13.8904,45.5917,83.8917,0.735092,0.735092,0.220528,0.220528,0.994568,0.857375,0.928681,0.857375,0.890893,0.857375
8,1118.24,1,10.1867,15.7826,45.681,82.0163,0.698337,0.698337,0.209501,0.209501,0.988514,0.835666,0.907714,0.835666,0.868335,0.835666
9,1111.27,1,10.2414,15.7681,43.8097,84.8965,0.66342,0.66342,0.199026,0.199026,1.0098,0.814506,0.928283,0.814506,0.867227,0.814506
10,1083.92,1,10.223,15.9286,41.1408,85.1909,0.630249,0.630249,0.189075,0.189075,1.0047,0.793882,0.904778,0.793882,0.881768,0.793882
11,1069.58,1,10.1651,16.2607,42.6888,83.1019,0.598737,0.598737,0.179621,0.179621,0.993586,0.773781,0.881869,0.773781,0.859441,0.773781
12,1052.89,1,10.0534,17.0021,42.6872,77.4301,0.5688,0.5688,0.17064,0.17064,0.996086,0.754188,0.898534,0.754188,0.869201,0.754188
13,1024.11,1,10.0211,15.6142,46.3604,83.0791,0.54036,0.54036,0.162108,0.162108,1.00128,0.735092,0.890316,0.735092,0.847193,0.735092
14,1009.94,1,9.96408,15.33,43.3691,83.1441,0.513342,0.513342,0.154003,0.154003,1.00048,0.716479,0.867772,0.716479,0.825741,0.716479
15,991.633,1,9.9243,15.0881,44.7848,86.9736,0.487675,0.487675,0.146302,0.146302,0.990502,0.698337,0.8458,0.698337,0.804833,0.698337
16,985.849,1,9.95393,15.3049,45.7027,88.6608,0.463291,0.463291,0.138987,0.138987,0.989375,0.680655,0.824384,0.680655,0.784454,0.680655
17,964.111,1,9.79889,14.8545,46.7205,91.9904,0.440127,0.440127,0.132038,0.132038,0.986653,0.66342,0.80351,0.66342,0.765509,0.66342
18,948.238,1,9.8994,13.3821,48.3273,89.0865,0.41812,0.14331,0.125436,0.144213,0.987745,0.646622,0.783164,0.646622,0.787124,0.646622
19,939.68,1,9.88627,12.5579,47.2181,83.0069,0.397214,2.22045e-16,0.119164,0.151689,1.00555,0.630249,0.763334,0.630249,0.831252,0.630249
20,927.637,1,9.8534,12.8171,46.4539,79.0063,0.377354,2.10942e-16,0.113206,0.144105,1.0083,0.614291,0.744006,0.614291,0.869413,0.614291
21,913.846,1,9.91877,13.3368,46.8445,87.7315,0.358486,2.22045e-16,0.107546,0.144433,1.02223,0.598737,0.725168,0.598737,0.852267,0.598737
22,903.887,1,9.88532,13.3983,45.7474,90.9826,0.340562,2.22045e-16,0.102168,0.145584,1.02655,0.583577,0.706806,0.583577,0.830687,0.583577
23,893.046,1,9.8127,13.808,46.1071,89.7342,0.323534,2.22045e-16,0.0970601,0.144822,1.00758,0.5688,0.688909,0.5688,0.835807,0.5688
24,893.854,1,9.83866,14.1028,46.2895,86.0547,0.307357,2.22045e-16,0.0922071,0.1486,1.00416,0.554398,0.671466,0.554398,0.837594,0.554398
25,881.491,1,9.83072,13.3985,45.4261,85.1852,0.291989,2.22045e-16,0.0875967,0.148597,0.997932,0.54036,0.654464,0.54036,0.84355,0.54036
26,864.221,1,9.84106,12.878,46.4442,85.8425,0.27739,2.22045e-16,0.0832169,0.147054,1.01437,0.526678,0.637892,0.526678,0.822191,0.526678
27,865.043,1,9.91324,12.6612,46.6081,81.9975,0.26352,2.22045e-16,0.079056,0.1511,1.02082,0.513342,0.621741,0.513342,0.82698,0.513342
