Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.60829,0.205386,10.0297,0.0102383,2.24029,0.108117,12.803,0.0136098,All
2.98505,0.0205386,12.2971,0.0477785,4.67373,0.0826777,16.783,0.0174983,All
3.36181,0.184847,14.5645,0.0238893,7.10716,0.069958,20.763,0.0544393,All
3.73857,0,16.8319,0.054604,9.54059,0.0826777,24.7429,0.0680491,All
4.11533,0,19.0993,0.0784933,11.974,0.0572384,28.7229,0.0583278,All
4.49209,0.184847,21.3667,0.0716678,14.4075,0.0158996,32.7029,0.0330524,All
4.86884,0.43131,23.6341,0.0921443,16.8409,0.0127196,36.6828,0.0213869,All
5.2456,0.369694,25.9016,0.054604,19.2743,0.00635982,40.6628,0.00388852,All
5.62236,0.308078,28.169,0.0238893,21.7077,0,44.6428,0,All
5.99912,0.492926,30.4364,0,24.1412,0,48.6227,0,All
6.37588,0.451848,32.7038,0.0102383,26.5746,0.00317991,52.6027,0,All
6.75264,0.225924,34.9712,0.0102383,29.008,0.00635982,56.5827,0.00194426,All
