Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
6.20574,0.764286,24.818,0.764286,7.9655,0.764286,All
6.20718,0.771429,24.9217,0.771429,7.97676,0.771429,All
6.21674,0.778571,24.9239,0.778571,8.01361,0.778571,All
6.22514,0.785714,24.9594,0.785714,8.03064,0.785714,All
6.25104,0.792857,25.1291,0.792857,8.06535,0.792857,All
6.2657,0.8,25.2048,0.8,8.0812,0.8,All
6.27378,0.807143,25.3437,0.807143,8.12995,0.807143,All
6.29239,0.814286,25.3658,0.814286,8.35571,0.814286,All
6.30072,0.821429,25.3809,0.821429,8.40552,0.821429,All
6.33905,0.828571,25.4604,0.828571,8.47007,0.828571,All
6.3529,0.835714,25.479,0.835714,8.66936,0.835714,All
6.35928,0.842857,25.5733,0.842857,8.75473,0.842857,All
6.36131,0.85,25.6432,0.85,9.52017,0.85,All
6.37556,0.857143,25.7343,0.857143,10.1565,0.857143,All
6.38402,0.864286,26.0911,0.864286,10.2593,0.864286,All
6.38976,0.871429,26.206,0.871429,10.3801,0.871429,All
6.39733,0.878571,26.5236,0.878571,10.4023,0.878571,All
6.43811,0.885714,26.6499,0.885714,10.5596,0.885714,All
6.44324,0.892857,26.8439,0.892857,10.5998,0.892857,All
6.46838,0.9,26.9413,0.9,11.0928,0.9,All
6.47075,0.907143,27.2962,0.907143,11.5466,0.907143,All
6.49256,0.914286,27.4151,0.914286,13.131,0.914286,All
6.50965,0.921429,27.474,0.921429,13.2793,0.921429,All
6.62552,0.928571,27.6599,0.928571,13.4188,0.928571,All
6.6293,0.935714,27.787,0.935714,13.4642,0.935714,All
6.67834,0.942857,27.8699,0.942857,15.0118,0.942857,All
6.68616,0.95,28.035,0.95,15.097,0.95,All
6.71467,0.957143,28.1375,0.957143,16.0475,0.957143,All
6.7503,0.964286,30.55,0.964286,16.0576,0.964286,All
6.78951,0.971429,31.9466,0.971429,18.0426,0.971429,All
6.83541,0.978571,32.9964,0.978571,18.9094,0.978571,All
6.87062,0.985714,34.1382,0.985714,20.7478,0.985714,All
6.93129,0.992857,34.693,0.992857,21.0381,0.992857,All
6.95207,1,35.0197,1,24.683,1,All
16.2174,1,54.0167,1,24.683,1,All
