Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
4.3053,0.290255,0.264903,16.9177,0.0570809,0.128843,5.2713,0.111046,0.556374,All
4.45237,0.299989,0.308364,17.3757,0.0633776,0.156445,5.51095,0.105001,0.582259,All
4.59943,0.304939,0.352903,17.8338,0.0691691,0.186821,5.7506,0.0991178,0.606714,All
4.74649,0.305428,0.397836,18.2918,0.0742946,0.219703,5.99025,0.0934348,0.629783,All
4.89356,0.301923,0.442541,18.7498,0.0786248,0.254755,6.2299,0.087978,0.651516,All
5.04062,0.294975,0.486471,19.2078,0.0820663,0.29159,6.46955,0.0827638,0.67197,All
5.18768,0.285169,0.529161,19.6658,0.0845634,0.329785,6.7092,0.0778011,0.691205,All
5.33475,0.273091,0.570235,20.1238,0.0860967,0.368904,6.94885,0.0730933,0.709281,All
5.48181,0.259295,0.6094,20.5818,0.0866803,0.408507,7.1885,0.0686392,0.726259,All
5.62887,0.244287,0.646441,21.0398,0.0863578,0.448167,7.42815,0.0644347,0.742199,All
5.77594,0.228517,0.681214,21.4978,0.0851965,0.487484,7.6678,0.0604729,0.757162,All
5.923,0.212374,0.713636,21.9559,0.0832817,0.526094,7.90745,0.0567456,0.771203,All
6.07006,0.196184,0.743677,22.4139,0.0807114,0.563672,8.1471,0.0532433,0.784378,All
6.21713,0.180215,0.77135,22.8719,0.0775903,0.599943,8.38676,0.0499559,0.796739,All
6.36419,0.164683,0.796705,23.3299,0.0740254,0.634679,8.62641,0.0468727,0.808338,All
6.51125,0.149754,0.819817,23.7879,0.0701219,0.667701,8.86606,0.043983,0.819221,All
6.65832,0.135551,0.840787,24.2459,0.0659798,0.698876,9.10571,0.0412761,0.829434,All
6.80538,0.122162,0.859727,24.7039,0.0616912,0.728117,9.34536,0.0387416,0.839018,All
6.95244,0.109641,0.876761,25.1619,0.057339,0.755377,9.58501,0.0363691,0.848016,All
7.09951,0.098018,0.892019,25.62,0.0529958,0.780643,9.82466,0.0341489,0.856462,All
7.24657,0.0873006,0.905635,26.078,0.0487233,0.803933,10.0643,0.0320715,0.864395,All
7.39363,0.0774787,0.91774,26.536,0.0445723,0.825293,10.304,0.0301279,0.871845,All
7.5407,0.0685286,0.928466,26.994,0.0405834,0.844787,10.5436,0.0283095,0.878845,All
7.68776,0.0604161,0.937937,27.452,0.0367876,0.862498,10.7833,0.0266083,0.885423,All
7.83482,0.053099,0.946275,27.91,0.033207,0.878518,11.0229,0.0250165,0.891607,All
7.98189,0.0465302,0.953592,28.368,0.0298562,0.892951,11.2626,0.0235269,0.897422,All
8.12895,0.0406586,0.959995,28.826,0.026743,0.905904,11.5022,0.0221329,0.902891,All
8.27601,0.035432,0.965582,29.284,0.0238695,0.917485,11.7419,0.0208281,0.908037,All
8.42308,0.0307975,0.970445,29.7421,0.0212334,0.927805,11.9815,0.0196065,0.912881,All
8.57014,0.0267032,0.974667,30.2001,0.0188285,0.936971,12.2212,0.0184626,0.917441,All
8.7172,0.0230987,0.978324,30.6581,0.0166458,0.945086,12.4608,0.0173911,0.921736,All
8.86427,0.0199359,0.981483,31.1161,0.0146744,0.952251,12.7005,0.0163873,0.925782,All
9.01133,0.0171692,0.984207,31.5741,0.0129015,0.958559,12.9401,0.0154467,0.929595,All
9.15839,0.0147563,0.98655,32.0321,0.011314,0.964097,13.1798,0.014565,0.93319,All
9.30546,0.0126579,0.988562,32.4901,0.00989779,0.968949,13.4194,0.0137382,0.93658,All
9.45252,0.0108377,0.990287,32.9481,0.00863905,0.973188,13.6591,0.0129628,0.939779,All
9.59958,0.00926288,0.991762,33.4062,0.00752403,0.976884,13.8987,0.0122354,0.942797,All
9.74665,0.00790364,0.993022,33.8642,0.00653946,0.9801,14.1384,0.0115526,0.945647,All
9.89371,0.00673311,0.994096,34.3222,0.00567266,0.982892,14.378,0.0109117,0.948338,All
10.0408,0.00572725,0.99501,34.7802,0.00491167,0.985312,14.6177,0.0103098,0.95088,All
10.1878,0.00486467,0.995787,35.2382,0.00424532,0.987406,14.8573,0.00974442,0.953282,All
10.3349,0.00412638,0.996447,35.6962,0.0036633,0.989214,15.097,0.00921311,0.955553,All
10.482,0.00349562,0.997006,36.1542,0.00315611,0.990773,15.3366,0.00871369,0.957701,All
10.629,0.00295766,0.99748,36.6122,0.00271509,0.992115,15.5763,0.00824407,0.959732,All
10.7761,0.0024996,0.99788,37.0702,0.00233241,0.993269,15.8159,0.00780234,0.961654,All
10.9232,0.00211017,0.998218,37.5283,0.00200099,0.99426,16.0556,0.00738669,0.963474,All
11.0702,0.00177958,0.998504,37.9863,0.00171449,0.995109,16.2952,0.00699546,0.965197,All
11.2173,0.00149932,0.998744,38.4443,0.00146726,0.995836,16.5349,0.00662709,0.966829,All
11.3643,0.00126204,0.998947,38.9023,0.00125426,0.996458,16.7745,0.00628013,0.968375,All
11.5114,0.00106139,0.999117,39.3603,0.00107103,0.99699,17.0142,0.00595323,0.96984,All
11.6585,0.000891922,0.999261,39.8183,0.000913638,0.997443,17.2538,0.00564512,0.97123,All
11.8055,0.000748938,0.999381,40.2763,0.000778631,0.99783,17.4935,0.00535463,0.972547,All
11.9526,0.000628426,0.999482,40.7343,0.000662974,0.998159,17.7331,0.00508066,0.973797,All
12.0997,0.000526952,0.999567,41.1923,0.000564015,0.99844,17.9728,0.00482218,0.974984,All
12.2467,0.000441587,0.999638,41.6504,0.00047944,0.998678,18.2124,0.00457824,0.97611,All
12.3938,0.000369834,0.999697,42.1084,0.000407237,0.998881,18.4521,0.00434795,0.977179,All
12.5408,0.00030957,0.999747,42.5664,0.00034566,0.999053,18.6917,0.00413048,0.978195,All
12.6879,0.000258996,0.999789,43.0244,0.000293195,0.999199,18.9314,0.00392504,0.97916,All
12.835,0.000216581,0.999824,43.4824,0.000248536,0.999323,19.171,0.00373091,0.980077,All
12.982,0.000181033,0.999853,43.9404,0.000210554,0.999428,19.4107,0.0035474,0.980949,All
13.1291,0.000151259,0.999877,44.3984,0.000178276,0.999516,19.6503,0.00337388,0.981778,All
13.2762,0.000126335,0.999898,44.8564,0.000150867,0.999592,19.89,0.00320977,0.982567,All
13.4232,0.000105482,0.999915,45.3145,0.000127609,0.999655,20.1296,0.00305449,0.983317,All
13.5703,8.80439e-05,0.999929,45.7725,0.000107887,0.999709,20.3693,0.00290752,0.984032,All
13.7174,7.34676e-05,0.999941,46.2305,9.11737e-05,0.999754,20.6089,0.00276839,0.984712,All
13.8644,6.12889e-05,0.99995,46.6885,7.70186e-05,0.999793,20.8486,0.00263664,0.985359,All
14.0115,5.11172e-05,0.999959,47.1465,6.50368e-05,0.999825,21.0882,0.00251182,0.985976,All
14.1585,4.26249e-05,0.999966,47.6045,5.49001e-05,0.999853,21.3279,0.00239356,0.986563,All
14.3056,3.5537e-05,0.999971,48.0625,4.63283e-05,0.999876,21.5675,0.00228146,0.987124,All
14.4527,2.9623e-05,0.999976,48.5205,3.90833e-05,0.999895,21.8072,0.00217518,0.987657,All
14.5997,2.46898e-05,0.99998,48.9785,3.29623e-05,0.999912,22.0468,0.00207438,0.988167,All
14.7468,2.05757e-05,0.999983,49.4366,2.77929e-05,0.999926,22.2865,0.00197876,0.988652,All
14.8939,1.71455e-05,0.999986,49.8946,2.34289e-05,0.999937,22.5261,0.00188802,0.989115,All
15.0409,1.4286e-05,0.999988,50.3526,1.9746e-05,0.999947,22.7658,0.00180189,0.989557,All
15.188,1.19027e-05,0.99999,50.8106,1.66388e-05,0.999956,23.0054,0.00172012,0.989979,All
15.3351,9.91659e-06,0.999992,51.2686,1.40182e-05,0.999963,23.2451,0.00164246,0.990382,All
15.4821,8.26166e-06,0.999993,51.7266,1.18086e-05,0.999969,23.4847,0.00156868,0.990767,All
15.6292,6.88284e-06,0.999994,52.1846,9.9459e-06,0.999974,23.7244,0.00149857,0.991134,All
15.7762,5.73417e-06,0.999995,52.6426,8.37605e-06,0.999978,23.964,0.00143194,0.991485,All
15.9233,4.77729e-06,0.999996,53.1006,7.05325e-06,0.999981,24.2037,0.00136859,0.991821,All
16.0704,3.98023e-06,0.999997,53.5587,5.93885e-06,0.999984,24.4433,0.00130835,0.992142,All
16.2174,3.3163e-06,0.999997,54.0167,5.00016e-06,0.999987,24.683,0.00125104,0.992448,All
