parameter,value,se_sa,rse_sa
Cl_pop,5.13630134734157,0.36479159711456,7.1022234180899
V1_pop,19.9082211701951,3.6140297796337,18.1534540365883
Q_pop,5.83782120042719,2.49522589368968,42.7424172139271
V2_pop,25.2803388410897,3.11701485698223,12.3297985702468
omega_Cl,0.259843442187809,0.0509999195473938,19.6271720840783
omega_V1,0.273532046448573,0.224074280411903,81.918840341083
omega_Q,0.668419658508428,0.229897006014873,34.3941120056052
omega_V2,0.182954520876152,0.148994415035236,81.4379520777711
corr_V2_V1,0.999999,,
b,0.0256765983499004,0.00285382485967579,11.1144974142841
