simulations,OFV
500,954.98
1000,955.401
1500,954.345
2000,954.982
2500,955.955
3000,955.173
3500,954.548
4000,954.305
4500,954.638
5000,954.506
5500,954.439
6000,954.486
6500,954.138
7000,954.296
7500,954.311
8000,954.289
8500,954.5
9000,954.202
9500,954.03
10000,953.885
10500,953.805
11000,953.898
11500,953.921
12000,953.729
12500,953.419
13000,953.468
13500,953.473
14000,953.527
14500,953.401
15000,953.424
15500,953.476
16000,953.41
16500,953.181
17000,953.178
17500,953.236
18000,953.251
18500,953.356
19000,953.365
19500,953.256
20000,953.198
20500,953.086
21000,952.903
21500,952.891
22000,952.984
22500,953.032
23000,952.871
23500,952.603
24000,952.602
24500,952.655
25000,952.687
25500,952.581
26000,952.572
26500,952.546
27000,952.537
27500,952.545
28000,952.51
28500,952.487
29000,952.551
29500,952.598
30000,952.654
