time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.149006,1,0.085943,1,0.0354763,7.71563,-0.170985,4.00116,0.102796,7.71563,-0.113207,All
1.05006,0.140289,1.05006,0.0814265,1.05006,0.0313821,7.96003,-0.150479,4.21195,0.0741734,7.96003,-0.0906811,All
1.10263,0.131136,1.10263,0.0766839,1.10263,0.0270831,8.21216,-0.140003,4.43384,0.0440433,8.21216,-0.0830738,All
1.15782,0.121524,1.15782,0.0717039,1.15782,0.0225688,8.29507,-0.137259,4.66742,0.015876,8.29507,-0.0815884,All
1.21,0.112439,1.21,0.0669963,1.21,0.0183014,8.47228,-0.132984,4.9133,-0.00472112,8.47228,-0.0806469,All
1.21578,0.111432,1.21578,0.0664746,1.21578,0.0178285,8.74064,-0.129982,4.96359,-0.00893369,8.74064,-0.0839074,All
1.27664,0.100834,1.27664,0.0609835,1.27664,0.012851,8.87451,-0.128374,5.17214,-0.0240455,8.87451,-0.085015,All
1.34055,0.0897053,1.34055,0.0552176,1.34055,0.00762425,9.01751,-0.126577,5.44461,-0.0361147,9.01751,-0.0860245,All
1.40766,0.0780197,1.40766,0.049163,1.40766,0.00213587,9.30314,-0.121474,5.73144,-0.0432796,9.30314,-0.0845224,All
1.42,0.0758709,1.42,0.0480496,1.42,0.00112663,9.45396,-0.118453,5.92602,-0.0459877,9.45396,-0.0829728,All
1.47813,0.0657492,1.47813,0.0428053,1.47813,-0.00362725,9.59781,-0.115572,6.03338,-0.0470419,9.59781,-0.0814947,All
1.55212,0.0528645,1.55212,0.0361294,1.55212,-0.00967887,9.90183,-0.109483,6.35122,-0.0448835,9.90183,-0.0783711,All
1.62982,0.0473612,1.62982,0.0245535,1.62982,-0.0146789,10.0334,-0.106848,6.68581,-0.0375923,10.0334,-0.0770193,All
1.63,0.0473609,1.63,0.0245195,1.63,-0.0146884,10.2155,-0.103202,6.88844,-0.0331766,10.2155,-0.0751486,All
1.71141,0.0472415,1.71141,0.00917914,1.71141,-0.0189743,10.539,-0.0964809,7.03803,-0.0293981,10.539,-0.0706918,All
1.79708,0.0471157,1.79708,-0.00696485,1.79708,-0.0234847,10.6128,-0.0948979,7.4088,-0.0169759,10.6128,-0.0694387,All
1.84,0.0470527,1.84,-0.0150526,1.84,-0.0257443,10.8729,-0.0897493,7.7991,-0.00343823,10.8729,-0.065303,All
1.88704,0.0469837,1.88704,-0.023917,1.88704,-0.0282209,11.1923,-0.0837126,7.85087,-0.00166009,11.1923,-0.0604375,All
1.98151,0.046845,1.98151,-0.0417178,1.98151,-0.0331942,11.2173,-0.0833944,8.20996,0.00948482,11.2173,-0.060179,All
