Cl_pop,0.00488,-0.000371,0.00131,-0.00173,-5.9e-5,-8.38e-5,0.000752,-0.00272,3.39e-5,-2.72e-5,0.000148,-4.31e-5
V1_pop,-0.000371,0.00833,-0.0111,0.011,0.000226,0.000764,-0.00894,0.0189,0.000204,-6.46e-5,-0.00138,0.000475
Q_pop,0.00131,-0.0111,0.0667,-0.0292,-0.000545,-0.00212,0.0233,-0.0466,-0.000481,0.000102,0.00359,-0.00122
V2_pop,-0.00173,0.011,-0.0292,0.0531,0.00122,0.0023,-0.0199,0.0724,9.69e-5,0.000123,-0.00415,0.00132
omega_Cl,-5.9e-5,0.000226,-0.000545,0.00122,0.00255,7.97e-5,-0.000375,0.00183,-0.000132,7.09e-5,-1.46e-5,-7.54e-6
omega_V1,-8.38e-5,0.000764,-0.00212,0.0023,7.97e-5,0.00323,-0.00218,0.00362,-0.000153,7.95e-5,-3.5e-5,-9.86e-6
omega_Q,0.000752,-0.00894,0.0233,-0.0199,-0.000375,-0.00218,0.0434,-0.038,-0.000329,8.66e-5,0.00267,-0.000923
omega_V2,-0.00272,0.0189,-0.0466,0.0724,0.00183,0.00362,-0.038,0.15,0.00026,0.000142,-0.00823,0.00265
a1,3.39e-5,0.000204,-0.000481,9.69e-5,-0.000132,-0.000153,-0.000329,0.00026,0.00465,-0.00166,-0.000264,0.000108
b1,-2.72e-5,-6.46e-5,0.000102,0.000123,7.09e-5,7.95e-5,8.66e-5,0.000142,-0.00166,0.000668,9.82e-5,-4.36e-5
a2,0.000148,-0.00138,0.00359,-0.00415,-1.46e-5,-3.5e-5,0.00267,-0.00823,-0.000264,9.82e-5,0.00119,-0.00042
b2,-4.31e-5,0.000475,-0.00122,0.00132,-7.54e-6,-9.86e-6,-0.000923,0.00265,0.000108,-4.36e-5,-0.00042,0.000155
