iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1280.88,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1275.6,1,8.80742,12.2173,45.8526,92.5945,0.95,0.95,0.285,0.285,0.932029,0.974679,1.07793,0.974679,1.1452,0.974679
3,1265.38,1,8.20355,11.7032,42.9638,92.4869,0.9025,0.9025,0.27075,0.27075,0.918091,0.95,1.05063,0.95,1.25748,0.95
4,1245.63,1,8.31117,11.9278,42.7391,71.1572,0.857375,0.857375,0.257212,0.257212,0.908874,0.925945,1.02403,0.925945,1.44697,0.925945
5,1232.34,1,8.15592,10.2226,47.7289,76.9314,0.814506,0.814506,0.244352,0.244352,0.92059,0.9025,0.998101,0.9025,1.42,0.9025
6,1212.87,1,8.05361,10.5675,47.9238,84.6071,0.773781,0.773781,0.232134,0.232134,0.920003,0.879648,1.04697,0.879648,1.38404,0.879648
7,1211.42,1,8.02994,9.082,48.2489,78.8385,0.735092,0.735092,0.220528,0.220528,0.920085,0.857375,1.03573,0.857375,1.37976,0.857375
8,1185.42,1,8.05863,9.45086,48.4347,69.748,0.698337,0.698337,0.209501,0.209501,0.931586,0.835666,1.0095,0.835666,1.34483,0.835666
9,1174.48,1,8.03963,9.15651,48.1343,78.5676,0.66342,0.66342,0.199026,0.199026,0.930474,0.814506,1.00783,0.814506,1.36258,0.814506
10,1149.54,1,7.90526,9.55911,48.6308,84.3611,0.630249,0.630249,0.189075,0.189075,0.948357,0.793882,0.982314,0.793882,1.33062,0.793882
11,1134.25,1,7.8616,9.059,47.3635,92.5535,0.598737,0.598737,0.179621,0.179621,0.935898,0.773781,0.957441,0.773781,1.29692,0.773781
12,1127.64,1,7.8302,8.67617,46.3363,88.348,0.5688,0.5688,0.17064,0.17064,0.935028,0.754188,0.933198,0.754188,1.36704,0.754188
