Cl_pop,1,0.0268,-0.413,-0.59,-0.293,0.0861,0.0163,-0.0474
V1_pop,0.0268,1,-0.0607,-0.00408,0.00233,0.031,-0.0608,0.058
Q_pop,-0.413,-0.0607,1,0.71,0.397,-0.14,0.206,-0.153
V2_pop,-0.59,-0.00408,0.71,1,0.462,-0.136,-0.0287,0.0856
omega_Cl,-0.293,0.00233,0.397,0.462,1,-0.0566,0.04,-0.0261
omega_V1,0.0861,0.031,-0.14,-0.136,-0.0566,1,0.125,-0.157
a,0.0163,-0.0608,0.206,-0.0287,0.04,0.125,1,-0.909
b,-0.0474,0.058,-0.153,0.0856,-0.0261,-0.157,-0.909,1
