iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1511.72,1,7.8892,6.10874,10.2532,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1495.43,1,4.67304,11.6815,16.6112,48.6304,0.974679,0.974679,0.212337,0.998761,1.46202,1.46202,1.46202,1.16962
3,1487.24,1,4.78828,10.8525,17.1396,50.4037,0.95,0.95,0.552413,0.998761,1.425,1.425,1.425,1.14
4,1468.55,1,4.46675,13.5651,15.447,46.5293,0.925945,0.925945,0.620389,0.998761,1.38892,1.38892,1.38892,1.11113
5,1456.45,1,4.06479,11.1642,18.3871,53.1497,0.9025,0.9025,0.621924,0.998761,1.35375,1.35375,1.35375,1.083
6,1453.87,1,4.064,11.2494,24.7099,67.7819,0.879648,0.879648,0.933468,0.998761,1.31947,1.43375,1.31947,1.05558
7,1443.89,1,4.24091,11.9419,25.9243,69.9472,0.857375,0.857375,1.11291,0.998761,1.28606,1.39745,1.28606,1.02885
8,1418.28,1,4.51738,10.5425,23.1366,63.2685,0.835666,0.835666,0.646309,0.998761,1.2535,1.36206,1.2535,1.0028
9,1410.17,1,4.61906,9.85995,27.9096,73.7605,0.814506,0.814506,0.610739,0.998761,1.22176,1.32757,1.22176,0.977407
10,1392.87,1,4.85743,9.88369,28.2316,74.6151,0.793882,0.793882,0.601315,0.998761,1.19082,1.29396,1.19082,0.952659
11,1393.88,1,4.95283,7.88401,31.0088,79.6753,0.773781,0.773781,0.719429,0.998761,1.16067,1.4274,1.16067,0.928537
12,1375.7,1,4.75406,6.72522,27.657,72.9266,0.754188,0.754188,0.497436,0.998761,1.13128,1.39126,1.13128,0.905026
13,1368.33,1,4.72381,8.85698,28.2021,73.9657,0.735092,0.735092,0.753978,0.998761,1.10264,1.35603,1.10264,0.88211
14,1360.88,1,4.64601,6.6723,25.092,67.0497,0.716479,0.716479,0.461433,0.998761,1.07472,1.46429,1.07472,0.859775
15,1349.1,1,4.73582,7.35914,26.4744,70.3903,0.698337,0.698337,0.662616,0.998761,1.04751,1.47402,1.04751,0.838005
16,1341.66,1,4.95125,7.6496,25.3221,67.9136,0.680655,0.680655,0.981946,0.998761,1.02098,1.44576,1.02098,0.816786
17,1322.29,1,4.79144,8.48973,25.4711,68.9234,0.66342,0.66342,0.476158,0.998761,0.995131,1.40915,0.995131,0.796105
18,1318.62,1,4.85817,7.39634,29.1675,76.5052,0.646622,0.646622,0.416396,0.998761,0.969933,1.42449,0.969933,0.775947
19,1301.91,1,4.89768,7.19716,29.4465,76.4339,0.630249,0.630249,0.788003,0.998761,0.945374,1.39244,0.945374,0.756299
20,1285.48,1,5.05874,6.29461,26.5642,70.6565,0.614291,0.614291,0.801542,0.998761,0.921437,1.35718,0.921437,0.737149
21,1275.72,1,5.00049,6.8816,25.6514,69.2637,0.598737,0.598737,0.679334,0.998761,0.898105,1.32282,0.898105,0.718484
22,1262.37,1,5.13271,5.41085,27.2943,73.1643,0.583577,0.583577,0.387661,0.998761,0.875365,1.28932,0.875365,0.700292
23,1255.62,1,4.8151,4.53123,26.3523,71.6307,0.5688,0.5688,0.468117,0.998761,0.8532,1.25668,0.8532,0.68256
24,1237.74,1,5.04812,3.85943,27.3111,73.3459,0.554398,0.554398,0.462382,0.998761,0.831597,1.22486,0.831597,0.665277
25,1237.73,1,4.9001,4.10625,27.2867,72.9932,0.54036,0.54036,0.619129,0.998761,0.81054,1.19384,0.81054,0.648432
26,1224.88,1,4.97284,4.23977,27.5986,73.8314,0.526678,0.526678,0.521346,0.998761,0.790017,1.16362,0.790017,0.632013
27,1208.65,1,5.04282,4.64252,27.1953,73.2595,0.513342,0.513342,0.550645,0.998761,0.770013,1.13415,0.770013,0.61601
28,1194.69,1,4.8642,4.46659,29.3134,77.4515,0.500344,0.500344,0.558454,0.998761,0.750516,1.16654,0.750516,0.600413
