simulations, -2LL
1000,531.934
2000,529.119
3000,527.627
4000,528.204
5000,528.47
6000,527.738
7000,528.051
8000,526.988
9000,527.262
10000,527.496
11000,527.686
12000,527.966
13000,528.088
14000,528.237
15000,528.193
16000,528.302
17000,528.526
18000,528.68
19000,528.807
20000,528.878
21000,528.809
22000,528.969
23000,529.015
24000,528.998
25000,528.941
26000,529.048
27000,528.95
28000,528.976
29000,529.04
30000,529.089
